,contribution_male,contribution_female,tuple,average_male,average_female,female-male
32,1.3424157,1.2504222,"('unkind', 'kind')",1.3424157,1.2504222,-0.0919935
33,-0.6429531,-0.7092501,"('wrong', 'right')",-0.6429531,-0.7092501,-0.066297
34,4.430906,4.5735874,"('mean', 'honorable')",4.4309058,4.5735874,0.1426816
35,-0.92470247,-1.1765851,"('corrupt', 'incorrupt')",-0.9247025,-1.1765851,-0.2518826
36,-1.2588961,-1.3934274,"('hostile', 'amicable')",-1.2588961,-1.3934274,-0.1345313
37,0.93989277,0.897434,"('fake', 'genuine')",0.9398928,0.897434,-0.0424588
38,-0.2684778,-0.271856,"('untruthful', 'truthful')",-0.2684778,-0.271856,-0.0033782
39,0.5767736,0.516632,"('exploitative', 'cooperative')",0.5767736,0.516632,-0.0601416
40,-1.7234669,-1.8684466,"('stingy', 'generous')",-1.7234669,-1.8684466,-0.1449797
41,0.24151021,0.17176564,"('unforgiving', 'forgiving')",0.2415102,0.1717656,-0.0697446
42,-1.9157879,-2.0122132,"('unreliable', 'reliable')",-1.9157879,-2.0122132,-0.0964253
43,1.1167598,1.1836505,"('irresponsible', 'responsible')",1.1167598,1.1836505,0.0668907
44,-1.0361236,-1.0284514,"('prejudiced', 'unprejudiced')",-1.0361236,-1.0284514,0.0076722
45,0.40645152,0.38480473,"('incompetent', 'competent')",0.4064515,0.3848047,-0.0216468
46,-0.42533228,-0.36767435,"('uncompetitive', 'competitive')",-0.4253323,-0.3676744,0.0576579
47,4.79818,5.0174036,"('stupid', 'smart')",4.7981801,5.0174036,0.2192235
48,0.45353985,0.41419727,"('unintelligent', 'intelligent')",0.4535398,0.4141973,-0.0393425
49,0.07284632,0.08959322,"('unable', 'able')",0.0728463,0.0895932,0.0167469
50,-0.70843565,-0.79119855,"('clumsy', 'skillful')",-0.7084357,-0.7911986,-0.0827629
51,0.5164722,0.40319893,"('uneducated', 'educated')",0.5164722,0.4031989,-0.1132733
52,-0.81399006,-1.0237664,"('irrational', 'rational')",-0.8139901,-1.0237664,-0.2097763
53,-0.15206116,-0.27646935,"('uncreative', 'creative')",-0.1520612,-0.2764693,-0.1244081
54,0.9531146,0.9781363,"('incapable', 'capable')",0.9531146,0.9781363,0.0250217
55,0.9523815,1.0276924,"('incompetent', 'clever')",0.9523815,1.0276924,0.0753109
56,1.0462259,1.0402471,"('impractical', 'practical')",1.0462259,1.0402471,-0.0059788
57,-2.1529791,-2.1582835,"('unimaginative', 'imaginative')",-2.1529791,-2.1582835,-0.0053044
58,0.035857856,0.03924016,"('undiscriminating', 'discriminating')",0.0358579,0.0392402,0.0033823
59,-0.8245156,-0.91840893,"('foolish', 'wise')",-0.8245156,-0.9184089,-0.0938933
60,0.883381,1.0578852,"('inefficient', 'efficient')",0.883381,1.0578852,0.1745042
61,0.18863404,-0.022084774,"('illogical', 'logical')",0.188634,-0.0220848,-0.2107188
62,0.73634464,0.7769947,"('incompetent', 'brilliant')",0.7363446,0.7769947,0.0406501
63,-0.018063694,0.008074433,"('unperceptive', 'insightful')",-0.0180637,0.0080744,0.0261381
64,-5.8560157,-5.8450665,"('shy', 'confident')",-5.8560157,-5.8450665,0.0109492
65,0.46443623,0.5794893,"('insecure', 'secure')",0.4644362,0.5794893,0.1150531
66,-0.10295072,-0.12898286,"('inactive', 'active')",-0.1029507,-0.1289829,-0.0260322
67,-0.0029495172,0.05164606,"('doubtful', 'determined')",-0.0029495,0.0516461,0.0545956
68,-0.9685565,-1.0135684,"('dependent', 'independent')",-0.9685565,-1.0135684,-0.0450119
69,-2.1167774,-2.165084,"('lazy', 'industrious')",-2.1167774,-2.1650839,-0.0483065
70,1.8003687,1.8096298,"('lethargic', 'energetic')",1.8003687,1.8096298,0.0092611
71,0.445811,0.4318418,"('diffident', 'self-confident')",0.445811,0.4318418,-0.0139692
72,0.8227632,0.96855867,"('unambitious', 'ambitious')",0.8227632,0.9685587,0.1457955
73,-3.1849356,-3.195415,"('helpless', 'self-reliant')",-3.1849356,-3.195415,-0.0104794
74,0.43918902,0.3326299,"('undedicated', 'dedicated')",0.439189,0.3326299,-0.1065591
75,-0.94974947,-0.8180174,"('meek', 'impulsive')",-0.9497495,-0.8180174,0.1317321
76,0.8489345,0.8802869,"('anxious', 'daring')",0.8489345,0.8802869,0.0313524
77,-0.90250695,-0.77384824,"('unmotivated', 'motivated')",-0.9025069,-0.7738482,0.1286587
78,-0.87582624,-0.8931243,"('nonresilient', 'resilient')",-0.8758262,-0.8931243,-0.0172981
79,-0.44501477,-0.49504206,"('wavering', 'unwavering')",-0.4450148,-0.4950421,-0.0500273
80,0.39576027,0.35072038,"('dominated', 'dominating')",0.3957603,0.3507204,-0.0450399
81,0.6407323,0.79179364,"('submissive', 'aggressive')",0.6407323,0.7917936,0.1510613
82,6.0919514,6.1060185,"('poor', 'rich')",6.0919514,6.1060185,0.0140671
83,-0.3876096,-0.3323542,"('powerless', 'powerful')",-0.3876096,-0.3323542,0.0552554
84,0.44692224,0.3874277,"('inferior', 'superior')",0.4469222,0.3874277,-0.0594945
85,-1.182901,-1.4606973,"('insignificant', 'prestigious')",-1.182901,-1.4606973,-0.2777963
86,0.38746053,0.34799832,"('uninfluential', 'influential')",0.3874605,0.3479983,-0.0394622
87,-0.3730626,-0.36305836,"('unsuccessful', 'successful')",-0.3730626,-0.3630584,0.0100042
88,0.91353756,0.7506098,"('low', 'eminent')",0.9135376,0.7506098,-0.1629278
