,footstep_male,footstep_female,tuple,average_male,average_female,female-male
39,-0.088570274,-0.04298941,"('exploitative', 'cooperative')",-0.0885703,-0.0429894,0.0455809
40,-1.948847,-1.9096618,"('stingy', 'generous')",-1.9488471,-1.9096618,0.0391853
41,-0.69822234,-0.6757427,"('unforgiving', 'forgiving')",-0.6982223,-0.6757427,0.0224796
42,-0.53491145,-0.52528644,"('unreliable', 'reliable')",-0.5349115,-0.5252864,0.0096251
43,-0.09566583,-0.12457703,"('irresponsible', 'responsible')",-0.0956658,-0.124577,-0.0289112
44,0.21222916,0.29600656,"('prejudiced', 'unprejudiced')",0.2122292,0.2960066,0.0837774
45,-0.4467916,-0.41539022,"('incompetent', 'competent')",-0.4467916,-0.4153902,0.0314014
46,-0.5918334,-0.6044897,"('uncompetitive', 'competitive')",-0.5918334,-0.6044897,-0.0126563
47,2.0519984,2.045155,"('stupid', 'smart')",2.0519984,2.045155,-0.0068434
48,-1.3497058,-1.3412281,"('unintelligent', 'intelligent')",-1.3497058,-1.3412281,0.0084777
49,-0.6578177,-0.56355387,"('unable', 'able')",-0.6578177,-0.5635539,0.0942638
50,0.35174775,0.27204093,"('clumsy', 'skillful')",0.3517478,0.2720409,-0.0797069
51,-0.8332261,-0.90327066,"('uneducated', 'educated')",-0.8332261,-0.9032707,-0.0700446
52,-0.6203118,-0.7193686,"('irrational', 'rational')",-0.6203118,-0.7193686,-0.0990568
53,-0.5668972,-0.66096777,"('uncreative', 'creative')",-0.5668972,-0.6609678,-0.0940706
54,5.055219e-05,-0.08571339,"('incapable', 'capable')",5.06e-05,-0.0857134,-0.085764
55,-1.0199546,-0.9998182,"('incompetent', 'clever')",-1.0199546,-0.9998182,0.0201364
56,1.5557264,1.4974221,"('impractical', 'practical')",1.5557264,1.4974221,-0.0583043
57,-1.440512,-1.554343,"('unimaginative', 'imaginative')",-1.4405119,-1.554343,-0.1138311
58,-0.20024464,-0.2088627,"('undiscriminating', 'discriminating')",-0.2002446,-0.2088627,-0.0086181
59,-0.03535301,-0.09859333,"('foolish', 'wise')",-0.035353,-0.0985933,-0.0632403
60,0.9371488,0.92799866,"('inefficient', 'efficient')",0.9371488,0.9279987,-0.0091501
61,0.7437154,0.6204318,"('illogical', 'logical')",0.7437154,0.6204318,-0.1232836
62,-0.6798025,-0.61641365,"('incompetent', 'brilliant')",-0.6798025,-0.6164137,0.0633888
63,0.31715629,0.28808218,"('unperceptive', 'insightful')",0.3171563,0.2880822,-0.0290741
64,-2.2020628,-2.2202158,"('shy', 'confident')",-2.2020628,-2.2202158,-0.018153
65,-0.6553814,-0.764841,"('insecure', 'secure')",-0.6553814,-0.764841,-0.1094596
66,-0.7899006,-0.76215357,"('inactive', 'active')",-0.7899006,-0.7621536,0.027747
67,0.19299248,0.21772838,"('doubtful', 'determined')",0.1929925,0.2177284,0.0247359
68,-0.8035273,-0.7751947,"('dependent', 'independent')",-0.8035273,-0.7751947,0.0283326
69,0.65337425,0.7342489,"('lazy', 'industrious')",0.6533743,0.7342489,0.0808746
70,-0.34171528,-0.3720381,"('lethargic', 'energetic')",-0.3417153,-0.3720381,-0.0303228
71,1.4342865,1.4314297,"('diffident', 'self-confident')",1.4342865,1.4314297,-0.0028568
72,-1.1022086,-1.1462435,"('unambitious', 'ambitious')",-1.1022086,-1.1462435,-0.0440349
73,0.27017507,0.31749526,"('helpless', 'self-reliant')",0.2701751,0.3174953,0.0473202
74,0.18168515,0.19520292,"('undedicated', 'dedicated')",0.1816851,0.1952029,0.0135178
75,0.1686517,0.26359245,"('meek', 'impulsive')",0.1686517,0.2635925,0.0949408
76,-0.6378459,-0.6297053,"('anxious', 'daring')",-0.6378459,-0.6297053,0.0081406
77,0.005523527,-0.012751575,"('unmotivated', 'motivated')",0.0055235,-0.0127516,-0.0182751
78,-0.2067857,-0.21017401,"('nonresilient', 'resilient')",-0.2067857,-0.210174,-0.0033883
79,-0.2912397,-0.31158486,"('wavering', 'unwavering')",-0.2912397,-0.3115849,-0.0203452
80,-0.14994673,-0.1957382,"('dominated', 'dominating')",-0.1499467,-0.1957382,-0.0457915
81,-0.56115866,-0.5921064,"('submissive', 'aggressive')",-0.5611587,-0.5921064,-0.0309477
82,1.0480727,1.0088693,"('poor', 'rich')",1.0480727,1.0088693,-0.0392034
83,0.3338823,0.32301447,"('powerless', 'powerful')",0.3338823,0.3230145,-0.0108678
84,-0.11491806,-0.14553186,"('inferior', 'superior')",-0.1149181,-0.1455319,-0.0306138
85,0.017285626,0.039632685,"('insignificant', 'prestigious')",0.0172856,0.0396327,0.0223471
86,-0.7210113,-0.8115269,"('uninfluential', 'influential')",-0.7210113,-0.8115269,-0.0905156
87,0.43929338,0.38748556,"('unsuccessful', 'successful')",0.4392934,0.3874856,-0.0518078
88,-0.30145472,-0.36315563,"('low', 'eminent')",-0.3014547,-0.3631556,-0.0617009
