,sediment_male,sediment_female,tuple,average_male,average_female,female-male
60,0.58443546,0.78666455,"('inefficient', 'efficient')",0.5844355,0.7866645,0.202229
61,0.4004178,0.23830679,"('illogical', 'logical')",0.4004178,0.2383068,-0.162111
62,0.51103497,0.6241014,"('incompetent', 'brilliant')",0.511035,0.6241014,0.1130664
63,-0.061423466,-0.019936517,"('unperceptive', 'insightful')",-0.0614235,-0.0199365,0.041487
64,-6.3302565,-6.2144146,"('shy', 'confident')",-6.3302565,-6.2144146,0.1158419
65,0.5581467,0.69143933,"('insecure', 'secure')",0.5581467,0.6914393,0.1332926
66,-0.2591462,-0.386355,"('inactive', 'active')",-0.2591462,-0.386355,-0.1272088
67,-0.37852448,-0.32442,"('doubtful', 'determined')",-0.3785245,-0.32442,0.0541045
68,-0.7197205,-0.7656315,"('dependent', 'independent')",-0.7197205,-0.7656315,-0.045911
69,-2.3776367,-2.4201555,"('lazy', 'industrious')",-2.3776367,-2.4201555,-0.0425188
70,1.4945966,1.5022484,"('lethargic', 'energetic')",1.4945966,1.5022484,0.0076518
71,0.44782522,0.45316952,"('diffident', 'self-confident')",0.4478252,0.4531695,0.0053443
72,0.5852119,0.7447936,"('unambitious', 'ambitious')",0.5852119,0.7447936,0.1595817
73,-3.2391567,-3.2017732,"('helpless', 'self-reliant')",-3.2391567,-3.2017732,0.0373835
74,0.09366602,-0.011523992,"('undedicated', 'dedicated')",0.093666,-0.011524,-0.10519
75,-1.0689415,-0.98060364,"('meek', 'impulsive')",-1.0689415,-0.9806036,0.0883379
76,0.89607275,0.94121933,"('anxious', 'daring')",0.8960727,0.9412193,0.0451466
77,-1.5402627,-1.3659992,"('unmotivated', 'motivated')",-1.5402627,-1.3659992,0.1742635
78,-0.6767862,-0.7029901,"('nonresilient', 'resilient')",-0.6767862,-0.7029901,-0.0262039
79,-0.5838602,-0.6597348,"('wavering', 'unwavering')",-0.5838602,-0.6597348,-0.0758746
80,0.008354766,-0.04545805,"('dominated', 'dominating')",0.0083548,-0.045458,-0.0538128
81,0.21302858,0.31534952,"('submissive', 'aggressive')",0.2130286,0.3153495,0.1023209
82,6.283541,6.2471313,"('poor', 'rich')",6.2835412,6.2471313,-0.0364099
83,-0.32146862,-0.26957953,"('powerless', 'powerful')",-0.3214686,-0.2695795,0.0518891
84,0.5693581,0.5402911,"('inferior', 'superior')",0.5693581,0.5402911,-0.029067
85,-0.8548931,-0.9972845,"('insignificant', 'prestigious')",-0.8548931,-0.9972845,-0.1423914
86,0.17632887,0.11865303,"('uninfluential', 'influential')",0.1763289,0.118653,-0.0576759
87,-0.44261417,-0.437721,"('unsuccessful', 'successful')",-0.4426142,-0.437721,0.0048932
88,0.22320428,0.15619858,"('low', 'eminent')",0.2232043,0.1561986,-0.0670057
