,friction_male,friction_female,tuple,average_male,average_female,female-male
56,0.19187237,0.14786859,"('impractical', 'practical')",0.1918724,0.1478686,-0.0440038
57,-2.1186311,-2.32812,"('unimaginative', 'imaginative')",-2.1186311,-2.32812,-0.2094889
58,0.47152472,0.49035475,"('undiscriminating', 'discriminating')",0.4715247,0.4903547,0.01883
59,-0.05852127,-0.11274928,"('foolish', 'wise')",-0.0585213,-0.1127493,-0.054228
60,-0.17510115,0.24154301,"('inefficient', 'efficient')",-0.1751011,0.241543,0.4166441
61,0.29019552,0.27778614,"('illogical', 'logical')",0.2901955,0.2777861,-0.0124094
62,0.2662931,0.5877502,"('incompetent', 'brilliant')",0.2662931,0.5877502,0.3214571
63,0.20353487,0.2799693,"('unperceptive', 'insightful')",0.2035349,0.2799693,0.0764344
64,-6.61775,-6.7134614,"('shy', 'confident')",-6.6177502,-6.7134614,-0.0957112
65,-0.15309657,0.04517025,"('insecure', 'secure')",-0.1530966,0.0451703,0.1982669
66,0.13220254,-0.20367974,"('inactive', 'active')",0.1322025,-0.2036797,-0.3358822
67,-0.4533699,-0.5143755,"('doubtful', 'determined')",-0.4533699,-0.5143755,-0.0610056
68,-1.6983256,-1.4140037,"('dependent', 'independent')",-1.6983256,-1.4140037,0.2843219
69,-1.7561668,-2.0698164,"('lazy', 'industrious')",-1.7561668,-2.0698164,-0.3136496
70,1.3918022,1.4258558,"('lethargic', 'energetic')",1.3918022,1.4258558,0.0340536
71,0.42387074,0.324553,"('diffident', 'self-confident')",0.4238707,0.324553,-0.0993177
72,0.600978,0.84957457,"('unambitious', 'ambitious')",0.600978,0.8495746,0.2485966
73,-3.2683845,-3.093613,"('helpless', 'self-reliant')",-3.2683845,-3.0936129,0.1747716
74,0.44319448,0.20594004,"('undedicated', 'dedicated')",0.4431945,0.20594,-0.2372545
75,-0.8236857,-0.917554,"('meek', 'impulsive')",-0.8236857,-0.917554,-0.0938683
76,0.04415025,0.3571854,"('anxious', 'daring')",0.0441502,0.3571854,0.3130352
77,-1.1985638,-1.0547711,"('unmotivated', 'motivated')",-1.1985638,-1.0547711,0.1437927
78,-0.42725152,-0.6551673,"('nonresilient', 'resilient')",-0.4272515,-0.6551673,-0.2279158
79,-0.10638876,-0.25544053,"('wavering', 'unwavering')",-0.1063888,-0.2554405,-0.1490517
80,0.040474646,-0.042734373,"('dominated', 'dominating')",0.0404746,-0.0427344,-0.083209
81,-0.305299,-0.13921037,"('submissive', 'aggressive')",-0.305299,-0.1392104,0.1660886
82,5.888373,6.05181,"('poor', 'rich')",5.8883729,6.0518098,0.1634369
83,-0.458292,-0.45712352,"('powerless', 'powerful')",-0.458292,-0.4571235,0.0011685
84,0.7144172,0.7441506,"('inferior', 'superior')",0.7144172,0.7441506,0.0297334
85,-0.78474766,-0.8031941,"('insignificant', 'prestigious')",-0.7847477,-0.8031941,-0.0184464
86,0.920455,0.71854186,"('uninfluential', 'influential')",0.920455,0.7185419,-0.2019131
87,0.07964042,0.117264986,"('unsuccessful', 'successful')",0.0796404,0.117265,0.0376246
88,0.2800768,0.2354177,"('low', 'eminent')",0.2800768,0.2354177,-0.0446591
