,noise_male,noise_female,tuple,average_male,average_female,female-male
30,0.9749855,0.91315943,"('intolerant', 'tolerant')",0.9749855,0.9131594,-0.0618261
31,-1.8864697,-1.8784968,"('evil', 'good')",-1.8864697,-1.8784968,0.0079729
32,1.7237289,1.5483994,"('unkind', 'kind')",1.7237289,1.5483994,-0.1753295
33,-0.03587132,-0.012732292,"('wrong', 'right')",-0.0358713,-0.0127323,0.023139
34,4.796294,5.0468245,"('mean', 'honorable')",4.7962942,5.0468245,0.2505303
35,-1.251668,-1.292356,"('corrupt', 'incorrupt')",-1.251668,-1.292356,-0.040688
36,-1.2678419,-1.3897632,"('hostile', 'amicable')",-1.2678419,-1.3897632,-0.1219213
37,0.9058139,0.85328525,"('fake', 'genuine')",0.9058139,0.8532853,-0.0525286
38,0.1083838,0.12493883,"('untruthful', 'truthful')",0.1083838,0.1249388,0.016555
39,0.22820309,0.20799716,"('exploitative', 'cooperative')",0.2282031,0.2079972,-0.0202059
40,-1.2526631,-1.248877,"('stingy', 'generous')",-1.2526631,-1.248877,0.0037861
41,-0.04128515,-0.31326446,"('unforgiving', 'forgiving')",-0.0412851,-0.3132645,-0.2719794
42,-2.5774975,-2.3488438,"('unreliable', 'reliable')",-2.5774975,-2.3488438,0.2286537
43,0.95961386,1.0462031,"('irresponsible', 'responsible')",0.9596139,1.0462031,0.0865892
44,-1.9910624,-2.0311084,"('prejudiced', 'unprejudiced')",-1.9910624,-2.0311084,-0.040046
45,0.12676719,0.21610172,"('incompetent', 'competent')",0.1267672,0.2161017,0.0893345
46,-0.5065812,-0.40612453,"('uncompetitive', 'competitive')",-0.5065812,-0.4061245,0.1004567
47,5.3238177,5.4321914,"('stupid', 'smart')",5.3238177,5.4321914,0.1083737
48,0.70277643,0.6075631,"('unintelligent', 'intelligent')",0.7027764,0.6075631,-0.0952133
49,0.28061727,0.47426108,"('unable', 'able')",0.2806173,0.4742611,0.1936438
50,-0.46157208,-0.3768104,"('clumsy', 'skillful')",-0.4615721,-0.3768104,0.0847617
51,1.1918644,1.201058,"('uneducated', 'educated')",1.1918644,1.201058,0.0091936
52,-0.47401565,-0.5554018,"('irrational', 'rational')",-0.4740157,-0.5554018,-0.0813861
53,0.04486223,-0.0008228477,"('uncreative', 'creative')",0.0448622,-0.0008228,-0.045685
54,1.0553974,1.3420196,"('incapable', 'capable')",1.0553974,1.3420196,0.2866222
55,1.0072732,1.0566747,"('incompetent', 'clever')",1.0072732,1.0566747,0.0494015
56,0.8587622,0.98310995,"('impractical', 'practical')",0.8587622,0.98311,0.1243478
57,-2.1768694,-2.1129014,"('unimaginative', 'imaginative')",-2.1768694,-2.1129014,0.063968
58,0.097541496,-0.0052961893,"('undiscriminating', 'discriminating')",0.0975415,-0.0052962,-0.1028377
59,-0.088798635,0.0008312706,"('foolish', 'wise')",-0.0887986,0.0008313,0.0896299
60,1.1510377,1.1664892,"('inefficient', 'efficient')",1.1510377,1.1664892,0.0154515
61,0.5812631,0.32083863,"('illogical', 'logical')",0.5812631,0.3208386,-0.2604245
62,1.5185912,1.7825661,"('incompetent', 'brilliant')",1.5185912,1.7825661,0.2639749
63,0.6328498,0.7308624,"('unperceptive', 'insightful')",0.6328498,0.7308624,0.0980126
64,-6.4457836,-6.0887423,"('shy', 'confident')",-6.4457836,-6.0887423,0.3570413
65,0.319073,0.4063717,"('insecure', 'secure')",0.319073,0.4063717,0.0872987
66,-0.5154276,-0.40879446,"('inactive', 'active')",-0.5154276,-0.4087945,0.1066331
67,-0.7890003,-0.8404613,"('doubtful', 'determined')",-0.7890003,-0.8404613,-0.051461
68,-0.57613015,-0.43298212,"('dependent', 'independent')",-0.5761302,-0.4329821,0.1431481
69,-2.168459,-2.0260718,"('lazy', 'industrious')",-2.1684589,-2.0260718,0.1423871
70,1.388801,1.6071277,"('lethargic', 'energetic')",1.388801,1.6071277,0.2183267
71,0.33638307,0.5998823,"('diffident', 'self-confident')",0.3363831,0.5998823,0.2634992
72,0.9232691,1.186081,"('unambitious', 'ambitious')",0.9232691,1.1860811,0.262812
73,-2.7097733,-2.5399811,"('helpless', 'self-reliant')",-2.7097733,-2.5399811,0.1697922
74,0.497455,0.38152635,"('undedicated', 'dedicated')",0.497455,0.3815264,-0.1159286
75,-1.4303138,-1.1937177,"('meek', 'impulsive')",-1.4303138,-1.1937177,0.2365961
76,0.4817535,0.36311492,"('anxious', 'daring')",0.4817535,0.3631149,-0.1186386
77,-1.1696299,-0.99145955,"('unmotivated', 'motivated')",-1.1696299,-0.9914595,0.1781704
78,-0.44834074,-0.3472854,"('nonresilient', 'resilient')",-0.4483407,-0.3472854,0.1010553
79,-0.5584057,-0.58559173,"('wavering', 'unwavering')",-0.5584057,-0.5855917,-0.027186
80,0.78598046,0.7968446,"('dominated', 'dominating')",0.7859805,0.7968446,0.0108641
81,0.38292903,0.38410974,"('submissive', 'aggressive')",0.382929,0.3841097,0.0011807
82,6.3451443,6.668591,"('poor', 'rich')",6.3451443,6.668591,0.3234467
83,-0.47817647,-0.44746742,"('powerless', 'powerful')",-0.4781765,-0.4474674,0.0307091
84,0.05336932,-0.018971879,"('inferior', 'superior')",0.0533693,-0.0189719,-0.0723412
85,-1.3615761,-1.7179674,"('insignificant', 'prestigious')",-1.3615761,-1.7179674,-0.3563913
86,1.0725391,1.0363457,"('uninfluential', 'influential')",1.0725391,1.0363457,-0.0361934
87,0.81076676,1.1542888,"('unsuccessful', 'successful')",0.8107668,1.1542888,0.343522
88,0.25507635,0.24742214,"('low', 'eminent')",0.2550763,0.2474221,-0.0076542
