,underpass_male,underpass_female,tuple,average_male,average_female,female-male
20,-0.084997624,-0.08279927,"('rough', 'thoughtful')",-0.0849976,-0.0827993,0.0021983
21,0.21119107,0.23685628,"('immoral', 'moral')",0.2111911,0.2368563,0.0256652
22,-0.18461291,-0.16155732,"('untrustworthy', 'trustworthy')",-0.1846129,-0.1615573,0.0230556
23,2.2391715,2.112263,"('insincere', 'sincere')",2.2391715,2.112263,-0.1269085
24,0.23594618,0.1125862,"('dishonest', 'honest')",0.2359462,0.1125862,-0.12336
25,-0.29212207,-0.41636354,"('egoistic', 'altruistic')",-0.2921221,-0.4163635,-0.1242414
26,0.044077586,-0.033782147,"('hardhearted', 'benevolent')",0.0440776,-0.0337821,-0.0778597
27,0.62811476,0.5562275,"('hardhearted', 'softhearted')",0.6281148,0.5562275,-0.0718873
28,-0.06358661,-0.19000712,"('disloyal', 'loyal')",-0.0635866,-0.1900071,-0.1264205
29,-0.9272026,-1.0133685,"('unfair', 'fair')",-0.9272026,-1.0133685,-0.0861659
30,1.1213747,0.9856865,"('intolerant', 'tolerant')",1.1213747,0.9856865,-0.1356882
31,-2.1618645,-2.0302136,"('evil', 'good')",-2.1618645,-2.0302136,0.1316509
32,-0.075984575,-0.23197192,"('unkind', 'kind')",-0.0759846,-0.2319719,-0.1559873
33,-0.45990953,-0.51850814,"('wrong', 'right')",-0.4599095,-0.5185081,-0.0585986
34,2.0751674,2.152987,"('mean', 'honorable')",2.0751674,2.152987,0.0778196
35,-0.90557617,-1.0290588,"('corrupt', 'incorrupt')",-0.9055762,-1.0290588,-0.1234826
36,-1.3691618,-1.4042091,"('hostile', 'amicable')",-1.3691618,-1.4042091,-0.0350473
37,-0.49233356,-0.47132093,"('fake', 'genuine')",-0.4923336,-0.4713209,0.0210127
38,-0.11197084,-0.14120606,"('untruthful', 'truthful')",-0.1119708,-0.1412061,-0.0292353
39,0.19288275,0.17065871,"('exploitative', 'cooperative')",0.1928827,0.1706587,-0.022224
40,-1.5118241,-1.505877,"('stingy', 'generous')",-1.5118241,-1.505877,0.0059471
41,-0.124216475,-0.15689151,"('unforgiving', 'forgiving')",-0.1242165,-0.1568915,-0.032675
42,-1.1201248,-1.0532559,"('unreliable', 'reliable')",-1.1201248,-1.0532559,0.0668689
43,0.23219156,0.26666203,"('irresponsible', 'responsible')",0.2321916,0.266662,0.0344704
44,0.2262685,0.29348728,"('prejudiced', 'unprejudiced')",0.2262685,0.2934873,0.0672188
45,-0.15995295,-0.08133143,"('incompetent', 'competent')",-0.159953,-0.0813314,0.0786216
46,-0.18968101,-0.16174982,"('uncompetitive', 'competitive')",-0.189681,-0.1617498,0.0279312
47,2.0601919,2.0941029,"('stupid', 'smart')",2.0601919,2.0941029,0.033911
48,-0.10047532,-0.13472666,"('unintelligent', 'intelligent')",-0.1004753,-0.1347267,-0.0342514
49,-0.14382853,-0.021452844,"('unable', 'able')",-0.1438285,-0.0214528,0.1223757
50,-0.6841911,-0.69934285,"('clumsy', 'skillful')",-0.6841911,-0.6993428,-0.0151517
51,-0.3354079,-0.48027885,"('uneducated', 'educated')",-0.3354079,-0.4802788,-0.1448709
52,-1.5127878,-1.690211,"('irrational', 'rational')",-1.5127878,-1.6902111,-0.1774233
53,-1.3959142,-1.4697465,"('uncreative', 'creative')",-1.3959142,-1.4697465,-0.0738323
54,-0.4672879,-0.47100872,"('incapable', 'capable')",-0.4672879,-0.4710087,-0.0037208
55,0.51248723,0.55505127,"('incompetent', 'clever')",0.5124872,0.5550513,0.0425641
56,1.2575525,1.2640306,"('impractical', 'practical')",1.2575525,1.2640306,0.0064781
57,-1.322688,-1.2367942,"('unimaginative', 'imaginative')",-1.322688,-1.2367942,0.0858938
58,-0.340575,-0.28970876,"('undiscriminating', 'discriminating')",-0.340575,-0.2897088,0.0508662
59,-0.6897898,-0.7143359,"('foolish', 'wise')",-0.6897898,-0.7143359,-0.0245461
60,0.9527822,0.90287036,"('inefficient', 'efficient')",0.9527822,0.9028704,-0.0499118
61,-0.08670801,-0.27428764,"('illogical', 'logical')",-0.086708,-0.2742876,-0.1875796
62,0.43668616,0.48434937,"('incompetent', 'brilliant')",0.4366862,0.4843494,0.0476632
63,-0.27503172,-0.17377093,"('unperceptive', 'insightful')",-0.2750317,-0.1737709,0.1012608
64,-2.381911,-2.3746533,"('shy', 'confident')",-2.381911,-2.3746533,0.0072577
65,0.11059757,0.1096192,"('insecure', 'secure')",0.1105976,0.1096192,-0.0009784
66,-0.6600505,-0.6115631,"('inactive', 'active')",-0.6600505,-0.6115631,0.0484874
67,0.6099709,0.56733906,"('doubtful', 'determined')",0.6099709,0.5673391,-0.0426318
68,-0.2969855,-0.33094677,"('dependent', 'independent')",-0.2969855,-0.3309468,-0.0339613
69,-1.196776,-1.215791,"('lazy', 'industrious')",-1.196776,-1.215791,-0.019015
70,0.48808742,0.5279724,"('lethargic', 'energetic')",0.4880874,0.5279724,0.039885
71,0.35245234,0.37033528,"('diffident', 'self-confident')",0.3524523,0.3703353,0.017883
72,-0.4656546,-0.46577653,"('unambitious', 'ambitious')",-0.4656546,-0.4657765,-0.0001219
73,-0.96437275,-0.9260202,"('helpless', 'self-reliant')",-0.9643728,-0.9260202,0.0383526
74,-0.5421228,-0.5182711,"('undedicated', 'dedicated')",-0.5421228,-0.5182711,0.0238517
75,-0.6778211,-0.5758621,"('meek', 'impulsive')",-0.6778211,-0.5758621,0.101959
76,0.8319076,0.90533566,"('anxious', 'daring')",0.8319076,0.9053357,0.0734281
77,-1.0499805,-1.0170398,"('unmotivated', 'motivated')",-1.0499805,-1.0170398,0.0329407
78,-0.68156993,-0.53461033,"('nonresilient', 'resilient')",-0.6815699,-0.5346103,0.1469596
79,-0.765959,-0.7106199,"('wavering', 'unwavering')",-0.765959,-0.7106199,0.0553391
80,0.7091723,0.7605103,"('dominated', 'dominating')",0.7091723,0.7605103,0.051338
81,1.0231879,1.0023158,"('submissive', 'aggressive')",1.0231879,1.0023158,-0.0208721
82,1.569078,1.5399356,"('poor', 'rich')",1.569078,1.5399356,-0.0291424
83,-0.3887555,-0.411971,"('powerless', 'powerful')",-0.3887555,-0.411971,-0.0232155
84,0.18197411,0.06337042,"('inferior', 'superior')",0.1819741,0.0633704,-0.1186037
85,-1.2269839,-1.2712299,"('insignificant', 'prestigious')",-1.2269839,-1.2712299,-0.044246
86,-0.4588925,-0.5516352,"('uninfluential', 'influential')",-0.4588925,-0.5516352,-0.0927427
87,0.33291396,0.34828767,"('unsuccessful', 'successful')",0.332914,0.3482877,0.0153737
88,-0.117846414,-0.24717353,"('low', 'eminent')",-0.1178464,-0.2471735,-0.1293271
