,intellect_male,intellect_female,tuple,average_male,average_female,female-male
56,0.5438083,0.5769836,"('impractical', 'practical')",0.5438083,0.5769836,0.0331753
57,-2.26509,-2.2733128,"('unimaginative', 'imaginative')",-2.26509,-2.2733128,-0.0082228
58,0.13811567,0.09545167,"('undiscriminating', 'discriminating')",0.1381157,0.0954517,-0.042664
59,-0.28181624,-0.34172553,"('foolish', 'wise')",-0.2818162,-0.3417255,-0.0599093
60,0.551139,0.7899661,"('inefficient', 'efficient')",0.551139,0.7899661,0.2388271
61,0.16889319,0.051476005,"('illogical', 'logical')",0.1688932,0.051476,-0.1174172
62,0.52082425,0.5838193,"('incompetent', 'brilliant')",0.5208243,0.5838193,0.062995
63,-0.09419562,-0.07606414,"('unperceptive', 'insightful')",-0.0941956,-0.0760641,0.0181315
64,-5.810422,-5.745594,"('shy', 'confident')",-5.8104219,-5.745594,0.0648279
65,0.6202747,0.7310196,"('insecure', 'secure')",0.6202747,0.7310196,0.1107449
66,-0.0020332783,-0.12405588,"('inactive', 'active')",-0.0020333,-0.1240559,-0.1220226
67,-0.49067852,-0.39850628,"('doubtful', 'determined')",-0.4906785,-0.3985063,0.0921722
68,-0.6373146,-0.67573464,"('dependent', 'independent')",-0.6373146,-0.6757346,-0.03842
69,-2.0809574,-2.150533,"('lazy', 'industrious')",-2.0809574,-2.150533,-0.0695756
70,1.6835105,1.6485267,"('lethargic', 'energetic')",1.6835105,1.6485267,-0.0349838
71,0.60139173,0.561021,"('diffident', 'self-confident')",0.6013917,0.561021,-0.0403707
72,0.73379135,0.8652258,"('unambitious', 'ambitious')",0.7337914,0.8652258,0.1314344
73,-2.9822226,-3.0130138,"('helpless', 'self-reliant')",-2.9822226,-3.0130138,-0.0307912
74,0.1317151,0.021207325,"('undedicated', 'dedicated')",0.1317151,0.0212073,-0.1105078
75,-0.6560096,-0.6288979,"('meek', 'impulsive')",-0.6560096,-0.6288979,0.0271117
76,0.9288149,0.965227,"('anxious', 'daring')",0.9288149,0.965227,0.0364121
77,-1.5309755,-1.3165705,"('unmotivated', 'motivated')",-1.5309755,-1.3165705,0.214405
78,-0.8478822,-0.84763813,"('nonresilient', 'resilient')",-0.8478822,-0.8476381,0.0002441
79,-0.43291253,-0.51337683,"('wavering', 'unwavering')",-0.4329125,-0.5133768,-0.0804643
80,-0.1349943,-0.173179,"('dominated', 'dominating')",-0.1349943,-0.173179,-0.0381847
81,0.37686542,0.48749733,"('submissive', 'aggressive')",0.3768654,0.4874973,0.1106319
82,5.8426065,5.8891225,"('poor', 'rich')",5.8426065,5.8891225,0.046516
83,-0.11999524,-0.07748906,"('powerless', 'powerful')",-0.1199952,-0.0774891,0.0425061
84,0.49899578,0.49827635,"('inferior', 'superior')",0.4989958,0.4982764,-0.0007194
85,-0.76597625,-0.9087603,"('insignificant', 'prestigious')",-0.7659763,-0.9087603,-0.142784
86,0.37558913,0.33613506,"('uninfluential', 'influential')",0.3755891,0.3361351,-0.039454
87,-0.83229744,-0.7902384,"('unsuccessful', 'successful')",-0.8322974,-0.7902384,0.042059
88,0.32429692,0.2611157,"('low', 'eminent')",0.3242969,0.2611157,-0.0631812
