,decadence_male,decadence_female,tuple,average_male,average_female,female-male
72,-0.12686098,-0.16877644,"('unambitious', 'ambitious')",-0.126861,-0.1687764,-0.0419154
73,-1.6233313,-1.676454,"('helpless', 'self-reliant')",-1.6233313,-1.6764539,-0.0531226
74,-0.21504517,-0.22600867,"('undedicated', 'dedicated')",-0.2150452,-0.2260087,-0.0109635
75,-0.05089371,-0.02129329,"('meek', 'impulsive')",-0.0508937,-0.0212933,0.0296004
76,0.552059,0.69380045,"('anxious', 'daring')",0.552059,0.6938004,0.1417414
77,-0.8887133,-0.7936137,"('unmotivated', 'motivated')",-0.8887133,-0.7936137,0.0950996
78,0.25719532,0.32482907,"('nonresilient', 'resilient')",0.2571953,0.3248291,0.0676338
79,-0.18783009,-0.18134353,"('wavering', 'unwavering')",-0.1878301,-0.1813435,0.0064866
80,-0.44092035,-0.42901844,"('dominated', 'dominating')",-0.4409204,-0.4290184,0.011902
81,-0.37217587,-0.27687153,"('submissive', 'aggressive')",-0.3721759,-0.2768715,0.0953044
82,2.3974695,2.409833,"('poor', 'rich')",2.3974695,2.409833,0.0123635
83,-0.40254396,-0.44829774,"('powerless', 'powerful')",-0.402544,-0.4482977,-0.0457537
84,0.85539347,0.75267935,"('inferior', 'superior')",0.8553935,0.7526793,-0.1027142
85,0.48652706,0.35513803,"('insignificant', 'prestigious')",0.4865271,0.355138,-0.1313891
86,-0.98877484,-1.0908673,"('uninfluential', 'influential')",-0.9887748,-1.0908673,-0.1020925
87,0.19773436,0.22081202,"('unsuccessful', 'successful')",0.1977344,0.220812,0.0230776
88,0.38726717,0.3332958,"('low', 'eminent')",0.3872672,0.3332958,-0.0539714
