,somersault_male,somersault_female,tuple,average_male,average_female,female-male
60,-0.9181251,-0.9869467,"('inefficient', 'efficient')",-0.9181251,-0.9869467,-0.0688216
61,-1.0009452,-1.0986738,"('illogical', 'logical')",-1.0009452,-1.0986738,-0.0977286
62,-0.25197402,-0.21698062,"('incompetent', 'brilliant')",-0.251974,-0.2169806,0.0349934
63,-0.5623942,-0.54363406,"('unperceptive', 'insightful')",-0.5623942,-0.5436341,0.0187601
64,-1.8860775,-1.913364,"('shy', 'confident')",-1.8860775,-1.9133641,-0.0272866
65,-0.14377736,-0.18884638,"('insecure', 'secure')",-0.1437774,-0.1888464,-0.045069
66,0.016474541,0.01019185,"('inactive', 'active')",0.0164745,0.0101919,-0.0062826
67,0.13986248,0.047612846,"('doubtful', 'determined')",0.1398625,0.0476128,-0.0922497
68,0.34111366,0.3122568,"('dependent', 'independent')",0.3411137,0.3122568,-0.0288569
69,1.3169733,1.3229232,"('lazy', 'industrious')",1.3169733,1.3229232,0.0059499
70,-0.8571999,-0.8587912,"('lethargic', 'energetic')",-0.8571999,-0.8587912,-0.0015913
71,0.15588588,0.14704782,"('diffident', 'self-confident')",0.1558859,0.1470478,-0.0088381
72,-0.14608476,-0.18205386,"('unambitious', 'ambitious')",-0.1460848,-0.1820539,-0.0359691
73,-0.3614775,-0.30698526,"('helpless', 'self-reliant')",-0.3614775,-0.3069853,0.0544922
74,-0.81855226,-0.84401304,"('undedicated', 'dedicated')",-0.8185523,-0.844013,-0.0254607
75,0.9300924,0.96486866,"('meek', 'impulsive')",0.9300924,0.9648687,0.0347763
76,0.07057463,0.11324087,"('anxious', 'daring')",0.0705746,0.1132409,0.0426663
77,-1.1498507,-1.0189246,"('unmotivated', 'motivated')",-1.1498507,-1.0189246,0.1309261
78,-0.52061975,-0.48402953,"('nonresilient', 'resilient')",-0.5206198,-0.4840295,0.0365903
79,-0.613041,-0.6117404,"('wavering', 'unwavering')",-0.613041,-0.6117404,0.0013006
80,0.06658195,0.11114378,"('dominated', 'dominating')",0.0665819,0.1111438,0.0445619
81,-0.3869842,-0.39631405,"('submissive', 'aggressive')",-0.3869842,-0.3963141,-0.0093299
82,1.7615128,1.7806369,"('poor', 'rich')",1.7615128,1.7806369,0.0191241
83,-0.06725614,-0.09899159,"('powerless', 'powerful')",-0.0672561,-0.0989916,-0.0317355
84,0.6083554,0.5315498,"('inferior', 'superior')",0.6083554,0.5315498,-0.0768056
85,-0.20808904,-0.21963303,"('insignificant', 'prestigious')",-0.208089,-0.219633,-0.011544
86,-2.0995505,-2.2050412,"('uninfluential', 'influential')",-2.0995505,-2.2050412,-0.1054907
87,-0.038157143,0.001800634,"('unsuccessful', 'successful')",-0.0381571,0.0018006,0.0399577
88,-0.24106838,-0.2429028,"('low', 'eminent')",-0.2410684,-0.2429028,-0.0018344
