,plover_male,plover_female,tuple,average_male,average_female,female-male
30,1.2131324,1.0726372,"('intolerant', 'tolerant')",1.2131324,1.0726372,-0.1404952
31,-1.9580638,-1.7148359,"('evil', 'good')",-1.9580638,-1.7148359,0.2432279
32,0.18468203,-0.06351924,"('unkind', 'kind')",0.184682,-0.0635192,-0.2482012
33,-0.15669808,-0.22981754,"('wrong', 'right')",-0.1566981,-0.2298175,-0.0731194
34,1.3832484,1.4662349,"('mean', 'honorable')",1.3832484,1.4662349,0.0829865
35,-0.5657139,-0.62705475,"('corrupt', 'incorrupt')",-0.5657139,-0.6270548,-0.0613409
36,-1.502258,-1.4596101,"('hostile', 'amicable')",-1.5022579,-1.4596101,0.0426478
37,0.5169217,0.4719542,"('fake', 'genuine')",0.5169217,0.4719542,-0.0449675
38,-0.38463736,-0.3944271,"('untruthful', 'truthful')",-0.3846374,-0.3944271,-0.0097897
39,1.081493,1.0592911,"('exploitative', 'cooperative')",1.081493,1.0592911,-0.0222019
40,-1.2158922,-1.2497349,"('stingy', 'generous')",-1.2158922,-1.2497349,-0.0338427
41,0.46127617,0.5379041,"('unforgiving', 'forgiving')",0.4612762,0.5379041,0.0766279
42,-0.76916516,-0.75559634,"('unreliable', 'reliable')",-0.7691652,-0.7555963,0.0135689
43,-0.16138254,-0.253514,"('irresponsible', 'responsible')",-0.1613825,-0.253514,-0.0921315
44,0.50046456,0.52045745,"('prejudiced', 'unprejudiced')",0.5004646,0.5204574,0.0199928
45,-0.13941677,0.02161614,"('incompetent', 'competent')",-0.1394168,0.0216161,0.1610329
46,-0.21902286,-0.25800195,"('uncompetitive', 'competitive')",-0.2190229,-0.258002,-0.0389791
47,2.007302,2.0224679,"('stupid', 'smart')",2.007302,2.0224679,0.0151659
48,-0.025626324,-0.041671567,"('unintelligent', 'intelligent')",-0.0256263,-0.0416716,-0.0160453
49,-0.16220953,-0.06878365,"('unable', 'able')",-0.1622095,-0.0687836,0.0934259
50,-0.4583509,-0.49942967,"('clumsy', 'skillful')",-0.4583509,-0.4994297,-0.0410788
51,-0.1739031,-0.36699805,"('uneducated', 'educated')",-0.1739031,-0.366998,-0.1930949
52,-1.0208403,-1.0834537,"('irrational', 'rational')",-1.0208403,-1.0834537,-0.0626134
53,-1.5073804,-1.6544678,"('uncreative', 'creative')",-1.5073804,-1.6544678,-0.1470874
54,-0.4733216,-0.575197,"('incapable', 'capable')",-0.4733216,-0.575197,-0.1018754
55,0.7230384,0.72631687,"('incompetent', 'clever')",0.7230384,0.7263169,0.0032785
56,1.2330601,1.20204,"('impractical', 'practical')",1.2330601,1.20204,-0.0310201
57,-1.2454588,-1.2415184,"('unimaginative', 'imaginative')",-1.2454588,-1.2415184,0.0039404
58,-0.42580393,-0.36874202,"('undiscriminating', 'discriminating')",-0.4258039,-0.368742,0.0570619
59,-0.4686291,-0.4138543,"('foolish', 'wise')",-0.4686291,-0.4138543,0.0547748
60,1.0591595,1.0254842,"('inefficient', 'efficient')",1.0591595,1.0254842,-0.0336753
61,-0.539084,-0.6863752,"('illogical', 'logical')",-0.539084,-0.6863752,-0.1472912
62,0.8042072,0.88412046,"('incompetent', 'brilliant')",0.8042072,0.8841205,0.0799133
63,-0.3344585,-0.29242584,"('unperceptive', 'insightful')",-0.3344585,-0.2924258,0.0420327
64,-2.2347941,-2.1567597,"('shy', 'confident')",-2.2347941,-2.1567597,0.0780344
65,0.72654086,0.5945182,"('insecure', 'secure')",0.7265409,0.5945182,-0.1320227
66,-1.4579444,-1.4909242,"('inactive', 'active')",-1.4579444,-1.4909242,-0.0329798
67,0.5238986,0.585882,"('doubtful', 'determined')",0.5238986,0.585882,0.0619834
68,-0.5357596,-0.533375,"('dependent', 'independent')",-0.5357596,-0.533375,0.0023846
69,-0.9668222,-0.86133033,"('lazy', 'industrious')",-0.9668222,-0.8613303,0.1054919
70,0.1994843,0.15209433,"('lethargic', 'energetic')",0.1994843,0.1520943,-0.04739
71,-0.61957854,-0.6186988,"('diffident', 'self-confident')",-0.6195785,-0.6186988,0.0008797
72,-0.5988481,-0.6607281,"('unambitious', 'ambitious')",-0.5988481,-0.6607281,-0.06188
73,-1.0434393,-1.068755,"('helpless', 'self-reliant')",-1.0434393,-1.068755,-0.0253157
74,-0.03315094,-0.04932387,"('undedicated', 'dedicated')",-0.0331509,-0.0493239,-0.016173
75,-0.5651033,-0.4786071,"('meek', 'impulsive')",-0.5651033,-0.4786071,0.0864962
76,0.73205715,0.68730885,"('anxious', 'daring')",0.7320572,0.6873088,-0.0447484
77,-1.030376,-0.8770708,"('unmotivated', 'motivated')",-1.030376,-0.8770708,0.1533052
78,-0.78104687,-0.7840638,"('nonresilient', 'resilient')",-0.7810469,-0.7840638,-0.0030169
79,-1.2420748,-1.210788,"('wavering', 'unwavering')",-1.2420748,-1.210788,0.0312868
80,1.0349284,0.90347826,"('dominated', 'dominating')",1.0349284,0.9034783,-0.1314501
81,0.6282221,0.55871886,"('submissive', 'aggressive')",0.6282221,0.5587189,-0.0695032
82,1.7249411,1.6126935,"('poor', 'rich')",1.7249411,1.6126935,-0.1122476
83,-0.24939159,-0.22330603,"('powerless', 'powerful')",-0.2493916,-0.223306,0.0260856
84,-0.020142589,-0.08690439,"('inferior', 'superior')",-0.0201426,-0.0869044,-0.0667618
85,-1.5914707,-1.5689325,"('insignificant', 'prestigious')",-1.5914707,-1.5689325,0.0225382
86,-1.1265539,-1.2579311,"('uninfluential', 'influential')",-1.1265539,-1.2579311,-0.1313772
87,-0.0038724518,-0.098564446,"('unsuccessful', 'successful')",-0.0038725,-0.0985644,-0.0946919
88,-0.6453946,-0.8004399,"('low', 'eminent')",-0.6453946,-0.8004399,-0.1550453
