,fourths_male,fourths_female,tuple,average_male,average_female,female-male
40,-0.6960274,-0.6242536,"('stingy', 'generous')",-0.6960274,-0.6242536,0.0717738
41,0.8507387,0.7252017,"('unforgiving', 'forgiving')",0.8507387,0.7252017,-0.125537
42,-0.60624224,-0.7248556,"('unreliable', 'reliable')",-0.6062422,-0.7248556,-0.1186134
43,1.0978055,0.8332576,"('irresponsible', 'responsible')",1.0978055,0.8332576,-0.2645479
44,-1.0630536,-1.1273396,"('prejudiced', 'unprejudiced')",-1.0630536,-1.1273396,-0.064286
45,1.06258,0.8069329,"('incompetent', 'competent')",1.06258,0.8069329,-0.2556471
46,0.70893526,0.71366453,"('uncompetitive', 'competitive')",0.7089353,0.7136645,0.0047292
47,3.1933556,3.1515675,"('stupid', 'smart')",3.1933556,3.1515675,-0.0417881
48,0.2198201,0.26477227,"('unintelligent', 'intelligent')",0.2198201,0.2647723,0.0449522
49,-0.2810835,-0.09308007,"('unable', 'able')",-0.2810835,-0.0930801,0.1880034
50,0.19354776,0.21876094,"('clumsy', 'skillful')",0.1935478,0.2187609,0.0252131
51,0.7370309,0.7432957,"('uneducated', 'educated')",0.7370309,0.7432957,0.0062648
52,-0.77001226,-0.7866092,"('irrational', 'rational')",-0.7700123,-0.7866092,-0.0165969
53,-0.39366564,-0.31435835,"('uncreative', 'creative')",-0.3936656,-0.3143584,0.0793072
54,0.5226689,0.5920608,"('incapable', 'capable')",0.5226689,0.5920608,0.0693919
55,1.1005659,0.93891853,"('incompetent', 'clever')",1.1005659,0.9389185,-0.1616474
56,1.5725577,1.2872905,"('impractical', 'practical')",1.5725577,1.2872905,-0.2852672
57,-1.6802962,-1.8704836,"('unimaginative', 'imaginative')",-1.6802962,-1.8704836,-0.1901874
58,0.42366174,0.23764236,"('undiscriminating', 'discriminating')",0.4236617,0.2376424,-0.1860193
59,-0.37470675,-0.2568955,"('foolish', 'wise')",-0.3747067,-0.2568955,0.1178112
60,1.7835404,1.5617932,"('inefficient', 'efficient')",1.7835404,1.5617932,-0.2217472
61,0.80322677,0.6062259,"('illogical', 'logical')",0.8032268,0.6062259,-0.1970009
62,1.7102478,1.6726906,"('incompetent', 'brilliant')",1.7102478,1.6726906,-0.0375572
63,1.2741778,1.2446094,"('unperceptive', 'insightful')",1.2741778,1.2446094,-0.0295684
64,-2.4226508,-2.5912526,"('shy', 'confident')",-2.4226508,-2.5912526,-0.1686018
65,1.359013,1.1021405,"('insecure', 'secure')",1.359013,1.1021405,-0.2568725
66,-0.530898,-0.5800576,"('inactive', 'active')",-0.530898,-0.5800576,-0.0491596
67,0.53618824,0.36962977,"('doubtful', 'determined')",0.5361882,0.3696298,-0.1665584
68,-0.027284771,0.048395313,"('dependent', 'independent')",-0.0272848,0.0483953,0.0756801
69,-0.95022845,-0.92544025,"('lazy', 'industrious')",-0.9502285,-0.9254403,0.0247882
70,1.1849674,1.0427678,"('lethargic', 'energetic')",1.1849674,1.0427678,-0.1421996
71,0.30030116,0.32123736,"('diffident', 'self-confident')",0.3003012,0.3212374,0.0209362
72,0.5687183,0.48035172,"('unambitious', 'ambitious')",0.5687183,0.4803517,-0.0883666
73,-1.8152281,-1.8201103,"('helpless', 'self-reliant')",-1.8152281,-1.8201103,-0.0048822
74,0.86836904,0.7618316,"('undedicated', 'dedicated')",0.868369,0.7618316,-0.1065374
75,-1.4993671,-1.4850436,"('meek', 'impulsive')",-1.4993671,-1.4850436,0.0143235
76,1.1957018,1.1428598,"('anxious', 'daring')",1.1957018,1.1428598,-0.052842
77,0.48955572,0.60868895,"('unmotivated', 'motivated')",0.4895557,0.608689,0.1191333
78,-0.30896714,-0.06267894,"('nonresilient', 'resilient')",-0.3089671,-0.0626789,0.2462882
79,-0.8595678,-0.9022457,"('wavering', 'unwavering')",-0.8595678,-0.9022457,-0.0426779
80,0.76902694,0.74774736,"('dominated', 'dominating')",0.7690269,0.7477474,-0.0212795
81,0.6735383,0.43838757,"('submissive', 'aggressive')",0.6735383,0.4383876,-0.2351507
82,2.834587,2.9047167,"('poor', 'rich')",2.8345871,2.9047167,0.0701296
83,-0.5281814,-0.68852055,"('powerless', 'powerful')",-0.5281814,-0.6885206,-0.1603392
84,0.6825744,0.727531,"('inferior', 'superior')",0.6825744,0.727531,0.0449566
85,-1.692774,-1.5334918,"('insignificant', 'prestigious')",-1.6927741,-1.5334918,0.1592823
86,-0.11689147,-0.2314384,"('uninfluential', 'influential')",-0.1168915,-0.2314384,-0.1145469
87,0.64704907,0.6134799,"('unsuccessful', 'successful')",0.6470491,0.6134799,-0.0335692
88,-0.3032098,-0.46217915,"('low', 'eminent')",-0.3032098,-0.4621792,-0.1589694
