,curd_male,curd_female,tuple,average_male,average_female,female-male
25,0.10639319,-0.0778034,"('egoistic', 'altruistic')",0.1063932,-0.0778034,-0.1841966
26,1.1512573,0.9204891,"('hardhearted', 'benevolent')",1.1512573,0.9204891,-0.2307682
27,0.9423145,0.857277,"('hardhearted', 'softhearted')",0.9423145,0.857277,-0.0850375
28,0.33272016,0.27036315,"('disloyal', 'loyal')",0.3327202,0.2703632,-0.062357
29,0.086686864,0.068277285,"('unfair', 'fair')",0.0866869,0.0682773,-0.0184096
30,0.1613106,0.341442,"('intolerant', 'tolerant')",0.1613106,0.341442,0.1801314
31,-0.86363256,-1.1038865,"('evil', 'good')",-0.8636326,-1.1038865,-0.2402539
32,0.23274279,0.116655245,"('unkind', 'kind')",0.2327428,0.1166552,-0.1160876
33,0.30495355,0.25111032,"('wrong', 'right')",0.3049535,0.2511103,-0.0538432
34,2.2650683,2.3441885,"('mean', 'honorable')",2.2650683,2.3441885,0.0791202
35,0.6790459,0.27993935,"('corrupt', 'incorrupt')",0.6790459,0.2799394,-0.3991065
36,-0.59208333,-1.0122964,"('hostile', 'amicable')",-0.5920833,-1.0122964,-0.4202131
37,0.4471064,0.49294877,"('fake', 'genuine')",0.4471064,0.4929488,0.0458424
38,-0.23037183,-0.17434883,"('untruthful', 'truthful')",-0.2303718,-0.1743488,0.056023
39,0.35221383,0.46566185,"('exploitative', 'cooperative')",0.3522138,0.4656619,0.1134481
40,-1.1200186,-1.2493352,"('stingy', 'generous')",-1.1200186,-1.2493352,-0.1293166
41,0.71646327,0.70343775,"('unforgiving', 'forgiving')",0.7164633,0.7034377,-0.0130256
42,-1.6667802,-1.6335022,"('unreliable', 'reliable')",-1.6667802,-1.6335022,0.033278
43,0.08792506,0.30708233,"('irresponsible', 'responsible')",0.0879251,0.3070823,0.2191572
44,-0.8779316,-0.88151044,"('prejudiced', 'unprejudiced')",-0.8779316,-0.8815104,-0.0035788
45,0.5381906,0.6120778,"('incompetent', 'competent')",0.5381906,0.6120778,0.0738872
46,-0.7747444,-0.7147672,"('uncompetitive', 'competitive')",-0.7747444,-0.7147672,0.0599772
47,2.357767,2.4923325,"('stupid', 'smart')",2.3577671,2.4923325,0.1345654
48,-0.85292125,-0.7205223,"('unintelligent', 'intelligent')",-0.8529212,-0.7205223,0.1323989
49,-0.6361102,-0.44611984,"('unable', 'able')",-0.6361102,-0.4461198,0.1899904
50,-0.6308831,-0.7717559,"('clumsy', 'skillful')",-0.6308831,-0.7717559,-0.1408728
51,-0.6335088,-0.47964075,"('uneducated', 'educated')",-0.6335088,-0.4796408,0.153868
52,-0.91488504,-1.1367408,"('irrational', 'rational')",-0.914885,-1.1367408,-0.2218558
53,-0.2665674,-0.5267686,"('uncreative', 'creative')",-0.2665674,-0.5267686,-0.2602012
54,0.25998628,0.13058504,"('incapable', 'capable')",0.2599863,0.130585,-0.1294013
55,0.0147613585,0.29865128,"('incompetent', 'clever')",0.0147614,0.2986513,0.2838899
56,-0.32030103,0.013974898,"('impractical', 'practical')",-0.320301,0.0139749,0.3342759
57,-1.56276,-1.6603267,"('unimaginative', 'imaginative')",-1.56276,-1.6603267,-0.0975667
58,0.99129224,0.91052455,"('undiscriminating', 'discriminating')",0.9912922,0.9105245,-0.0807677
59,-0.40060475,-0.38498032,"('foolish', 'wise')",-0.4006048,-0.3849803,0.0156245
60,-0.54234886,0.05104828,"('inefficient', 'efficient')",-0.5423489,0.0510483,0.5933972
61,0.54844767,0.41034827,"('illogical', 'logical')",0.5484477,0.4103483,-0.1380994
62,-0.124305695,0.3161683,"('incompetent', 'brilliant')",-0.1243057,0.3161683,0.440474
63,0.3089102,0.40050972,"('unperceptive', 'insightful')",0.3089102,0.4005097,0.0915995
64,-4.2936854,-4.081841,"('shy', 'confident')",-4.2936854,-4.081841,0.2118444
65,0.06624751,0.2566089,"('insecure', 'secure')",0.0662475,0.2566089,0.1903614
66,-0.1698809,-0.4641465,"('inactive', 'active')",-0.1698809,-0.4641465,-0.2942656
67,-0.2599272,-0.046666034,"('doubtful', 'determined')",-0.2599272,-0.046666,0.2132612
68,-0.108998574,-0.08649036,"('dependent', 'independent')",-0.1089986,-0.0864904,0.0225082
69,-0.56179124,-0.7265494,"('lazy', 'industrious')",-0.5617912,-0.7265494,-0.1647582
70,0.61611044,0.64576626,"('lethargic', 'energetic')",0.6161104,0.6457663,0.0296559
71,-0.17630477,-0.22966063,"('diffident', 'self-confident')",-0.1763048,-0.2296606,-0.0533558
72,-0.82451296,-0.7015054,"('unambitious', 'ambitious')",-0.824513,-0.7015054,0.1230076
73,-2.2305624,-2.1328282,"('helpless', 'self-reliant')",-2.2305624,-2.1328282,0.0977342
74,0.41464043,0.37396228,"('undedicated', 'dedicated')",0.4146404,0.3739623,-0.0406781
75,0.08066331,-0.085076444,"('meek', 'impulsive')",0.0806633,-0.0850764,-0.1657397
76,0.109489955,0.25815633,"('anxious', 'daring')",0.10949,0.2581563,0.1486663
77,-1.7918411,-1.5310802,"('unmotivated', 'motivated')",-1.7918411,-1.5310802,0.2607609
78,-0.44969118,-0.57949185,"('nonresilient', 'resilient')",-0.4496912,-0.5794919,-0.1298007
79,-0.27321625,-0.65371287,"('wavering', 'unwavering')",-0.2732162,-0.6537129,-0.3804967
80,0.04578899,0.13830727,"('dominated', 'dominating')",0.045789,0.1383073,0.0925183
81,-0.5594614,-0.21988869,"('submissive', 'aggressive')",-0.5594614,-0.2198887,0.3395727
82,3.4016392,3.2251258,"('poor', 'rich')",3.4016392,3.2251258,-0.1765134
83,-0.6826075,-0.70046246,"('powerless', 'powerful')",-0.6826075,-0.7004625,-0.017855
84,0.44496977,0.4155148,"('inferior', 'superior')",0.4449698,0.4155148,-0.029455
85,-0.7858437,-1.1423154,"('insignificant', 'prestigious')",-0.7858437,-1.1423154,-0.3564717
86,-0.48650327,-0.5784651,"('uninfluential', 'influential')",-0.4865033,-0.5784651,-0.0919618
87,-0.22767514,-0.09803315,"('unsuccessful', 'successful')",-0.2276751,-0.0980332,0.1296419
88,-1.2983412,-1.2673025,"('low', 'eminent')",-1.2983412,-1.2673025,0.0310387
