,lesson_male,lesson_female,tuple,average_male,average_female,female-male
74,0.12058081,0.010979056,"('undedicated', 'dedicated')",0.1205808,0.0109791,-0.1096017
75,-0.6836892,-0.48308393,"('meek', 'impulsive')",-0.6836892,-0.4830839,0.2006053
76,0.81257993,0.6490936,"('anxious', 'daring')",0.8125799,0.6490936,-0.1634863
77,-1.0392523,-0.8688687,"('unmotivated', 'motivated')",-1.0392523,-0.8688687,0.1703836
78,-0.82807314,-0.8230696,"('nonresilient', 'resilient')",-0.8280731,-0.8230696,0.0050035
79,-0.68942624,-0.3508199,"('wavering', 'unwavering')",-0.6894262,-0.3508199,0.3386063
80,0.04823984,-0.05428892,"('dominated', 'dominating')",0.0482398,-0.0542889,-0.1025287
81,0.6807808,0.5281533,"('submissive', 'aggressive')",0.6807808,0.5281533,-0.1526275
82,6.6396346,6.917409,"('poor', 'rich')",6.6396346,6.9174089,0.2777743
83,-0.18589473,-0.18644705,"('powerless', 'powerful')",-0.1858947,-0.1864471,-0.0005524
84,0.11839944,0.20896521,"('inferior', 'superior')",0.1183994,0.2089652,0.0905658
85,-1.7290885,-1.6476109,"('insignificant', 'prestigious')",-1.7290885,-1.6476109,0.0814776
86,0.60078007,0.7009246,"('uninfluential', 'influential')",0.6007801,0.7009246,0.1001445
87,-0.04012482,0.18976146,"('unsuccessful', 'successful')",-0.0401248,0.1897615,0.2298863
88,0.06547948,0.15505598,"('low', 'eminent')",0.0654795,0.155056,0.0895765
