,patrimony_male,patrimony_female,tuple,average_male,average_female,female-male
68,-1.2478113,-0.9350558,"('dependent', 'independent')",-1.2478113,-0.9350558,0.3127555
69,0.48603114,0.5476891,"('lazy', 'industrious')",0.4860311,0.5476891,0.061658
70,-0.3565091,-0.44387376,"('lethargic', 'energetic')",-0.3565091,-0.4438738,-0.0873647
71,-0.47859064,-0.42627755,"('diffident', 'self-confident')",-0.4785906,-0.4262775,0.0523131
72,-0.2839386,-0.33046594,"('unambitious', 'ambitious')",-0.2839386,-0.3304659,-0.0465273
73,-0.58235246,-0.46574622,"('helpless', 'self-reliant')",-0.5823525,-0.4657462,0.1166063
74,-0.13703586,-0.24911608,"('undedicated', 'dedicated')",-0.1370359,-0.2491161,-0.1120802
75,-0.05130348,-0.054315794,"('meek', 'impulsive')",-0.0513035,-0.0543158,-0.0030123
76,0.29265687,0.27138412,"('anxious', 'daring')",0.2926569,0.2713841,-0.0212728
77,-1.3203688,-1.1233814,"('unmotivated', 'motivated')",-1.3203688,-1.1233814,0.1969874
78,-0.40063098,-0.3319632,"('nonresilient', 'resilient')",-0.400631,-0.3319632,0.0686678
79,0.22860643,-0.01411311,"('wavering', 'unwavering')",0.2286064,-0.0141131,-0.2427195
80,0.23001601,0.26681018,"('dominated', 'dominating')",0.230016,0.2668102,0.0367942
81,-0.648761,-0.75026953,"('submissive', 'aggressive')",-0.648761,-0.7502695,-0.1015085
82,1.916364,1.8455307,"('poor', 'rich')",1.916364,1.8455307,-0.0708333
83,0.13611226,0.0071471967,"('powerless', 'powerful')",0.1361123,0.0071472,-0.1289651
84,0.17313385,0.22477178,"('inferior', 'superior')",0.1731339,0.2247718,0.0516379
85,0.21189113,0.13841799,"('insignificant', 'prestigious')",0.2118911,0.138418,-0.0734731
86,-1.7657349,-2.0001726,"('uninfluential', 'influential')",-1.7657349,-2.0001726,-0.2344377
87,0.30615947,0.20648278,"('unsuccessful', 'successful')",0.3061595,0.2064828,-0.0996767
88,-0.65937185,-0.7166077,"('low', 'eminent')",-0.6593719,-0.7166077,-0.0572358
