,permafrost_male,permafrost_female,tuple,average_male,average_female,female-male
56,-1.1078392,-1.0506755,"('impractical', 'practical')",-1.1078392,-1.0506755,0.0571637
57,-2.0092428,-2.0192132,"('unimaginative', 'imaginative')",-2.0092428,-2.0192132,-0.0099704
58,-0.67550844,-0.714293,"('undiscriminating', 'discriminating')",-0.6755084,-0.714293,-0.0387846
59,0.4744396,0.42432296,"('foolish', 'wise')",0.4744396,0.424323,-0.0501166
60,-1.1711673,-1.0602845,"('inefficient', 'efficient')",-1.1711673,-1.0602845,0.1108828
61,-0.89690316,-1.0101758,"('illogical', 'logical')",-0.8969032,-1.0101758,-0.1132726
62,-1.304106,-1.1727908,"('incompetent', 'brilliant')",-1.304106,-1.1727908,0.1313152
63,-1.7389913,-1.6803839,"('unperceptive', 'insightful')",-1.7389913,-1.6803839,0.0586074
64,-1.1131263,-1.0442232,"('shy', 'confident')",-1.1131263,-1.0442232,0.0689031
65,-0.49770904,-0.4851101,"('insecure', 'secure')",-0.497709,-0.4851101,0.0125989
66,0.2582701,0.17614713,"('inactive', 'active')",0.2582701,0.1761471,-0.082123
67,-0.06364181,-0.042064093,"('doubtful', 'determined')",-0.0636418,-0.0420641,0.0215777
68,-0.50444424,-0.49861452,"('dependent', 'independent')",-0.5044442,-0.4986145,0.0058297
69,1.3313692,1.2852725,"('lazy', 'industrious')",1.3313692,1.2852725,-0.0460967
70,-1.697706,-1.625708,"('lethargic', 'energetic')",-1.697706,-1.625708,0.071998
71,-0.43510395,-0.47341913,"('diffident', 'self-confident')",-0.435104,-0.4734191,-0.0383151
72,-0.3136239,-0.3378037,"('unambitious', 'ambitious')",-0.3136239,-0.3378037,-0.0241798
73,0.709892,0.6600898,"('helpless', 'self-reliant')",0.709892,0.6600898,-0.0498022
74,-0.67038053,-0.6676892,"('undedicated', 'dedicated')",-0.6703805,-0.6676892,0.0026913
75,0.515153,0.5706985,"('meek', 'impulsive')",0.515153,0.5706985,0.0555455
76,-0.18404998,-0.098692976,"('anxious', 'daring')",-0.18405,-0.098693,0.085357
77,-1.9871368,-1.9423945,"('unmotivated', 'motivated')",-1.9871368,-1.9423945,0.0447423
78,-0.7896871,-0.7618137,"('nonresilient', 'resilient')",-0.7896871,-0.7618137,0.0278734
79,-0.096477136,-0.1668738,"('wavering', 'unwavering')",-0.0964771,-0.1668738,-0.0703967
80,-0.18257329,-0.1969698,"('dominated', 'dominating')",-0.1825733,-0.1969698,-0.0143965
81,-1.2010826,-1.1735767,"('submissive', 'aggressive')",-1.2010826,-1.1735767,0.0275059
82,0.2136737,0.19144268,"('poor', 'rich')",0.2136737,0.1914427,-0.022231
83,-0.37548184,-0.37019774,"('powerless', 'powerful')",-0.3754818,-0.3701977,0.0052841
84,0.09600757,0.0049227625,"('inferior', 'superior')",0.0960076,0.0049228,-0.0910848
85,1.0582069,0.89485687,"('insignificant', 'prestigious')",1.0582069,0.8948569,-0.16335
86,-2.205386,-2.3317842,"('uninfluential', 'influential')",-2.2053859,-2.3317842,-0.1263983
87,0.27443087,0.22110397,"('unsuccessful', 'successful')",0.2744309,0.221104,-0.0533269
88,-0.08324787,-0.20030494,"('low', 'eminent')",-0.0832479,-0.2003049,-0.117057
