,prevention_male,prevention_female,tuple,average_male,average_female,female-male
79,-0.74933916,-0.59552735,"('wavering', 'unwavering')",-0.7493392,-0.5955274,0.1538118
80,0.105221726,-0.027708795,"('dominated', 'dominating')",0.1052217,-0.0277088,-0.1329305
81,0.7177994,0.7174095,"('submissive', 'aggressive')",0.7177994,0.7174095,-0.0003899
82,6.8173957,6.9738216,"('poor', 'rich')",6.8173957,6.9738216,0.1564259
83,-0.3624654,-0.38791934,"('powerless', 'powerful')",-0.3624654,-0.3879193,-0.0254539
84,0.10950911,0.22722316,"('inferior', 'superior')",0.1095091,0.2272232,0.1177141
85,-1.5566669,-1.5800853,"('insignificant', 'prestigious')",-1.5566669,-1.5800853,-0.0234184
86,0.5972044,0.63808024,"('uninfluential', 'influential')",0.5972044,0.6380802,0.0408758
87,-0.16428629,-0.09607253,"('unsuccessful', 'successful')",-0.1642863,-0.0960725,0.0682138
88,0.3120341,0.28906676,"('low', 'eminent')",0.3120341,0.2890668,-0.0229673
