,repository_male,repository_female,tuple,average_male,average_female,female-male
29,-0.36065656,-0.4871431,"('unfair', 'fair')",-0.3606566,-0.4871431,-0.1264865
30,1.4120052,1.4400854,"('intolerant', 'tolerant')",1.4120052,1.4400854,0.0280802
31,-0.9238268,-0.96729255,"('evil', 'good')",-0.9238268,-0.9672925,-0.0434657
32,1.2414081,1.1601298,"('unkind', 'kind')",1.2414081,1.1601298,-0.0812783
33,-0.5035745,-0.5805066,"('wrong', 'right')",-0.5035745,-0.5805066,-0.0769321
34,4.6978664,4.824488,"('mean', 'honorable')",4.6978664,4.8244882,0.1266218
35,-0.760145,-1.207046,"('corrupt', 'incorrupt')",-0.760145,-1.207046,-0.446901
36,-0.65752685,-0.9575246,"('hostile', 'amicable')",-0.6575269,-0.9575246,-0.2999977
37,0.90385264,0.99530226,"('fake', 'genuine')",0.9038526,0.9953023,0.0914497
38,-0.32055342,-0.23502629,"('untruthful', 'truthful')",-0.3205534,-0.2350263,0.0855271
39,0.2995401,0.35379073,"('exploitative', 'cooperative')",0.2995401,0.3537907,0.0542506
40,-1.4617007,-1.4174534,"('stingy', 'generous')",-1.4617007,-1.4174534,0.0442473
41,0.9403103,0.74175227,"('unforgiving', 'forgiving')",0.9403103,0.7417523,-0.198558
42,-2.388396,-2.2053027,"('unreliable', 'reliable')",-2.388396,-2.2053027,0.1830933
43,1.2422371,1.3417765,"('irresponsible', 'responsible')",1.2422371,1.3417765,0.0995394
44,-1.6048656,-1.5072805,"('prejudiced', 'unprejudiced')",-1.6048656,-1.5072805,0.0975851
45,0.95815784,0.71121585,"('incompetent', 'competent')",0.9581578,0.7112159,-0.2469419
46,-0.64028025,-0.65647733,"('uncompetitive', 'competitive')",-0.6402802,-0.6564773,-0.0161971
47,5.116311,5.107004,"('stupid', 'smart')",5.1163111,5.1070042,-0.0093069
48,0.38599157,0.4922524,"('unintelligent', 'intelligent')",0.3859916,0.4922524,0.1062608
49,-0.2593117,-0.026676862,"('unable', 'able')",-0.2593117,-0.0266769,0.2326348
50,-0.48302788,-0.4238094,"('clumsy', 'skillful')",-0.4830279,-0.4238094,0.0592185
51,0.16009225,0.31980222,"('uneducated', 'educated')",0.1600922,0.3198022,0.15971
52,0.075234875,-0.13249388,"('irrational', 'rational')",0.0752349,-0.1324939,-0.2077288
53,0.14651725,-0.015480936,"('uncreative', 'creative')",0.1465172,-0.0154809,-0.1619981
54,0.91038275,0.9638547,"('incapable', 'capable')",0.9103827,0.9638547,0.053472
55,0.83036053,1.0130941,"('incompetent', 'clever')",0.8303605,1.0130941,0.1827336
56,0.36846972,0.46105438,"('impractical', 'practical')",0.3684697,0.4610544,0.0925847
57,-1.9603066,-2.0463653,"('unimaginative', 'imaginative')",-1.9603066,-2.0463653,-0.0860587
58,0.9384986,0.8485633,"('undiscriminating', 'discriminating')",0.9384986,0.8485633,-0.0899353
59,-0.26616767,-0.22078411,"('foolish', 'wise')",-0.2661677,-0.2207841,0.0453836
60,0.058709953,0.5005903,"('inefficient', 'efficient')",0.05871,0.5005903,0.4418803
61,0.80681443,0.50856847,"('illogical', 'logical')",0.8068144,0.5085685,-0.2982459
62,0.4819949,0.75919545,"('incompetent', 'brilliant')",0.4819949,0.7591954,0.2772005
63,0.43262166,0.5287504,"('unperceptive', 'insightful')",0.4326217,0.5287504,0.0961287
64,-6.9631996,-6.5836525,"('shy', 'confident')",-6.9631996,-6.5836525,0.3795471
65,0.3286081,0.5300284,"('insecure', 'secure')",0.3286081,0.5300284,0.2014203
66,-0.35618323,-0.5746144,"('inactive', 'active')",-0.3561832,-0.5746144,-0.2184312
67,-0.5372842,-0.4943796,"('doubtful', 'determined')",-0.5372842,-0.4943796,0.0429046
68,-1.1505406,-0.94880843,"('dependent', 'independent')",-1.1505406,-0.9488084,0.2017322
69,-2.2141726,-2.2875044,"('lazy', 'industrious')",-2.2141726,-2.2875044,-0.0733318
70,1.2131116,1.3020124,"('lethargic', 'energetic')",1.2131116,1.3020124,0.0889008
71,0.3752092,0.30914924,"('diffident', 'self-confident')",0.3752092,0.3091492,-0.06606
72,0.9020851,1.1291226,"('unambitious', 'ambitious')",0.9020851,1.1291226,0.2270375
73,-3.309173,-2.9120169,"('helpless', 'self-reliant')",-3.3091731,-2.9120169,0.3971562
74,0.5386404,0.40516004,"('undedicated', 'dedicated')",0.5386404,0.40516,-0.1334804
75,-1.1862949,-1.1029907,"('meek', 'impulsive')",-1.1862949,-1.1029907,0.0833042
76,0.10128899,0.39971453,"('anxious', 'daring')",0.101289,0.3997145,0.2984255
77,-1.3548955,-1.2680212,"('unmotivated', 'motivated')",-1.3548955,-1.2680212,0.0868743
78,-0.73940074,-0.905724,"('nonresilient', 'resilient')",-0.7394007,-0.905724,-0.1663233
79,0.18082136,-0.027976466,"('wavering', 'unwavering')",0.1808214,-0.0279765,-0.2087979
80,-0.006806366,-0.11610911,"('dominated', 'dominating')",-0.0068064,-0.1161091,-0.1093027
81,-0.4341051,-0.21128586,"('submissive', 'aggressive')",-0.4341051,-0.2112859,0.2228192
82,6.508081,6.4957795,"('poor', 'rich')",6.508081,6.4957795,-0.0123015
83,-0.34051085,-0.31446567,"('powerless', 'powerful')",-0.3405108,-0.3144657,0.0260451
84,0.74408925,0.60278755,"('inferior', 'superior')",0.7440892,0.6027876,-0.1413016
85,-0.6040801,-0.8236118,"('insignificant', 'prestigious')",-0.6040801,-0.8236118,-0.2195317
86,0.6871891,0.6397524,"('uninfluential', 'influential')",0.6871891,0.6397524,-0.0474367
87,-0.010818715,0.050901182,"('unsuccessful', 'successful')",-0.0108187,0.0509012,0.0617199
88,0.22411075,0.20233433,"('low', 'eminent')",0.2241108,0.2023343,-0.0217765
