,cell_male,cell_female,tuple,average_male,average_female,female-male
55,0.78933704,0.7650382,"('incompetent', 'clever')",0.789337,0.7650382,-0.0242988
56,0.5896418,0.65238935,"('impractical', 'practical')",0.5896418,0.6523893,0.0627475
57,-3.0960476,-3.0271988,"('unimaginative', 'imaginative')",-3.0960476,-3.0271988,0.0688488
58,-0.11048271,-0.19369347,"('undiscriminating', 'discriminating')",-0.1104827,-0.1936935,-0.0832108
59,-0.03226935,0.03871961,"('foolish', 'wise')",-0.0322694,0.0387196,0.070989
60,1.0531738,1.125657,"('inefficient', 'efficient')",1.0531738,1.125657,0.0724832
61,0.48265082,0.35760748,"('illogical', 'logical')",0.4826508,0.3576075,-0.1250433
62,0.9315106,1.04883,"('incompetent', 'brilliant')",0.9315106,1.04883,0.1173194
63,0.18125361,0.24858347,"('unperceptive', 'insightful')",0.1812536,0.2485835,0.0673299
64,-6.6425514,-6.5962367,"('shy', 'confident')",-6.6425514,-6.5962367,0.0463147
65,0.14871475,0.12737434,"('insecure', 'secure')",0.1487148,0.1273743,-0.0213405
66,-0.030763987,-0.08194817,"('inactive', 'active')",-0.030764,-0.0819482,-0.0511842
67,0.16469377,0.11039257,"('doubtful', 'determined')",0.1646938,0.1103926,-0.0543012
68,-0.7860456,-0.6670066,"('dependent', 'independent')",-0.7860456,-0.6670066,0.119039
69,-2.0227137,-1.9515221,"('lazy', 'industrious')",-2.0227137,-1.9515221,0.0711916
70,0.8342548,0.9196111,"('lethargic', 'energetic')",0.8342548,0.9196111,0.0853563
71,0.16840927,0.072690785,"('diffident', 'self-confident')",0.1684093,0.0726908,-0.0957185
72,0.7378431,0.76221913,"('unambitious', 'ambitious')",0.7378431,0.7622191,0.024376
73,-3.5241823,-3.5238829,"('helpless', 'self-reliant')",-3.5241823,-3.5238829,0.0002994
74,-0.17036167,-0.25709605,"('undedicated', 'dedicated')",-0.1703617,-0.2570961,-0.0867344
75,-1.2009293,-1.0125297,"('meek', 'impulsive')",-1.2009293,-1.0125297,0.1883996
76,0.33045113,0.28567672,"('anxious', 'daring')",0.3304511,0.2856767,-0.0447744
77,-1.2586962,-1.0747317,"('unmotivated', 'motivated')",-1.2586962,-1.0747317,0.1839645
78,-0.65524673,-0.7134468,"('nonresilient', 'resilient')",-0.6552467,-0.7134468,-0.0582001
79,-0.3257696,-0.18526852,"('wavering', 'unwavering')",-0.3257696,-0.1852685,0.1405011
80,-0.4688668,-0.5081023,"('dominated', 'dominating')",-0.4688668,-0.5081023,-0.0392355
81,0.14502016,0.22804269,"('submissive', 'aggressive')",0.1450202,0.2280427,0.0830225
82,6.917721,7.113322,"('poor', 'rich')",6.9177208,7.1133218,0.195601
83,-0.2391061,-0.2848974,"('powerless', 'powerful')",-0.2391061,-0.2848974,-0.0457913
84,0.3305824,0.25629127,"('inferior', 'superior')",0.3305824,0.2562913,-0.0742911
85,-0.9300112,-1.0136195,"('insignificant', 'prestigious')",-0.9300112,-1.0136195,-0.0836083
86,0.4512624,0.4764625,"('uninfluential', 'influential')",0.4512624,0.4764625,0.0252001
87,-0.238548,-0.17131972,"('unsuccessful', 'successful')",-0.238548,-0.1713197,0.0672283
88,0.06766933,0.025631454,"('low', 'eminent')",0.0676693,0.0256315,-0.0420378
