,sentencing_male,sentencing_female,tuple,average_male,average_female,female-male
26,0.51305276,0.44083735,"('hardhearted', 'benevolent')",0.5130528,0.4408374,-0.0722154
27,1.8049842,1.6771684,"('hardhearted', 'softhearted')",1.8049842,1.6771684,-0.1278158
28,1.240773,1.1960211,"('disloyal', 'loyal')",1.240773,1.1960211,-0.0447519
29,-0.27741668,-0.41355348,"('unfair', 'fair')",-0.2774167,-0.4135535,-0.1361368
30,1.399297,1.3808286,"('intolerant', 'tolerant')",1.399297,1.3808286,-0.0184684
31,-1.2028079,-1.2735883,"('evil', 'good')",-1.2028079,-1.2735883,-0.0707804
32,1.3915999,1.3545328,"('unkind', 'kind')",1.3915999,1.3545328,-0.0370671
33,-0.5744933,-0.51078147,"('wrong', 'right')",-0.5744933,-0.5107815,0.0637118
34,4.6930084,4.9014387,"('mean', 'honorable')",4.6930084,4.9014387,0.2084303
35,-0.8064361,-0.97607034,"('corrupt', 'incorrupt')",-0.8064361,-0.9760703,-0.1696342
36,-0.50536287,-0.6482367,"('hostile', 'amicable')",-0.5053629,-0.6482367,-0.1428738
37,0.94589466,0.9142734,"('fake', 'genuine')",0.9458947,0.9142734,-0.0316213
38,-0.023642138,0.054839276,"('untruthful', 'truthful')",-0.0236421,0.0548393,0.0784814
39,-0.08663832,-0.11162192,"('exploitative', 'cooperative')",-0.0866383,-0.1116219,-0.0249836
40,-1.4269525,-1.5583375,"('stingy', 'generous')",-1.4269525,-1.5583375,-0.131385
41,0.2239733,0.15570356,"('unforgiving', 'forgiving')",0.2239733,0.1557036,-0.0682697
42,-2.2535238,-2.3033857,"('unreliable', 'reliable')",-2.2535238,-2.3033857,-0.0498619
43,1.3043221,1.3836888,"('irresponsible', 'responsible')",1.3043221,1.3836888,0.0793667
44,-1.4651011,-1.5653558,"('prejudiced', 'unprejudiced')",-1.4651011,-1.5653558,-0.1002547
45,0.26974127,0.2201085,"('incompetent', 'competent')",0.2697413,0.2201085,-0.0496328
46,-0.8486291,-0.8626837,"('uncompetitive', 'competitive')",-0.8486291,-0.8626837,-0.0140546
47,5.7235484,5.9876466,"('stupid', 'smart')",5.7235484,5.9876466,0.2640982
48,0.7313228,0.7479868,"('unintelligent', 'intelligent')",0.7313228,0.7479868,0.016664
49,-0.33598703,-0.2277146,"('unable', 'able')",-0.335987,-0.2277146,0.1082724
50,-0.28735894,-0.29885077,"('clumsy', 'skillful')",-0.2873589,-0.2988508,-0.0114919
51,0.27551684,0.29616842,"('uneducated', 'educated')",0.2755168,0.2961684,0.0206516
52,-0.3847824,-0.45925796,"('irrational', 'rational')",-0.3847824,-0.459258,-0.0744756
53,0.16914266,0.21420905,"('uncreative', 'creative')",0.1691427,0.214209,0.0450663
54,1.0153347,1.1391815,"('incapable', 'capable')",1.0153347,1.1391815,0.1238468
55,0.83216304,0.85491985,"('incompetent', 'clever')",0.832163,0.8549199,0.0227569
56,0.6432371,0.7475143,"('impractical', 'practical')",0.6432371,0.7475143,0.1042772
57,-2.9557319,-2.9516644,"('unimaginative', 'imaginative')",-2.9557319,-2.9516644,0.0040675
58,0.1340614,0.11684339,"('undiscriminating', 'discriminating')",0.1340614,0.1168434,-0.017218
59,0.034343574,0.12826897,"('foolish', 'wise')",0.0343436,0.128269,0.0939254
60,0.54272074,0.6715345,"('inefficient', 'efficient')",0.5427207,0.6715345,0.1288138
61,0.47598237,0.33407387,"('illogical', 'logical')",0.4759824,0.3340739,-0.1419085
62,0.7971592,0.9172737,"('incompetent', 'brilliant')",0.7971592,0.9172737,0.1201145
63,0.44968683,0.55229926,"('unperceptive', 'insightful')",0.4496868,0.5522993,0.1026125
64,-6.488834,-6.53085,"('shy', 'confident')",-6.4888339,-6.5308499,-0.042016
65,0.7109205,0.64105964,"('insecure', 'secure')",0.7109205,0.6410596,-0.0698609
66,9.661913e-05,-0.07734902,"('inactive', 'active')",9.66e-05,-0.077349,-0.0774456
67,-0.59165484,-0.4461428,"('doubtful', 'determined')",-0.5916548,-0.4461428,0.145512
68,-0.54305106,-0.5284942,"('dependent', 'independent')",-0.5430511,-0.5284942,0.0145569
69,-1.7193661,-1.7173105,"('lazy', 'industrious')",-1.7193661,-1.7173105,0.0020556
70,1.2516863,1.1920469,"('lethargic', 'energetic')",1.2516863,1.1920469,-0.0596394
71,0.32386896,0.43251985,"('diffident', 'self-confident')",0.323869,0.4325199,0.1086509
72,0.7180375,0.7908059,"('unambitious', 'ambitious')",0.7180375,0.7908059,0.0727684
73,-3.3897095,-3.36592,"('helpless', 'self-reliant')",-3.3897095,-3.3659201,0.0237894
74,-0.11155581,-0.1106027,"('undedicated', 'dedicated')",-0.1115558,-0.1106027,0.0009531
75,-0.94323486,-0.8839762,"('meek', 'impulsive')",-0.9432349,-0.8839762,0.0592587
76,0.91725075,0.90885985,"('anxious', 'daring')",0.9172508,0.9088598,-0.008391
77,-1.311553,-1.205405,"('unmotivated', 'motivated')",-1.311553,-1.205405,0.106148
78,-0.71218985,-0.7214128,"('nonresilient', 'resilient')",-0.7121899,-0.7214128,-0.0092229
79,-0.12848422,-0.16444011,"('wavering', 'unwavering')",-0.1284842,-0.1644401,-0.0359559
80,-0.32869804,-0.37690327,"('dominated', 'dominating')",-0.328698,-0.3769033,-0.0482053
81,-0.0036103502,0.04196639,"('submissive', 'aggressive')",-0.0036104,0.0419664,0.0455768
82,6.131548,6.338095,"('poor', 'rich')",6.1315479,6.3380952,0.2065473
83,-0.38924557,-0.39155167,"('powerless', 'powerful')",-0.3892456,-0.3915517,-0.0023061
84,0.132619,0.1344696,"('inferior', 'superior')",0.132619,0.1344696,0.0018506
85,-1.0467526,-1.0759796,"('insignificant', 'prestigious')",-1.0467526,-1.0759796,-0.029227
86,0.3190417,0.33111003,"('uninfluential', 'influential')",0.3190417,0.33111,0.0120683
87,-0.45359793,-0.2728711,"('unsuccessful', 'successful')",-0.4535979,-0.2728711,0.1807268
88,-0.11299573,-0.039308768,"('low', 'eminent')",-0.1129957,-0.0393088,0.0736869
