,element_male,element_female,tuple,average_male,average_female,female-male
28,1.3516899,1.2519844,"('disloyal', 'loyal')",1.3516899,1.2519844,-0.0997055
29,-0.56772465,-0.7530831,"('unfair', 'fair')",-0.5677246,-0.7530831,-0.1853585
30,0.85171485,0.9432206,"('intolerant', 'tolerant')",0.8517148,0.9432206,0.0915058
31,-1.6492076,-1.7433028,"('evil', 'good')",-1.6492076,-1.7433028,-0.0940952
32,1.6660653,1.516667,"('unkind', 'kind')",1.6660653,1.516667,-0.1493983
33,-0.48153332,-0.51458883,"('wrong', 'right')",-0.4815333,-0.5145888,-0.0330555
34,4.8547497,4.9665937,"('mean', 'honorable')",4.8547497,4.9665937,0.111844
35,-1.0097332,-1.2692685,"('corrupt', 'incorrupt')",-1.0097332,-1.2692685,-0.2595353
36,-1.0230737,-1.1579088,"('hostile', 'amicable')",-1.0230737,-1.1579088,-0.1348351
37,1.2295004,1.1790075,"('fake', 'genuine')",1.2295004,1.1790075,-0.0504929
38,-0.16623043,-0.14492601,"('untruthful', 'truthful')",-0.1662304,-0.144926,0.0213044
39,-0.1534244,-0.20580214,"('exploitative', 'cooperative')",-0.1534244,-0.2058021,-0.0523777
40,-1.6327708,-1.8125381,"('stingy', 'generous')",-1.6327708,-1.8125381,-0.1797673
41,-0.14080757,-0.1387823,"('unforgiving', 'forgiving')",-0.1408076,-0.1387823,0.0020253
42,-2.1792507,-1.9732699,"('unreliable', 'reliable')",-2.1792507,-1.9732699,0.2059808
43,1.3187995,1.3957148,"('irresponsible', 'responsible')",1.3187995,1.3957148,0.0769153
44,-1.1384443,-1.1055814,"('prejudiced', 'unprejudiced')",-1.1384443,-1.1055814,0.0328629
45,0.25642875,0.31395984,"('incompetent', 'competent')",0.2564287,0.3139598,0.0575311
46,-0.6262218,-0.3640392,"('uncompetitive', 'competitive')",-0.6262218,-0.3640392,0.2621826
47,5.4238806,5.4893336,"('stupid', 'smart')",5.4238806,5.4893336,0.065453
48,0.63730407,0.56681186,"('unintelligent', 'intelligent')",0.6373041,0.5668119,-0.0704922
49,0.44390923,0.71470964,"('unable', 'able')",0.4439092,0.7147096,0.2708004
50,-0.22805554,-0.25865382,"('clumsy', 'skillful')",-0.2280555,-0.2586538,-0.0305983
51,0.63334185,0.60026616,"('uneducated', 'educated')",0.6333418,0.6002662,-0.0330756
52,-0.37966716,-0.5475776,"('irrational', 'rational')",-0.3796672,-0.5475776,-0.1679104
53,0.08791694,-0.018858887,"('uncreative', 'creative')",0.0879169,-0.0188589,-0.1067758
54,1.1701931,1.3027487,"('incapable', 'capable')",1.1701931,1.3027487,0.1325556
55,0.72968876,0.78846246,"('incompetent', 'clever')",0.7296888,0.7884625,0.0587737
56,0.63692814,0.6668703,"('impractical', 'practical')",0.6369281,0.6668703,0.0299422
57,-2.613621,-2.465323,"('unimaginative', 'imaginative')",-2.613621,-2.465323,0.148298
58,0.34653723,0.15922835,"('undiscriminating', 'discriminating')",0.3465372,0.1592284,-0.1873088
59,-0.2976686,-0.25827134,"('foolish', 'wise')",-0.2976686,-0.2582713,0.0393973
60,0.97999656,1.1422575,"('inefficient', 'efficient')",0.9799966,1.1422575,0.1622609
61,0.085349485,-0.04140073,"('illogical', 'logical')",0.0853495,-0.0414007,-0.1267502
62,1.0313941,1.2506666,"('incompetent', 'brilliant')",1.0313941,1.2506666,0.2192725
63,0.27905115,0.38469023,"('unperceptive', 'insightful')",0.2790512,0.3846902,0.105639
64,-6.438223,-6.114836,"('shy', 'confident')",-6.4382229,-6.1148362,0.3233867
65,0.25577208,0.38211924,"('insecure', 'secure')",0.2557721,0.3821192,0.1263471
66,0.053957954,-0.006211199,"('inactive', 'active')",0.053958,-0.0062112,-0.0601692
67,-0.2840526,-0.30330053,"('doubtful', 'determined')",-0.2840526,-0.3033005,-0.0192479
68,-0.36073333,-0.27955282,"('dependent', 'independent')",-0.3607333,-0.2795528,0.0811805
69,-2.0220604,-1.9785538,"('lazy', 'industrious')",-2.0220604,-1.9785538,0.0435066
70,1.2753221,1.4637616,"('lethargic', 'energetic')",1.2753221,1.4637616,0.1884395
71,0.36251467,0.31919467,"('diffident', 'self-confident')",0.3625147,0.3191947,-0.04332
72,1.0944167,1.1132405,"('unambitious', 'ambitious')",1.0944167,1.1132405,0.0188238
73,-3.1112344,-3.0472772,"('helpless', 'self-reliant')",-3.1112344,-3.0472772,0.0639572
74,0.26917687,0.07379,"('undedicated', 'dedicated')",0.2691769,0.07379,-0.1953869
75,-0.8299994,-0.6479815,"('meek', 'impulsive')",-0.8299994,-0.6479815,0.1820179
76,0.7582967,0.7672098,"('anxious', 'daring')",0.7582967,0.7672098,0.0089131
77,-1.4735802,-1.2050166,"('unmotivated', 'motivated')",-1.4735802,-1.2050166,0.2685636
78,-0.76919657,-0.7246844,"('nonresilient', 'resilient')",-0.7691966,-0.7246844,0.0445122
79,-0.588717,-0.48968175,"('wavering', 'unwavering')",-0.588717,-0.4896818,0.0990352
80,-0.08099176,-0.12764317,"('dominated', 'dominating')",-0.0809918,-0.1276432,-0.0466514
81,0.23715991,0.37752736,"('submissive', 'aggressive')",0.2371599,0.3775274,0.1403675
82,6.8850865,7.017409,"('poor', 'rich')",6.8850865,7.0174088,0.1323223
83,-0.02368946,-0.048491098,"('powerless', 'powerful')",-0.0236895,-0.0484911,-0.0248016
84,0.26677722,0.2908407,"('inferior', 'superior')",0.2667772,0.2908407,0.0240635
85,-1.4513453,-1.6094282,"('insignificant', 'prestigious')",-1.4513453,-1.6094282,-0.1580829
86,0.5060118,0.6084648,"('uninfluential', 'influential')",0.5060118,0.6084648,0.102453
87,-0.18960395,-0.12352005,"('unsuccessful', 'successful')",-0.189604,-0.12352,0.066084
88,0.22110409,0.29635742,"('low', 'eminent')",0.2211041,0.2963574,0.0752533
