,cloister_male,cloister_female,tuple,average_male,average_female,female-male
51,-0.3218756,-0.36573374,"('uneducated', 'educated')",-0.3218756,-0.3657337,-0.0438581
52,-1.0905914,-1.1088185,"('irrational', 'rational')",-1.0905914,-1.1088185,-0.0182271
53,-1.3902951,-1.4193811,"('uncreative', 'creative')",-1.3902951,-1.4193811,-0.029086
54,-0.4952417,-0.5366516,"('incapable', 'capable')",-0.4952417,-0.5366516,-0.0414099
55,-0.104428194,-0.09904819,"('incompetent', 'clever')",-0.1044282,-0.0990482,0.00538
56,0.64545786,0.57362795,"('impractical', 'practical')",0.6454579,0.5736279,-0.07183
57,-1.7889661,-1.7829263,"('unimaginative', 'imaginative')",-1.7889661,-1.7829263,0.0060398
58,0.48137653,0.4351659,"('undiscriminating', 'discriminating')",0.4813765,0.4351659,-0.0462106
59,0.36979908,0.37420547,"('foolish', 'wise')",0.3697991,0.3742055,0.0044064
60,0.14810723,0.18159653,"('inefficient', 'efficient')",0.1481072,0.1815965,0.0334893
61,-1.0294762,-1.1705828,"('illogical', 'logical')",-1.0294762,-1.1705828,-0.1411066
62,-0.25004184,-0.17235133,"('incompetent', 'brilliant')",-0.2500418,-0.1723513,0.0776905
63,0.044194512,0.026963934,"('unperceptive', 'insightful')",0.0441945,0.0269639,-0.0172306
64,-2.360157,-2.4465306,"('shy', 'confident')",-2.360157,-2.4465306,-0.0863736
65,0.19941136,0.110708185,"('insecure', 'secure')",0.1994114,0.1107082,-0.0887032
66,-0.62158555,-0.70265347,"('inactive', 'active')",-0.6215855,-0.7026535,-0.081068
67,0.58465433,0.6071542,"('doubtful', 'determined')",0.5846543,0.6071542,0.0224999
68,-0.5121879,-0.4776932,"('dependent', 'independent')",-0.5121879,-0.4776932,0.0344947
69,-0.647149,-0.5448872,"('lazy', 'industrious')",-0.647149,-0.5448872,0.1022618
70,0.10417435,0.01241057,"('lethargic', 'energetic')",0.1041744,0.0124106,-0.0917638
71,-0.063911535,-0.07320329,"('diffident', 'self-confident')",-0.0639115,-0.0732033,-0.0092918
72,-0.22022653,-0.2542596,"('unambitious', 'ambitious')",-0.2202265,-0.2542596,-0.0340331
73,-0.5728933,-0.5778521,"('helpless', 'self-reliant')",-0.5728933,-0.5778521,-0.0049588
74,-0.36847007,-0.3405223,"('undedicated', 'dedicated')",-0.3684701,-0.3405223,0.0279478
75,-0.6007791,-0.49773917,"('meek', 'impulsive')",-0.6007791,-0.4977392,0.1030399
76,0.13453569,0.050237585,"('anxious', 'daring')",0.1345357,0.0502376,-0.0842981
77,-1.0513159,-0.9958798,"('unmotivated', 'motivated')",-1.0513159,-0.9958798,0.0554361
78,-0.6610921,-0.5698509,"('nonresilient', 'resilient')",-0.6610921,-0.5698509,0.0912412
79,-0.28226677,-0.3280117,"('wavering', 'unwavering')",-0.2822668,-0.3280117,-0.0457449
80,0.10666332,0.03324855,"('dominated', 'dominating')",0.1066633,0.0332486,-0.0734147
81,-0.77087885,-0.87271255,"('submissive', 'aggressive')",-0.7708789,-0.8727126,-0.1018337
82,1.7793182,1.8444941,"('poor', 'rich')",1.7793182,1.8444941,0.0651759
83,0.19681945,0.01970743,"('powerless', 'powerful')",0.1968195,0.0197074,-0.1771121
84,-0.56218404,-0.5411603,"('inferior', 'superior')",-0.562184,-0.5411603,0.0210237
85,-0.35526517,-0.45366752,"('insignificant', 'prestigious')",-0.3552652,-0.4536675,-0.0984023
86,-0.5080946,-0.60999346,"('uninfluential', 'influential')",-0.5080946,-0.6099935,-0.1018989
87,-0.5409089,-0.58683425,"('unsuccessful', 'successful')",-0.5409089,-0.5868343,-0.0459254
88,-1.490459,-1.5594274,"('low', 'eminent')",-1.490459,-1.5594274,-0.0689684
