,nucleotidase_male,nucleotidase_female,tuple,average_male,average_female,female-male
56,-0.56674045,-0.6490054,"('impractical', 'practical')",-0.5667405,-0.6490054,-0.0822649
57,-2.03827,-2.1787536,"('unimaginative', 'imaginative')",-2.03827,-2.1787536,-0.1404836
58,-0.3449222,-0.42364183,"('undiscriminating', 'discriminating')",-0.3449222,-0.4236418,-0.0787196
59,0.5846506,0.4354381,"('foolish', 'wise')",0.5846506,0.4354381,-0.1492125
60,-1.2578299,-1.1477547,"('inefficient', 'efficient')",-1.2578299,-1.1477547,0.1100752
61,-0.29717693,-0.46151602,"('illogical', 'logical')",-0.2971769,-0.461516,-0.1643391
62,-0.9592796,-0.87129784,"('incompetent', 'brilliant')",-0.9592796,-0.8712978,0.0879818
63,-0.5890348,-0.65448445,"('unperceptive', 'insightful')",-0.5890348,-0.6544845,-0.0654497
64,-0.87780905,-0.93391484,"('shy', 'confident')",-0.877809,-0.9339148,-0.0561058
65,-1.7971928,-1.7417681,"('insecure', 'secure')",-1.7971928,-1.7417681,0.0554247
66,-0.362838,-0.44807202,"('inactive', 'active')",-0.362838,-0.448072,-0.085234
67,0.040509842,0.015187092,"('doubtful', 'determined')",0.0405098,0.0151871,-0.0253227
68,-0.07997346,-0.003489945,"('dependent', 'independent')",-0.0799735,-0.0034899,0.0764836
69,2.4893522,2.4264188,"('lazy', 'industrious')",2.4893522,2.4264188,-0.0629334
70,-1.3189715,-1.34015,"('lethargic', 'energetic')",-1.3189715,-1.34015,-0.0211785
71,0.9201932,0.8516093,"('diffident', 'self-confident')",0.9201932,0.8516093,-0.0685839
72,-1.0064193,-0.9359356,"('unambitious', 'ambitious')",-1.0064193,-0.9359356,0.0704837
73,0.38033974,0.39739752,"('helpless', 'self-reliant')",0.3803397,0.3973975,0.0170578
74,-0.29430288,-0.3688684,"('undedicated', 'dedicated')",-0.2943029,-0.3688684,-0.0745655
75,0.5760275,0.65420926,"('meek', 'impulsive')",0.5760275,0.6542093,0.0781818
76,-1.5584561,-1.4050531,"('anxious', 'daring')",-1.5584561,-1.4050531,0.153403
77,-0.75754285,-0.77023613,"('unmotivated', 'motivated')",-0.7575428,-0.7702361,-0.0126933
78,0.382886,0.4023281,"('nonresilient', 'resilient')",0.382886,0.4023281,0.0194421
79,0.04033593,-0.039747678,"('wavering', 'unwavering')",0.0403359,-0.0397477,-0.0800836
80,-0.6128068,-0.40800127,"('dominated', 'dominating')",-0.6128068,-0.4080013,0.2048055
81,-0.9824576,-0.89835536,"('submissive', 'aggressive')",-0.9824576,-0.8983554,0.0841022
82,0.020002715,-0.010950036,"('poor', 'rich')",0.0200027,-0.01095,-0.0309527
83,0.47711232,0.38189638,"('powerless', 'powerful')",0.4771123,0.3818964,-0.0952159
84,0.2066144,0.18046512,"('inferior', 'superior')",0.2066144,0.1804651,-0.0261493
85,1.5112572,1.2962966,"('insignificant', 'prestigious')",1.5112572,1.2962966,-0.2149606
86,-1.7357317,-1.954342,"('uninfluential', 'influential')",-1.7357317,-1.954342,-0.2186103
87,0.1539057,0.17380968,"('unsuccessful', 'successful')",0.1539057,0.1738097,0.019904
88,0.13091838,0.03517693,"('low', 'eminent')",0.1309184,0.0351769,-0.0957415
