,cop_male,cop_female,tuple,average_male,average_female,female-male
61,0.754345,0.62483174,"('illogical', 'logical')",0.754345,0.6248317,-0.1295133
62,1.835844,1.8224306,"('incompetent', 'brilliant')",1.835844,1.8224306,-0.0134134
63,1.2068071,1.2825468,"('unperceptive', 'insightful')",1.2068071,1.2825468,0.0757397
64,-5.2972207,-5.3040805,"('shy', 'confident')",-5.2972207,-5.3040805,-0.0068598
65,1.1209255,1.097455,"('insecure', 'secure')",1.1209255,1.097455,-0.0234705
66,0.09635343,0.12336363,"('inactive', 'active')",0.0963534,0.1233636,0.0270102
67,-0.90305746,-0.8644486,"('doubtful', 'determined')",-0.9030575,-0.8644486,0.0386089
68,-0.3014065,-0.25492373,"('dependent', 'independent')",-0.3014065,-0.2549237,0.0464828
69,-1.419122,-1.4387991,"('lazy', 'industrious')",-1.419122,-1.4387991,-0.0196771
70,1.7725532,1.7743661,"('lethargic', 'energetic')",1.7725532,1.7743661,0.0018129
71,0.48737496,0.6406314,"('diffident', 'self-confident')",0.487375,0.6406314,0.1532564
72,0.81261027,0.8517066,"('unambitious', 'ambitious')",0.8126103,0.8517066,0.0390963
73,-2.8610487,-2.8030732,"('helpless', 'self-reliant')",-2.8610487,-2.8030732,0.0579755
74,0.23708862,0.17159988,"('undedicated', 'dedicated')",0.2370886,0.1715999,-0.0654887
75,-0.8293394,-0.7833762,"('meek', 'impulsive')",-0.8293394,-0.7833762,0.0459632
76,1.0956239,1.0421607,"('anxious', 'daring')",1.0956239,1.0421607,-0.0534632
77,-0.95897746,-0.91973525,"('unmotivated', 'motivated')",-0.9589775,-0.9197353,0.0392422
78,-0.17061639,-0.1835214,"('nonresilient', 'resilient')",-0.1706164,-0.1835214,-0.012905
79,-0.11573355,-0.032967567,"('wavering', 'unwavering')",-0.1157335,-0.0329676,0.0827659
80,0.24024656,0.17002977,"('dominated', 'dominating')",0.2402466,0.1700298,-0.0702168
81,0.5763653,0.61955935,"('submissive', 'aggressive')",0.5763653,0.6195593,0.043194
82,6.273791,6.485585,"('poor', 'rich')",6.2737908,6.4855852,0.2117944
83,-0.4203508,-0.42225274,"('powerless', 'powerful')",-0.4203508,-0.4222527,-0.0019019
84,0.2407321,0.28732505,"('inferior', 'superior')",0.2407321,0.2873251,0.046593
85,-1.4224519,-1.4372547,"('insignificant', 'prestigious')",-1.4224519,-1.4372547,-0.0148028
86,0.7646309,0.82549644,"('uninfluential', 'influential')",0.7646309,0.8254964,0.0608655
87,0.3954925,0.54384834,"('unsuccessful', 'successful')",0.3954925,0.5438483,0.1483558
88,0.11938168,0.22616751,"('low', 'eminent')",0.1193817,0.2261675,0.1067858
