,overload_male,overload_female,tuple,average_male,average_female,female-male
66,-0.6576688,-0.97633755,"('inactive', 'active')",-0.6576688,-0.9763376,-0.3186688
67,0.39556634,0.4925435,"('doubtful', 'determined')",0.3955663,0.4925435,0.0969772
68,-0.8650064,-0.7172687,"('dependent', 'independent')",-0.8650064,-0.7172687,0.1477377
69,-0.7872132,-0.6857972,"('lazy', 'industrious')",-0.7872132,-0.6857972,0.101416
70,0.39947656,0.15889159,"('lethargic', 'energetic')",0.3994766,0.1588916,-0.240585
71,0.068078615,0.115961954,"('diffident', 'self-confident')",0.0680786,0.115962,0.0478834
72,0.19389129,0.15805799,"('unambitious', 'ambitious')",0.1938913,0.158058,-0.0358333
73,-0.5012007,-0.38258725,"('helpless', 'self-reliant')",-0.5012007,-0.3825873,0.1186134
74,-0.36829203,-0.5051519,"('undedicated', 'dedicated')",-0.368292,-0.5051519,-0.1368599
75,0.2961149,0.3478431,"('meek', 'impulsive')",0.2961149,0.3478431,0.0517282
76,-0.61419123,-0.54661816,"('anxious', 'daring')",-0.6141912,-0.5466182,0.067573
77,-1.122056,-0.9932211,"('unmotivated', 'motivated')",-1.122056,-0.9932211,0.1288349
78,-0.6753272,-0.6748346,"('nonresilient', 'resilient')",-0.6753272,-0.6748346,0.0004926
79,-1.1305274,-1.1416893,"('wavering', 'unwavering')",-1.1305274,-1.1416893,-0.0111619
80,0.7181947,0.5250481,"('dominated', 'dominating')",0.7181947,0.5250481,-0.1931466
81,0.87505203,0.9466454,"('submissive', 'aggressive')",0.875052,0.9466454,0.0715934
82,0.7879523,0.8001578,"('poor', 'rich')",0.7879523,0.8001578,0.0122055
83,0.0064490475,0.018359035,"('powerless', 'powerful')",0.006449,0.018359,0.01191
84,0.60989946,0.67635083,"('inferior', 'superior')",0.6098995,0.6763508,0.0664513
85,-1.265813,-1.2107495,"('insignificant', 'prestigious')",-1.265813,-1.2107495,0.0550635
86,-0.7737332,-0.9450688,"('uninfluential', 'influential')",-0.7737332,-0.9450688,-0.1713356
87,0.27368116,0.11228174,"('unsuccessful', 'successful')",0.2736812,0.1122817,-0.1613995
88,-0.40776414,-0.38449654,"('low', 'eminent')",-0.4077641,-0.3844965,0.0232676
