,soulmate_male,soulmate_female,tuple,average_male,average_female,female-male
61,-0.18393146,-0.29229158,"('illogical', 'logical')",-0.1839315,-0.2922916,-0.1083601
62,0.5955377,0.878553,"('incompetent', 'brilliant')",0.5955377,0.878553,0.2830153
63,0.6301936,0.6616753,"('unperceptive', 'insightful')",0.6301936,0.6616753,0.0314817
64,-2.6991394,-2.8226764,"('shy', 'confident')",-2.6991394,-2.8226764,-0.123537
65,-0.10108175,0.0048626214,"('insecure', 'secure')",-0.1010818,0.0048626,0.1059444
66,-1.8976305,-1.9724506,"('inactive', 'active')",-1.8976305,-1.9724506,-0.0748201
67,0.18498258,0.10242743,"('doubtful', 'determined')",0.1849826,0.1024274,-0.0825552
68,-0.32325107,-0.32956943,"('dependent', 'independent')",-0.3232511,-0.3295694,-0.0063183
69,-1.001734,-1.139373,"('lazy', 'industrious')",-1.001734,-1.1393729,-0.1376389
70,0.15428436,0.23972088,"('lethargic', 'energetic')",0.1542844,0.2397209,0.0854365
71,0.43620232,0.45048055,"('diffident', 'self-confident')",0.4362023,0.4504806,0.0142783
72,-0.07165883,0.07505743,"('unambitious', 'ambitious')",-0.0716588,0.0750574,0.1467162
73,-0.7795231,-0.67382306,"('helpless', 'self-reliant')",-0.7795231,-0.6738231,0.1057
74,0.35087964,0.30314663,"('undedicated', 'dedicated')",0.3508796,0.3031466,-0.047733
75,-0.527084,-0.486927,"('meek', 'impulsive')",-0.527084,-0.486927,0.040157
76,0.5044181,0.5670212,"('anxious', 'daring')",0.5044181,0.5670212,0.0626031
77,-0.68643165,-0.5531088,"('unmotivated', 'motivated')",-0.6864316,-0.5531088,0.1333228
78,-0.04799928,-0.0068195798,"('nonresilient', 'resilient')",-0.0479993,-0.0068196,0.0411797
79,0.09039087,0.09424829,"('wavering', 'unwavering')",0.0903909,0.0942483,0.0038574
80,-1.0281022,-0.83097255,"('dominated', 'dominating')",-1.0281022,-0.8309726,0.1971296
81,-0.5675868,-0.63118094,"('submissive', 'aggressive')",-0.5675868,-0.6311809,-0.0635941
82,2.3130674,2.6293933,"('poor', 'rich')",2.3130674,2.6293933,0.3163259
83,-0.32529446,-0.29285234,"('powerless', 'powerful')",-0.3252945,-0.2928523,0.0324422
84,0.6463459,0.6720941,"('inferior', 'superior')",0.6463459,0.6720941,0.0257482
85,0.415848,0.039060112,"('insignificant', 'prestigious')",0.415848,0.0390601,-0.3767879
86,-0.43118465,-0.5752868,"('uninfluential', 'influential')",-0.4311846,-0.5752868,-0.1441022
87,-0.6509561,-0.5570726,"('unsuccessful', 'successful')",-0.6509561,-0.5570726,0.0938835
88,0.30731446,0.23200044,"('low', 'eminent')",0.3073145,0.2320004,-0.0753141
