,cooperation_male,cooperation_female,tuple,average_male,average_female,female-male
20,1.0723833,0.7848779,"('rough', 'thoughtful')",1.0723833,0.7848779,-0.2875054
21,1.0792446,0.9782659,"('immoral', 'moral')",1.0792446,0.9782659,-0.1009787
22,0.7308358,0.61028,"('untrustworthy', 'trustworthy')",0.7308358,0.61028,-0.1205558
23,6.4296618,6.4340916,"('insincere', 'sincere')",6.4296618,6.4340916,0.0044298
24,1.6733229,1.7348161,"('dishonest', 'honest')",1.6733229,1.7348161,0.0614932
25,-0.082879156,-0.19419679,"('egoistic', 'altruistic')",-0.0828792,-0.1941968,-0.1113176
26,0.7101633,0.40050948,"('hardhearted', 'benevolent')",0.7101633,0.4005095,-0.3096538
27,0.71767724,0.81690985,"('hardhearted', 'softhearted')",0.7176772,0.8169098,0.0992326
28,1.3668485,1.2364125,"('disloyal', 'loyal')",1.3668485,1.2364125,-0.130436
29,-0.5885337,-0.4747007,"('unfair', 'fair')",-0.5885337,-0.4747007,0.113833
30,1.7391267,1.6507226,"('intolerant', 'tolerant')",1.7391267,1.6507226,-0.0884041
31,-2.855742,-2.6716223,"('evil', 'good')",-2.855742,-2.6716223,0.1841197
32,1.4812009,1.2667956,"('unkind', 'kind')",1.4812009,1.2667956,-0.2144053
33,-0.68917286,-0.7738856,"('wrong', 'right')",-0.6891729,-0.7738856,-0.0847127
34,4.1572204,4.312351,"('mean', 'honorable')",4.1572204,4.3123512,0.1551308
35,-2.2346363,-2.2366185,"('corrupt', 'incorrupt')",-2.2346363,-2.2366185,-0.0019822
36,-1.3213025,-1.4922017,"('hostile', 'amicable')",-1.3213025,-1.4922017,-0.1708992
37,0.68187547,0.7727948,"('fake', 'genuine')",0.6818755,0.7727948,0.0909193
38,0.51385176,0.2637627,"('untruthful', 'truthful')",0.5138518,0.2637627,-0.2500891
39,1.550852,1.2699296,"('exploitative', 'cooperative')",1.5508519,1.2699296,-0.2809223
40,-2.1345277,-1.8056395,"('stingy', 'generous')",-2.1345277,-1.8056395,0.3288882
41,0.5147744,0.29025984,"('unforgiving', 'forgiving')",0.5147744,0.2902598,-0.2245146
42,-1.4936229,-1.3603687,"('unreliable', 'reliable')",-1.4936229,-1.3603687,0.1332542
43,2.0003216,1.945624,"('irresponsible', 'responsible')",2.0003216,1.945624,-0.0546976
44,-1.1779208,-1.2757827,"('prejudiced', 'unprejudiced')",-1.1779208,-1.2757827,-0.0978619
45,0.9891845,0.8853066,"('incompetent', 'competent')",0.9891845,0.8853066,-0.1038779
46,0.3480608,0.33793712,"('uncompetitive', 'competitive')",0.3480608,0.3379371,-0.0101237
47,5.263184,5.470016,"('stupid', 'smart')",5.2631841,5.470016,0.2068319
48,1.0914096,1.074933,"('unintelligent', 'intelligent')",1.0914096,1.0749331,-0.0164765
49,0.14020889,0.11998918,"('unable', 'able')",0.1402089,0.1199892,-0.0202197
50,-0.23913383,-0.19159721,"('clumsy', 'skillful')",-0.2391338,-0.1915972,0.0475366
51,0.9040848,0.9111419,"('uneducated', 'educated')",0.9040848,0.9111419,0.0070571
52,-0.74171,-0.94071436,"('irrational', 'rational')",-0.74171,-0.9407144,-0.1990044
53,-0.22562161,-0.10215328,"('uncreative', 'creative')",-0.2256216,-0.1021533,0.1234683
54,0.7116627,0.6961758,"('incapable', 'capable')",0.7116627,0.6961758,-0.0154869
55,1.6775153,1.6721134,"('incompetent', 'clever')",1.6775153,1.6721134,-0.0054019
56,1.7822216,1.6449057,"('impractical', 'practical')",1.7822216,1.6449057,-0.1373159
57,-2.1734889,-2.103702,"('unimaginative', 'imaginative')",-2.1734889,-2.1037021,0.0697868
58,0.08140895,0.0036330223,"('undiscriminating', 'discriminating')",0.0814089,0.003633,-0.0777759
59,-0.44177836,-0.36032987,"('foolish', 'wise')",-0.4417784,-0.3603299,0.0814485
60,1.9296166,1.9533063,"('inefficient', 'efficient')",1.9296166,1.9533063,0.0236897
61,0.8681654,0.65696496,"('illogical', 'logical')",0.8681654,0.656965,-0.2112004
62,1.8431894,1.8857636,"('incompetent', 'brilliant')",1.8431894,1.8857636,0.0425742
63,1.263397,1.2522379,"('unperceptive', 'insightful')",1.263397,1.2522379,-0.0111591
64,-4.5156703,-4.485248,"('shy', 'confident')",-4.5156703,-4.4852481,0.0304222
65,1.8063158,1.88658,"('insecure', 'secure')",1.8063158,1.88658,0.0802642
66,-0.25732806,-0.19741806,"('inactive', 'active')",-0.2573281,-0.1974181,0.05991
67,-0.13479221,-0.2162588,"('doubtful', 'determined')",-0.1347922,-0.2162588,-0.0814666
68,-0.9695894,-0.7151458,"('dependent', 'independent')",-0.9695894,-0.7151458,0.2544436
69,-1.8108242,-1.7840198,"('lazy', 'industrious')",-1.8108242,-1.7840198,0.0268044
70,2.0126321,2.0514483,"('lethargic', 'energetic')",2.0126321,2.0514483,0.0388162
71,-0.17099941,-0.08252281,"('diffident', 'self-confident')",-0.1709994,-0.0825228,0.0884766
72,0.70893794,0.913563,"('unambitious', 'ambitious')",0.7089379,0.913563,0.2046251
73,-3.5235174,-3.3102949,"('helpless', 'self-reliant')",-3.5235174,-3.3102949,0.2132225
74,0.2555194,0.21720731,"('undedicated', 'dedicated')",0.2555194,0.2172073,-0.0383121
75,-1.5300372,-1.4624971,"('meek', 'impulsive')",-1.5300372,-1.4624971,0.0675401
76,0.92849743,0.94150025,"('anxious', 'daring')",0.9284974,0.9415002,0.0130028
77,-0.3362998,-0.3846312,"('unmotivated', 'motivated')",-0.3362998,-0.3846312,-0.0483314
78,-0.12793155,-0.26353937,"('nonresilient', 'resilient')",-0.1279316,-0.2635394,-0.1356078
79,-0.94790506,-0.9790838,"('wavering', 'unwavering')",-0.9479051,-0.9790838,-0.0311787
80,1.0392954,0.88300353,"('dominated', 'dominating')",1.0392954,0.8830035,-0.1562919
81,1.4132465,1.2881051,"('submissive', 'aggressive')",1.4132465,1.2881051,-0.1251414
82,5.460881,5.695842,"('poor', 'rich')",5.4608812,5.6958418,0.2349606
83,-0.08547182,-0.2096682,"('powerless', 'powerful')",-0.0854718,-0.2096682,-0.1241964
84,0.03849702,0.11222489,"('inferior', 'superior')",0.038497,0.1122249,0.0737279
85,-1.6936291,-2.061424,"('insignificant', 'prestigious')",-1.6936291,-2.061424,-0.3677949
86,0.76214606,0.72114456,"('uninfluential', 'influential')",0.7621461,0.7211446,-0.0410015
87,0.5821146,0.5578414,"('unsuccessful', 'successful')",0.5821146,0.5578414,-0.0242732
88,0.29048675,0.09182571,"('low', 'eminent')",0.2904868,0.0918257,-0.1986611
