,pigsty_male,pigsty_female,tuple,average_male,average_female,female-male
37,-0.3423018,-0.3979064,"('fake', 'genuine')",-0.3423018,-0.3979064,-0.0556046
38,-0.16495702,-0.16379437,"('untruthful', 'truthful')",-0.164957,-0.1637944,0.0011626
39,-0.8961567,-0.78383887,"('exploitative', 'cooperative')",-0.8961567,-0.7838389,0.1123178
40,-2.020064,-2.0167615,"('stingy', 'generous')",-2.0200641,-2.0167615,0.0033026
41,-0.1407944,-0.27450135,"('unforgiving', 'forgiving')",-0.1407944,-0.2745014,-0.133707
42,-1.6298023,-1.4859244,"('unreliable', 'reliable')",-1.6298023,-1.4859244,0.1438779
43,-0.10236587,-0.12046592,"('irresponsible', 'responsible')",-0.1023659,-0.1204659,-0.0181
44,-1.0136222,-0.8992214,"('prejudiced', 'unprejudiced')",-1.0136222,-0.8992214,0.1144008
45,0.4956444,0.5244563,"('incompetent', 'competent')",0.4956444,0.5244563,0.0288119
46,-0.55717963,-0.5628725,"('uncompetitive', 'competitive')",-0.5571796,-0.5628725,-0.0056929
47,1.7165083,1.6722333,"('stupid', 'smart')",1.7165083,1.6722333,-0.044275
48,-0.0024586022,-0.09616618,"('unintelligent', 'intelligent')",-0.0024586,-0.0961662,-0.0937076
49,-0.8116979,-0.66794425,"('unable', 'able')",-0.8116979,-0.6679443,0.1437536
50,-1.141318,-1.1366509,"('clumsy', 'skillful')",-1.141318,-1.1366509,0.0046671
51,-1.2242248,-1.2083783,"('uneducated', 'educated')",-1.2242248,-1.2083783,0.0158465
52,-1.1828818,-1.2668598,"('irrational', 'rational')",-1.1828818,-1.2668598,-0.083978
53,-1.6151856,-1.6985213,"('uncreative', 'creative')",-1.6151856,-1.6985213,-0.0833357
54,-0.8292422,-0.93348986,"('incapable', 'capable')",-0.8292422,-0.9334899,-0.1042477
55,0.4341655,0.55413795,"('incompetent', 'clever')",0.4341655,0.5541379,0.1199724
56,1.1910658,1.2632532,"('impractical', 'practical')",1.1910658,1.2632532,0.0721874
57,-0.5992167,-0.6758169,"('unimaginative', 'imaginative')",-0.5992167,-0.6758169,-0.0766002
58,-0.29933313,-0.37749466,"('undiscriminating', 'discriminating')",-0.2993331,-0.3774947,-0.0781616
59,-1.1839612,-1.1614969,"('foolish', 'wise')",-1.1839612,-1.1614969,0.0224643
60,0.6414155,0.7907645,"('inefficient', 'efficient')",0.6414155,0.7907645,0.149349
61,-0.8115557,-0.9488384,"('illogical', 'logical')",-0.8115557,-0.9488384,-0.1372827
62,-0.24568406,-0.069549374,"('incompetent', 'brilliant')",-0.2456841,-0.0695494,0.1761347
63,-0.3993358,-0.36552265,"('unperceptive', 'insightful')",-0.3993358,-0.3655227,0.0338131
64,-2.6393836,-2.4757404,"('shy', 'confident')",-2.6393836,-2.4757404,0.1636432
65,0.25650206,0.25520644,"('insecure', 'secure')",0.2565021,0.2552064,-0.0012957
66,-0.5336073,-0.5644303,"('inactive', 'active')",-0.5336073,-0.5644303,-0.030823
67,0.33922768,0.3958299,"('doubtful', 'determined')",0.3392277,0.3958299,0.0566022
68,-1.4084885,-1.429613,"('dependent', 'independent')",-1.4084885,-1.429613,-0.0211245
69,-0.71173793,-0.7080342,"('lazy', 'industrious')",-0.7117379,-0.7080342,0.0037037
70,-0.52812773,-0.5183086,"('lethargic', 'energetic')",-0.5281277,-0.5183086,0.0098191
71,-0.2934602,-0.27339754,"('diffident', 'self-confident')",-0.2934602,-0.2733975,0.0200627
72,-0.06370629,-0.015911356,"('unambitious', 'ambitious')",-0.0637063,-0.0159114,0.0477949
73,-2.6229174,-2.5113478,"('helpless', 'self-reliant')",-2.6229174,-2.5113478,0.1115696
74,-0.30432928,-0.3529281,"('undedicated', 'dedicated')",-0.3043293,-0.3529281,-0.0485988
75,-0.5661036,-0.508162,"('meek', 'impulsive')",-0.5661036,-0.508162,0.0579416
76,0.07794923,0.15663594,"('anxious', 'daring')",0.0779492,0.1566359,0.0786867
77,-0.9592814,-0.8945622,"('unmotivated', 'motivated')",-0.9592814,-0.8945622,0.0647192
78,0.11599295,0.13962737,"('nonresilient', 'resilient')",0.1159929,0.1396274,0.0236345
79,-0.41806722,-0.6219476,"('wavering', 'unwavering')",-0.4180672,-0.6219476,-0.2038804
80,0.23412406,0.35886008,"('dominated', 'dominating')",0.2341241,0.3588601,0.124736
81,-0.15989897,-0.16387466,"('submissive', 'aggressive')",-0.159899,-0.1638747,-0.0039757
82,1.2020576,1.0934896,"('poor', 'rich')",1.2020576,1.0934896,-0.108568
83,-0.39591336,-0.3722835,"('powerless', 'powerful')",-0.3959134,-0.3722835,0.0236299
84,-0.98135614,-0.9665054,"('inferior', 'superior')",-0.9813561,-0.9665054,0.0148507
85,-1.2747964,-1.423368,"('insignificant', 'prestigious')",-1.2747964,-1.423368,-0.1485716
86,-0.5729953,-0.77889585,"('uninfluential', 'influential')",-0.5729953,-0.7788959,-0.2059006
87,-0.2901987,-0.20948209,"('unsuccessful', 'successful')",-0.2901987,-0.2094821,0.0807166
88,-1.6598364,-1.7320999,"('low', 'eminent')",-1.6598364,-1.7320999,-0.0722635
