,cry_male,cry_female,tuple,average_male,average_female,female-male
44,-1.2450143,-1.3460965,"('prejudiced', 'unprejudiced')",-1.2450143,-1.3460965,-0.1010822
45,-0.056714326,-0.1238306,"('incompetent', 'competent')",-0.0567143,-0.1238306,-0.0671163
46,-0.457668,-0.6454702,"('uncompetitive', 'competitive')",-0.457668,-0.6454702,-0.1878022
47,5.597324,5.7447705,"('stupid', 'smart')",5.5973239,5.7447705,0.1474466
48,0.8397438,0.62109363,"('unintelligent', 'intelligent')",0.8397438,0.6210936,-0.2186502
49,0.606158,0.73756564,"('unable', 'able')",0.606158,0.7375656,0.1314076
50,-0.24621114,-0.14641705,"('clumsy', 'skillful')",-0.2462111,-0.1464171,0.099794
51,0.30336875,0.032944772,"('uneducated', 'educated')",0.3033687,0.0329448,-0.2704239
52,-0.2892626,-0.08727755,"('irrational', 'rational')",-0.2892626,-0.0872775,0.2019851
53,0.13233574,0.14217772,"('uncreative', 'creative')",0.1323357,0.1421777,0.009842
54,1.238649,1.4688568,"('incapable', 'capable')",1.238649,1.4688568,0.2302078
55,0.649731,0.3320733,"('incompetent', 'clever')",0.649731,0.3320733,-0.3176577
56,0.74273556,0.6002816,"('impractical', 'practical')",0.7427356,0.6002816,-0.142454
57,-2.9387193,-3.0087013,"('unimaginative', 'imaginative')",-2.9387193,-3.0087013,-0.069982
58,-0.17938334,-0.30476755,"('undiscriminating', 'discriminating')",-0.1793833,-0.3047675,-0.1253842
59,0.032859053,0.34434783,"('foolish', 'wise')",0.0328591,0.3443478,0.3114887
60,0.7966461,0.5444468,"('inefficient', 'efficient')",0.7966461,0.5444468,-0.2521993
61,0.44592777,0.22007185,"('illogical', 'logical')",0.4459278,0.2200719,-0.2258559
62,1.028925,0.90171885,"('incompetent', 'brilliant')",1.0289249,0.9017189,-0.127206
63,0.46123546,0.42723283,"('unperceptive', 'insightful')",0.4612355,0.4272328,-0.0340027
64,-6.5990663,-6.54367,"('shy', 'confident')",-6.5990663,-6.5436702,0.0553961
65,0.2676892,-0.068969496,"('insecure', 'secure')",0.2676892,-0.0689695,-0.3366587
66,-0.22107556,-0.098713666,"('inactive', 'active')",-0.2210756,-0.0987137,0.1223619
67,-0.56789285,-0.47736633,"('doubtful', 'determined')",-0.5678928,-0.4773663,0.0905265
68,-0.36568677,-0.3530329,"('dependent', 'independent')",-0.3656868,-0.3530329,0.0126539
69,-1.9076078,-1.6228006,"('lazy', 'industrious')",-1.9076078,-1.6228006,0.2848072
70,0.8484796,0.6996858,"('lethargic', 'energetic')",0.8484796,0.6996858,-0.1487938
71,0.41811088,0.5757862,"('diffident', 'self-confident')",0.4181109,0.5757862,0.1576753
72,0.7287361,0.6986948,"('unambitious', 'ambitious')",0.7287361,0.6986948,-0.0300413
73,-3.246017,-3.2078438,"('helpless', 'self-reliant')",-3.246017,-3.2078438,0.0381732
74,-0.006768748,-0.18241304,"('undedicated', 'dedicated')",-0.0067687,-0.182413,-0.1756443
75,-0.9936881,-0.7671818,"('meek', 'impulsive')",-0.9936881,-0.7671818,0.2265063
76,0.57191336,0.21354058,"('anxious', 'daring')",0.5719134,0.2135406,-0.3583728
77,-1.3621125,-1.2520167,"('unmotivated', 'motivated')",-1.3621125,-1.2520167,0.1100958
78,-0.5170698,-0.51478547,"('nonresilient', 'resilient')",-0.5170698,-0.5147855,0.0022843
79,-0.49915755,-0.10489515,"('wavering', 'unwavering')",-0.4991575,-0.1048952,0.3942623
80,-0.41477957,-0.6846749,"('dominated', 'dominating')",-0.4147796,-0.6846749,-0.2698953
81,0.17860426,-0.06907597,"('submissive', 'aggressive')",0.1786043,-0.069076,-0.2476803
82,6.745689,6.882724,"('poor', 'rich')",6.7456889,6.8827238,0.1370349
83,-0.57938755,-0.5649851,"('powerless', 'powerful')",-0.5793875,-0.5649851,0.0144024
84,0.24688922,0.34214142,"('inferior', 'superior')",0.2468892,0.3421414,0.0952522
85,-1.0569751,-0.9028887,"('insignificant', 'prestigious')",-1.0569751,-0.9028887,0.1540864
86,0.2892702,0.26649922,"('uninfluential', 'influential')",0.2892702,0.2664992,-0.022771
87,-0.0626149,0.017599456,"('unsuccessful', 'successful')",-0.0626149,0.0175995,0.0802144
88,0.18880802,0.20536055,"('low', 'eminent')",0.188808,0.2053605,0.0165525
