,silo_male,silo_female,tuple,average_male,average_female,female-male
79,-1.5381792,-1.5163834,"('wavering', 'unwavering')",-1.5381792,-1.5163834,0.0217958
80,0.23162086,0.12424681,"('dominated', 'dominating')",0.2316209,0.1242468,-0.1073741
81,0.6867528,0.71869415,"('submissive', 'aggressive')",0.6867528,0.7186942,0.0319414
82,2.5631845,2.6866968,"('poor', 'rich')",2.5631845,2.6866968,0.1235123
83,-0.73837006,-0.88804483,"('powerless', 'powerful')",-0.7383701,-0.8880448,-0.1496747
84,-0.3991739,-0.35517144,"('inferior', 'superior')",-0.3991739,-0.3551714,0.0440025
85,-1.1096328,-1.1534561,"('insignificant', 'prestigious')",-1.1096328,-1.1534561,-0.0438233
86,-0.012165837,-0.19167936,"('uninfluential', 'influential')",-0.0121658,-0.1916794,-0.1795136
87,-0.12786658,-0.3175903,"('unsuccessful', 'successful')",-0.1278666,-0.3175903,-0.1897237
88,-0.70875394,-0.7381151,"('low', 'eminent')",-0.7087539,-0.7381151,-0.0293612
