,comb_male,comb_female,tuple,average_male,average_female,female-male
53,0.6246736,0.65869683,"('uncreative', 'creative')",0.6246736,0.6586968,0.0340232
54,1.239659,1.5070523,"('incapable', 'capable')",1.239659,1.5070523,0.2673933
55,1.0367265,0.87930155,"('incompetent', 'clever')",1.0367265,0.8793015,-0.157425
56,1.062753,0.99436927,"('impractical', 'practical')",1.062753,0.9943693,-0.0683837
57,-2.565806,-2.4425452,"('unimaginative', 'imaginative')",-2.5658059,-2.4425452,0.1232607
58,0.5617503,0.5911695,"('undiscriminating', 'discriminating')",0.5617503,0.5911695,0.0294192
59,-0.22243549,-0.091806665,"('foolish', 'wise')",-0.2224355,-0.0918067,0.1306288
60,0.9087562,0.85839176,"('inefficient', 'efficient')",0.9087562,0.8583918,-0.0503644
61,0.74726784,0.4550632,"('illogical', 'logical')",0.7472678,0.4550632,-0.2922046
62,1.2855781,1.3784666,"('incompetent', 'brilliant')",1.2855781,1.3784666,0.0928885
63,0.27638054,0.4216313,"('unperceptive', 'insightful')",0.2763805,0.4216313,0.1452508
64,-6.345527,-6.2348623,"('shy', 'confident')",-6.3455272,-6.2348623,0.1106649
65,0.5161198,0.47363308,"('insecure', 'secure')",0.5161198,0.4736331,-0.0424867
66,-0.54469806,-0.3445472,"('inactive', 'active')",-0.5446981,-0.3445472,0.2001509
67,-0.5182147,-0.445535,"('doubtful', 'determined')",-0.5182147,-0.445535,0.0726797
68,-0.4894372,-0.38419664,"('dependent', 'independent')",-0.4894372,-0.3841966,0.1052406
69,-1.8440897,-1.769884,"('lazy', 'industrious')",-1.8440897,-1.769884,0.0742057
70,1.0697491,1.110382,"('lethargic', 'energetic')",1.0697491,1.110382,0.0406329
71,0.2783379,0.35951507,"('diffident', 'self-confident')",0.2783379,0.3595151,0.0811772
72,0.9061515,1.092253,"('unambitious', 'ambitious')",0.9061515,1.092253,0.1861015
73,-2.9061558,-2.8177834,"('helpless', 'self-reliant')",-2.9061558,-2.8177834,0.0883724
74,-0.21462324,-0.32751048,"('undedicated', 'dedicated')",-0.2146232,-0.3275105,-0.1128873
75,-1.097005,-0.79927945,"('meek', 'impulsive')",-1.097005,-0.7992795,0.2977255
76,0.7937372,0.65440387,"('anxious', 'daring')",0.7937372,0.6544039,-0.1393333
77,-0.9707321,-0.884652,"('unmotivated', 'motivated')",-0.9707321,-0.884652,0.0860801
78,-0.48635387,-0.48673308,"('nonresilient', 'resilient')",-0.4863539,-0.4867331,-0.0003792
79,-0.52403075,-0.38437086,"('wavering', 'unwavering')",-0.5240307,-0.3843709,0.1396598
80,-0.4330614,-0.564069,"('dominated', 'dominating')",-0.4330614,-0.564069,-0.1310076
81,0.14003196,0.11190708,"('submissive', 'aggressive')",0.140032,0.1119071,-0.0281249
82,6.818489,7.060141,"('poor', 'rich')",6.8184891,7.0601411,0.241652
83,-0.3607895,-0.416311,"('powerless', 'powerful')",-0.3607895,-0.416311,-0.0555215
84,0.4505381,0.45222282,"('inferior', 'superior')",0.4505381,0.4522228,0.0016847
85,-0.79219836,-0.97056997,"('insignificant', 'prestigious')",-0.7921984,-0.97057,-0.1783716
86,0.1853354,0.1873481,"('uninfluential', 'influential')",0.1853354,0.1873481,0.0020127
87,0.13048428,0.22126922,"('unsuccessful', 'successful')",0.1304843,0.2212692,0.0907849
88,0.43099925,0.33856514,"('low', 'eminent')",0.4309992,0.3385651,-0.0924341
