,coleslaw_male,coleslaw_female,tuple,average_male,average_female,female-male
64,-1.1790926,-1.0807408,"('shy', 'confident')",-1.1790926,-1.0807408,0.0983518
65,-0.26408482,-0.25264648,"('insecure', 'secure')",-0.2640848,-0.2526465,0.0114383
66,0.31233177,0.19695444,"('inactive', 'active')",0.3123318,0.1969544,-0.1153774
67,-0.040124483,0.07119085,"('doubtful', 'determined')",-0.0401245,0.0711908,0.1113153
68,-0.37795314,-0.25320593,"('dependent', 'independent')",-0.3779531,-0.2532059,0.1247472
69,0.6196976,0.69328535,"('lazy', 'industrious')",0.6196976,0.6932853,0.0735877
70,-0.16068979,-0.14125928,"('lethargic', 'energetic')",-0.1606898,-0.1412593,0.0194305
71,0.7168033,0.67162526,"('diffident', 'self-confident')",0.7168033,0.6716253,-0.045178
72,-0.75794053,-0.794708,"('unambitious', 'ambitious')",-0.7579405,-0.794708,-0.0367675
73,0.2924968,0.3418289,"('helpless', 'self-reliant')",0.2924968,0.3418289,0.0493321
74,0.21321744,0.17557937,"('undedicated', 'dedicated')",0.2132174,0.1755794,-0.037638
75,-0.13701394,-0.1320744,"('meek', 'impulsive')",-0.1370139,-0.1320744,0.0049395
76,-0.1354424,-0.0062882993,"('anxious', 'daring')",-0.1354424,-0.0062883,0.1291541
77,-1.4874897,-1.2750452,"('unmotivated', 'motivated')",-1.4874897,-1.2750452,0.2124445
78,-0.21285473,-0.21411355,"('nonresilient', 'resilient')",-0.2128547,-0.2141135,-0.0012588
79,0.3220788,0.17353056,"('wavering', 'unwavering')",0.3220788,0.1735306,-0.1485482
80,0.1523448,0.07915247,"('dominated', 'dominating')",0.1523448,0.0791525,-0.0731923
81,-0.6922981,-0.61763597,"('submissive', 'aggressive')",-0.6922981,-0.617636,0.0746621
82,0.730989,0.731079,"('poor', 'rich')",0.730989,0.731079,9e-05
83,-0.4120431,-0.4479208,"('powerless', 'powerful')",-0.4120431,-0.4479208,-0.0358777
84,-0.32754967,-0.3723917,"('inferior', 'superior')",-0.3275497,-0.3723917,-0.044842
85,0.1305417,0.055296265,"('insignificant', 'prestigious')",0.1305417,0.0552963,-0.0752454
86,-1.12979,-1.3754529,"('uninfluential', 'influential')",-1.1297899,-1.3754529,-0.245663
87,1.1600108,1.023332,"('unsuccessful', 'successful')",1.1600108,1.023332,-0.1366788
88,-0.9856657,-0.9909774,"('low', 'eminent')",-0.9856657,-0.9909774,-0.0053117
