,waterfront_male,waterfront_female,tuple,average_male,average_female,female-male
71,0.9866806,1.0443999,"('diffident', 'self-confident')",0.9866806,1.0443999,0.0577193
72,0.5157327,0.6106994,"('unambitious', 'ambitious')",0.5157327,0.6106994,0.0949667
73,-3.1737468,-3.0706084,"('helpless', 'self-reliant')",-3.1737468,-3.0706084,0.1031384
74,0.32015768,0.30025423,"('undedicated', 'dedicated')",0.3201577,0.3002542,-0.0199035
75,-0.73784584,-0.6831256,"('meek', 'impulsive')",-0.7378458,-0.6831256,0.0547202
76,0.5589239,0.54008025,"('anxious', 'daring')",0.5589239,0.5400802,-0.0188437
77,-1.3015503,-1.2200444,"('unmotivated', 'motivated')",-1.3015503,-1.2200444,0.0815059
78,-0.25991648,-0.2743489,"('nonresilient', 'resilient')",-0.2599165,-0.2743489,-0.0144324
79,0.44038612,0.48002,"('wavering', 'unwavering')",0.4403861,0.48002,0.0396339
80,-0.5066624,-0.575408,"('dominated', 'dominating')",-0.5066624,-0.575408,-0.0687456
81,-0.67839223,-0.52359396,"('submissive', 'aggressive')",-0.6783922,-0.523594,0.1547982
82,5.907147,6.223389,"('poor', 'rich')",5.9071469,6.2233891,0.3162422
83,-0.8419306,-0.83843076,"('powerless', 'powerful')",-0.8419306,-0.8384308,0.0034998
84,0.20190775,0.23027048,"('inferior', 'superior')",0.2019078,0.2302705,0.0283627
85,-0.2473554,-0.3864738,"('insignificant', 'prestigious')",-0.2473554,-0.3864738,-0.1391184
86,0.4770872,0.4796155,"('uninfluential', 'influential')",0.4770872,0.4796155,0.0025283
87,0.10087386,0.24864581,"('unsuccessful', 'successful')",0.1008739,0.2486458,0.1477719
88,-0.21175882,-0.047467727,"('low', 'eminent')",-0.2117588,-0.0474677,0.1642911
