,cub_male,cub_female,tuple,average_male,average_female,female-male
26,1.4458752,1.1230136,"('hardhearted', 'benevolent')",1.4458752,1.1230136,-0.3228616
27,1.8258721,1.643399,"('hardhearted', 'softhearted')",1.8258721,1.643399,-0.1824731
28,1.3043443,1.1324767,"('disloyal', 'loyal')",1.3043443,1.1324767,-0.1718676
29,-0.107653916,-0.33470047,"('unfair', 'fair')",-0.1076539,-0.3347005,-0.2270466
30,1.1923584,1.2943604,"('intolerant', 'tolerant')",1.1923584,1.2943604,0.102002
31,-1.5598787,-1.7609311,"('evil', 'good')",-1.5598787,-1.7609311,-0.2010524
32,1.2849095,1.1728073,"('unkind', 'kind')",1.2849095,1.1728073,-0.1121022
33,-0.3569147,-0.53326416,"('wrong', 'right')",-0.3569147,-0.5332642,-0.1763495
34,4.1840615,4.3806486,"('mean', 'honorable')",4.1840615,4.3806486,0.1965871
35,-1.2249198,-1.6767555,"('corrupt', 'incorrupt')",-1.2249198,-1.6767555,-0.4518357
36,-1.0748327,-1.3310198,"('hostile', 'amicable')",-1.0748327,-1.3310198,-0.2561871
37,1.1214476,1.0725701,"('fake', 'genuine')",1.1214476,1.0725701,-0.0488775
38,-0.38106087,-0.34255946,"('untruthful', 'truthful')",-0.3810609,-0.3425595,0.0385014
39,0.7405683,0.736534,"('exploitative', 'cooperative')",0.7405683,0.736534,-0.0040343
40,-1.1918648,-1.2666949,"('stingy', 'generous')",-1.1918648,-1.2666949,-0.0748301
41,0.882913,0.7154267,"('unforgiving', 'forgiving')",0.882913,0.7154267,-0.1674863
42,-2.0893543,-1.9607141,"('unreliable', 'reliable')",-2.0893543,-1.9607141,0.1286402
43,1.43004,1.5587312,"('irresponsible', 'responsible')",1.43004,1.5587312,0.1286912
44,-1.0781864,-1.0042424,"('prejudiced', 'unprejudiced')",-1.0781864,-1.0042424,0.073944
45,0.6649226,0.47377765,"('incompetent', 'competent')",0.6649226,0.4737777,-0.1911449
46,-0.014088083,0.0033670347,"('uncompetitive', 'competitive')",-0.0140881,0.003367,0.0174551
47,4.6238265,4.744989,"('stupid', 'smart')",4.6238265,4.7449889,0.1211624
48,0.6208101,0.6186862,"('unintelligent', 'intelligent')",0.6208101,0.6186862,-0.0021239
49,-0.18418814,-0.13128375,"('unable', 'able')",-0.1841881,-0.1312837,0.0529044
50,-0.79279715,-0.78326815,"('clumsy', 'skillful')",-0.7927971,-0.7832682,0.0095289
51,0.5668764,0.58675325,"('uneducated', 'educated')",0.5668764,0.5867532,0.0198768
52,-0.3600744,-0.58701724,"('irrational', 'rational')",-0.3600744,-0.5870172,-0.2269428
53,-0.18296602,-0.3480169,"('uncreative', 'creative')",-0.182966,-0.3480169,-0.1650509
54,1.0498812,0.95648897,"('incapable', 'capable')",1.0498812,0.956489,-0.0933922
55,1.2506057,1.3338873,"('incompetent', 'clever')",1.2506057,1.3338873,0.0832816
56,0.77356225,0.7617278,"('impractical', 'practical')",0.7735623,0.7617278,-0.0118345
57,-1.5389637,-1.7179518,"('unimaginative', 'imaginative')",-1.5389637,-1.7179518,-0.1789881
58,0.5616229,0.49610966,"('undiscriminating', 'discriminating')",0.5616229,0.4961097,-0.0655132
59,-0.31496555,-0.29681173,"('foolish', 'wise')",-0.3149655,-0.2968117,0.0181538
60,0.65339196,1.0005374,"('inefficient', 'efficient')",0.653392,1.0005374,0.3471454
61,0.64209086,0.47478098,"('illogical', 'logical')",0.6420909,0.474781,-0.1673099
62,0.86942565,1.0233138,"('incompetent', 'brilliant')",0.8694257,1.0233138,0.1538881
63,0.42772746,0.46017265,"('unperceptive', 'insightful')",0.4277275,0.4601727,0.0324452
64,-5.9943085,-5.774924,"('shy', 'confident')",-5.9943085,-5.7749238,0.2193847
65,0.60987294,0.91755474,"('insecure', 'secure')",0.6098729,0.9175547,0.3076818
66,-0.21883002,-0.407219,"('inactive', 'active')",-0.21883,-0.407219,-0.188389
67,-0.7910539,-0.6641921,"('doubtful', 'determined')",-0.7910539,-0.6641921,0.1268618
68,-0.9195339,-0.84694254,"('dependent', 'independent')",-0.9195339,-0.8469425,0.0725914
69,-2.126262,-2.2432537,"('lazy', 'industrious')",-2.1262619,-2.2432537,-0.1169918
70,1.9316593,1.9024756,"('lethargic', 'energetic')",1.9316593,1.9024756,-0.0291837
71,0.059994087,-0.017214287,"('diffident', 'self-confident')",0.0599941,-0.0172143,-0.0772084
72,0.78049743,1.0129493,"('unambitious', 'ambitious')",0.7804974,1.0129493,0.2324519
73,-2.852535,-2.6909213,"('helpless', 'self-reliant')",-2.852535,-2.6909213,0.1616137
74,0.36731517,0.2094613,"('undedicated', 'dedicated')",0.3673152,0.2094613,-0.1578539
75,-1.1261256,-1.1306612,"('meek', 'impulsive')",-1.1261256,-1.1306612,-0.0045356
76,0.82280195,0.98325306,"('anxious', 'daring')",0.8228019,0.9832531,0.1604512
77,-1.3470932,-1.2351646,"('unmotivated', 'motivated')",-1.3470932,-1.2351646,0.1119286
78,-1.0184515,-1.1005101,"('nonresilient', 'resilient')",-1.0184515,-1.1005101,-0.0820586
79,-0.64843804,-0.7161886,"('wavering', 'unwavering')",-0.648438,-0.7161886,-0.0677506
80,0.28694427,0.28357077,"('dominated', 'dominating')",0.2869443,0.2835708,-0.0033735
81,0.26463437,0.41544217,"('submissive', 'aggressive')",0.2646344,0.4154422,0.1508078
82,5.9661894,5.9938397,"('poor', 'rich')",5.9661894,5.9938397,0.0276503
83,-0.3920081,-0.33412728,"('powerless', 'powerful')",-0.3920081,-0.3341273,0.0578808
84,0.46145117,0.44973543,"('inferior', 'superior')",0.4614512,0.4497354,-0.0117158
85,-1.467873,-1.6160972,"('insignificant', 'prestigious')",-1.467873,-1.6160972,-0.1482242
86,0.9662808,0.764365,"('uninfluential', 'influential')",0.9662808,0.764365,-0.2019158
87,0.17403327,0.06641249,"('unsuccessful', 'successful')",0.1740333,0.0664125,-0.1076208
88,-0.118492,-0.14975797,"('low', 'eminent')",-0.118492,-0.149758,-0.031266
