,grasshopper_male,grasshopper_female,tuple,average_male,average_female,female-male
48,0.1085453,0.17250985,"('unintelligent', 'intelligent')",0.1085453,0.1725098,0.0639645
49,-0.13532984,-0.042847052,"('unable', 'able')",-0.1353298,-0.0428471,0.0924827
50,-0.32341567,-0.29642415,"('clumsy', 'skillful')",-0.3234157,-0.2964242,0.0269915
51,-0.09752701,-0.11906299,"('uneducated', 'educated')",-0.097527,-0.119063,-0.021536
52,-0.51976246,-0.8024037,"('irrational', 'rational')",-0.5197625,-0.8024037,-0.2826412
53,-0.9281179,-1.1912503,"('uncreative', 'creative')",-0.9281179,-1.1912503,-0.2631324
54,0.03232746,-0.10316679,"('incapable', 'capable')",0.0323275,-0.1031668,-0.1354943
55,0.95109755,0.98126644,"('incompetent', 'clever')",0.9510975,0.9812664,0.0301689
56,1.0779121,1.0795248,"('impractical', 'practical')",1.0779121,1.0795248,0.0016127
57,-1.0838046,-1.0940139,"('unimaginative', 'imaginative')",-1.0838046,-1.0940139,-0.0102093
58,0.31545395,0.18558052,"('undiscriminating', 'discriminating')",0.3154539,0.1855805,-0.1298734
59,-0.8452907,-0.8383541,"('foolish', 'wise')",-0.8452907,-0.8383541,0.0069366
60,1.34312,1.4654976,"('inefficient', 'efficient')",1.34312,1.4654976,0.1223776
61,0.3859,0.13664351,"('illogical', 'logical')",0.3859,0.1366435,-0.2492565
62,0.57493263,0.8613742,"('incompetent', 'brilliant')",0.5749326,0.8613742,0.2864416
63,0.31047523,0.43691307,"('unperceptive', 'insightful')",0.3104752,0.4369131,0.1264379
64,-1.5684414,-1.7286965,"('shy', 'confident')",-1.5684414,-1.7286965,-0.1602551
65,0.26234695,0.4311224,"('insecure', 'secure')",0.262347,0.4311224,0.1687754
66,-1.1666086,-1.100773,"('inactive', 'active')",-1.1666086,-1.100773,0.0658356
67,0.28279698,0.16798738,"('doubtful', 'determined')",0.282797,0.1679874,-0.1148096
68,-0.25818136,-0.41829875,"('dependent', 'independent')",-0.2581814,-0.4182988,-0.1601174
69,-1.193568,-1.2558109,"('lazy', 'industrious')",-1.193568,-1.2558109,-0.0622429
70,0.15726581,0.38875285,"('lethargic', 'energetic')",0.1572658,0.3887528,0.231487
71,0.5207952,0.3237889,"('diffident', 'self-confident')",0.5207952,0.3237889,-0.1970063
72,-0.5391294,-0.45647246,"('unambitious', 'ambitious')",-0.5391294,-0.4564725,0.0826569
73,-0.9123117,-0.97086436,"('helpless', 'self-reliant')",-0.9123117,-0.9708644,-0.0585527
74,0.27489612,0.25240523,"('undedicated', 'dedicated')",0.2748961,0.2524052,-0.0224909
75,-0.49940497,-0.4290972,"('meek', 'impulsive')",-0.499405,-0.4290972,0.0703078
76,0.2852059,0.5634329,"('anxious', 'daring')",0.2852059,0.5634329,0.278227
77,-0.79025024,-0.8746567,"('unmotivated', 'motivated')",-0.7902502,-0.8746567,-0.0844065
78,-0.68551,-0.6375923,"('nonresilient', 'resilient')",-0.68551,-0.6375923,0.0479177
79,-1.228932,-1.2729611,"('wavering', 'unwavering')",-1.228932,-1.2729611,-0.0440291
80,0.55741405,0.75062966,"('dominated', 'dominating')",0.5574141,0.7506297,0.1932156
81,0.37057787,0.60714406,"('submissive', 'aggressive')",0.3705779,0.6071441,0.2365662
82,1.2033505,1.3283007,"('poor', 'rich')",1.2033505,1.3283007,0.1249502
83,-0.076501735,-0.14178154,"('powerless', 'powerful')",-0.0765017,-0.1417815,-0.0652798
84,-0.0360952,-0.14079033,"('inferior', 'superior')",-0.0360952,-0.1407903,-0.1046951
85,-0.41174975,-0.54019076,"('insignificant', 'prestigious')",-0.4117498,-0.5401908,-0.128441
86,-0.27283904,-0.5551659,"('uninfluential', 'influential')",-0.272839,-0.5551659,-0.2823269
87,0.08069499,0.2564086,"('unsuccessful', 'successful')",0.080695,0.2564086,0.1757136
88,-0.10364907,-0.0787172,"('low', 'eminent')",-0.1036491,-0.0787172,0.0249319
