,assembly_male,assembly_female,tuple,average_male,average_female,female-male
22,-0.6760032,-0.57927144,"('untrustworthy', 'trustworthy')",-0.6760032,-0.5792714,0.0967318
23,6.4754567,6.5205364,"('insincere', 'sincere')",6.4754567,6.5205364,0.0450797
24,1.3997629,1.5241146,"('dishonest', 'honest')",1.3997629,1.5241146,0.1243517
25,1.1030536,0.9235519,"('egoistic', 'altruistic')",1.1030536,0.9235519,-0.1795017
26,1.7466524,1.4536529,"('hardhearted', 'benevolent')",1.7466524,1.4536529,-0.2929995
27,1.2403857,1.0886134,"('hardhearted', 'softhearted')",1.2403857,1.0886134,-0.1517723
28,1.2793694,1.2242492,"('disloyal', 'loyal')",1.2793694,1.2242492,-0.0551202
29,-0.7699972,-0.7675023,"('unfair', 'fair')",-0.7699972,-0.7675023,0.0024949
30,1.2228551,1.1603467,"('intolerant', 'tolerant')",1.2228551,1.1603467,-0.0625084
31,-1.2001089,-1.3359472,"('evil', 'good')",-1.2001089,-1.3359472,-0.1358383
32,1.3560466,1.2925361,"('unkind', 'kind')",1.3560466,1.2925361,-0.0635105
33,-0.33988884,-0.43677926,"('wrong', 'right')",-0.3398888,-0.4367793,-0.0968905
34,5.125952,5.231655,"('mean', 'honorable')",5.1259518,5.2316551,0.1057033
35,-0.7037093,-0.87205607,"('corrupt', 'incorrupt')",-0.7037093,-0.8720561,-0.1683468
36,-0.35255468,-0.64109623,"('hostile', 'amicable')",-0.3525547,-0.6410962,-0.2885415
37,0.78032184,0.7795555,"('fake', 'genuine')",0.7803218,0.7795555,-0.0007663
38,0.5001273,0.41117227,"('untruthful', 'truthful')",0.5001273,0.4111723,-0.088955
39,-0.13365096,-0.039165556,"('exploitative', 'cooperative')",-0.133651,-0.0391656,0.0944854
40,-2.044204,-2.17366,"('stingy', 'generous')",-2.044204,-2.17366,-0.129456
41,-0.17909493,-0.30113652,"('unforgiving', 'forgiving')",-0.1790949,-0.3011365,-0.1220416
42,-2.73861,-2.6831093,"('unreliable', 'reliable')",-2.73861,-2.6831093,0.0555007
43,1.1762042,1.2672164,"('irresponsible', 'responsible')",1.1762042,1.2672164,0.0910122
44,-1.2401571,-1.1366528,"('prejudiced', 'unprejudiced')",-1.2401571,-1.1366528,0.1035043
45,0.39549842,0.43710175,"('incompetent', 'competent')",0.3954984,0.4371018,0.0416034
46,-1.0378045,-1.0258838,"('uncompetitive', 'competitive')",-1.0378045,-1.0258838,0.0119207
47,5.049223,5.296047,"('stupid', 'smart')",5.0492229,5.2960472,0.2468243
48,0.9599535,0.90681064,"('unintelligent', 'intelligent')",0.9599535,0.9068106,-0.0531429
49,0.21575324,0.25767565,"('unable', 'able')",0.2157532,0.2576756,0.0419224
50,-0.38073048,-0.36792788,"('clumsy', 'skillful')",-0.3807305,-0.3679279,0.0128026
51,-0.019911919,-0.04519736,"('uneducated', 'educated')",-0.0199119,-0.0451974,-0.0252855
52,-0.18126175,-0.41887128,"('irrational', 'rational')",-0.1812617,-0.4188713,-0.2376096
53,0.40691635,0.34654638,"('uncreative', 'creative')",0.4069164,0.3465464,-0.06037
54,1.0273436,1.0616472,"('incapable', 'capable')",1.0273436,1.0616472,0.0343036
55,0.6640645,0.7775433,"('incompetent', 'clever')",0.6640645,0.7775433,0.1134788
56,1.1773994,1.2336733,"('impractical', 'practical')",1.1773994,1.2336733,0.0562739
57,-2.5609307,-2.5643437,"('unimaginative', 'imaginative')",-2.5609307,-2.5643437,-0.003413
58,-0.055791743,-0.07364382,"('undiscriminating', 'discriminating')",-0.0557917,-0.0736438,-0.0178521
59,0.24739459,0.17221898,"('foolish', 'wise')",0.2473946,0.172219,-0.0751756
60,0.6064548,0.817482,"('inefficient', 'efficient')",0.6064548,0.817482,0.2110272
61,0.503035,0.36434734,"('illogical', 'logical')",0.503035,0.3643473,-0.1386877
62,1.0819207,1.2425784,"('incompetent', 'brilliant')",1.0819207,1.2425784,0.1606577
63,0.4732428,0.48446456,"('unperceptive', 'insightful')",0.4732428,0.4844646,0.0112218
64,-6.557509,-6.5187855,"('shy', 'confident')",-6.5575089,-6.5187855,0.0387234
65,-0.16361384,0.09259366,"('insecure', 'secure')",-0.1636138,0.0925937,0.2562075
66,-0.14244854,-0.20597562,"('inactive', 'active')",-0.1424485,-0.2059756,-0.0635271
67,-0.19312987,-0.16001423,"('doubtful', 'determined')",-0.1931299,-0.1600142,0.0331157
68,-0.6157768,-0.56397605,"('dependent', 'independent')",-0.6157768,-0.563976,0.0518008
69,-1.0980997,-1.2100748,"('lazy', 'industrious')",-1.0980997,-1.2100748,-0.1119751
70,1.0152262,1.1225439,"('lethargic', 'energetic')",1.0152262,1.1225439,0.1073177
71,0.8503188,0.79957044,"('diffident', 'self-confident')",0.8503188,0.7995704,-0.0507484
72,0.6117465,0.77230245,"('unambitious', 'ambitious')",0.6117465,0.7723024,0.1605559
73,-3.1190243,-3.1112964,"('helpless', 'self-reliant')",-3.1190243,-3.1112964,0.0077279
74,-0.04107966,-0.0916248,"('undedicated', 'dedicated')",-0.0410797,-0.0916248,-0.0505451
75,-1.0300509,-0.9592253,"('meek', 'impulsive')",-1.0300509,-0.9592253,0.0708256
76,-0.3299353,-0.073147975,"('anxious', 'daring')",-0.3299353,-0.073148,0.2567873
77,-0.99921304,-0.9297459,"('unmotivated', 'motivated')",-0.999213,-0.9297459,0.0694671
78,-0.6573221,-0.7695637,"('nonresilient', 'resilient')",-0.6573221,-0.7695637,-0.1122416
79,-0.24708344,-0.23895353,"('wavering', 'unwavering')",-0.2470834,-0.2389535,0.0081299
80,-0.52205634,-0.48027083,"('dominated', 'dominating')",-0.5220563,-0.4802708,0.0417855
81,-0.28631562,-0.04541783,"('submissive', 'aggressive')",-0.2863156,-0.0454178,0.2408978
82,6.954653,7.1950946,"('poor', 'rich')",6.9546528,7.1950946,0.2404418
83,-0.38518548,-0.45727605,"('powerless', 'powerful')",-0.3851855,-0.457276,-0.0720905
84,0.28928256,0.16406555,"('inferior', 'superior')",0.2892826,0.1640656,-0.125217
85,0.019002026,-0.3100602,"('insignificant', 'prestigious')",0.019002,-0.3100602,-0.3290622
86,0.61276567,0.5524916,"('uninfluential', 'influential')",0.6127657,0.5524916,-0.0602741
87,0.2040905,0.29901624,"('unsuccessful', 'successful')",0.2040905,0.2990162,0.0949257
88,1.1011474,0.9131509,"('low', 'eminent')",1.1011474,0.9131509,-0.1879965
