,plier_male,plier_female,tuple,average_male,average_female,female-male
56,1.744077,1.7425828,"('impractical', 'practical')",1.744077,1.7425828,-0.0014942
57,-1.7240301,-1.7038946,"('unimaginative', 'imaginative')",-1.7240301,-1.7038946,0.0201355
58,0.11541328,0.12410009,"('undiscriminating', 'discriminating')",0.1154133,0.1241001,0.0086868
59,-0.28674397,-0.3633708,"('foolish', 'wise')",-0.286744,-0.3633708,-0.0766268
60,1.583781,1.7970906,"('inefficient', 'efficient')",1.583781,1.7970906,0.2133096
61,-0.30293292,-0.28857383,"('illogical', 'logical')",-0.3029329,-0.2885738,0.0143591
62,0.86858666,1.0228585,"('incompetent', 'brilliant')",0.8685867,1.0228585,0.1542718
63,0.0163685,0.13037914,"('unperceptive', 'insightful')",0.0163685,0.1303791,0.1140106
64,-3.0146458,-2.9848492,"('shy', 'confident')",-3.0146458,-2.9848492,0.0297966
65,0.6227149,0.60818934,"('insecure', 'secure')",0.6227149,0.6081893,-0.0145256
66,-1.1736809,-1.2821903,"('inactive', 'active')",-1.1736809,-1.2821903,-0.1085094
67,0.78549004,0.6636163,"('doubtful', 'determined')",0.78549,0.6636163,-0.1218737
68,-0.9074645,-0.7635043,"('dependent', 'independent')",-0.9074645,-0.7635043,0.1439602
69,-0.45733407,-0.49589738,"('lazy', 'industrious')",-0.4573341,-0.4958974,-0.0385633
70,0.35531586,0.36683306,"('lethargic', 'energetic')",0.3553159,0.3668331,0.0115172
71,-0.61214924,-0.6204451,"('diffident', 'self-confident')",-0.6121492,-0.6204451,-0.0082959
72,0.15679051,0.15483522,"('unambitious', 'ambitious')",0.1567905,0.1548352,-0.0019553
73,-1.2608044,-1.2908107,"('helpless', 'self-reliant')",-1.2608044,-1.2908107,-0.0300063
74,0.7607131,0.70413816,"('undedicated', 'dedicated')",0.7607131,0.7041382,-0.0565749
75,-0.79473275,-0.86078954,"('meek', 'impulsive')",-0.7947327,-0.8607895,-0.0660568
76,0.23044707,0.36903143,"('anxious', 'daring')",0.2304471,0.3690314,0.1385843
77,-0.5856414,-0.34252968,"('unmotivated', 'motivated')",-0.5856414,-0.3425297,0.2431117
78,-0.43060255,-0.3191834,"('nonresilient', 'resilient')",-0.4306026,-0.3191834,0.1114192
79,-1.3625318,-1.3947068,"('wavering', 'unwavering')",-1.3625318,-1.3947068,-0.032175
80,0.69691265,0.6197391,"('dominated', 'dominating')",0.6969126,0.6197391,-0.0771735
81,0.75555867,0.84961194,"('submissive', 'aggressive')",0.7555587,0.8496119,0.0940532
82,2.8845894,2.9037745,"('poor', 'rich')",2.8845894,2.9037745,0.0191851
83,-0.062458802,-0.17192069,"('powerless', 'powerful')",-0.0624588,-0.1719207,-0.1094619
84,0.4566138,0.51139194,"('inferior', 'superior')",0.4566138,0.5113919,0.0547781
85,-1.3761239,-1.4601562,"('insignificant', 'prestigious')",-1.3761239,-1.4601562,-0.0840323
86,-0.06830549,-0.16248323,"('uninfluential', 'influential')",-0.0683055,-0.1624832,-0.0941777
87,0.3715062,0.22111757,"('unsuccessful', 'successful')",0.3715062,0.2211176,-0.1503886
88,-0.6034905,-0.65368193,"('low', 'eminent')",-0.6034905,-0.6536819,-0.0501914
