,oleo_male,oleo_female,tuple,average_male,average_female,female-male
55,0.10279706,0.017067805,"('incompetent', 'clever')",0.1027971,0.0170678,-0.0857293
56,0.9465634,0.7914692,"('impractical', 'practical')",0.9465634,0.7914692,-0.1550942
57,-1.7266825,-1.779141,"('unimaginative', 'imaginative')",-1.7266825,-1.7791409,-0.0524584
58,-0.1958988,-0.2334074,"('undiscriminating', 'discriminating')",-0.1958988,-0.2334074,-0.0375086
59,-0.34047443,-0.19851269,"('foolish', 'wise')",-0.3404744,-0.1985127,0.1419617
60,0.5767517,0.40905288,"('inefficient', 'efficient')",0.5767517,0.4090529,-0.1676988
61,0.04519892,-0.09058631,"('illogical', 'logical')",0.0451989,-0.0905863,-0.1357852
62,0.55088675,0.5497311,"('incompetent', 'brilliant')",0.5508868,0.5497311,-0.0011557
63,0.26526755,0.26930264,"('unperceptive', 'insightful')",0.2652676,0.2693026,0.004035
64,-2.7659543,-2.8736362,"('shy', 'confident')",-2.7659543,-2.8736362,-0.1076819
65,0.08602179,-0.09800516,"('insecure', 'secure')",0.0860218,-0.0980052,-0.184027
66,-0.86662054,-0.79621065,"('inactive', 'active')",-0.8666205,-0.7962106,0.0704099
67,0.4121345,0.35309547,"('doubtful', 'determined')",0.4121345,0.3530955,-0.059039
68,-0.42041102,-0.4743046,"('dependent', 'independent')",-0.420411,-0.4743046,-0.0538936
69,-0.5439271,-0.4189854,"('lazy', 'industrious')",-0.5439271,-0.4189854,0.1249417
70,0.28863811,0.19434656,"('lethargic', 'energetic')",0.2886381,0.1943466,-0.0942915
71,-0.0026671868,0.033837095,"('diffident', 'self-confident')",-0.0026672,0.0338371,0.0365043
72,-0.42072144,-0.40182078,"('unambitious', 'ambitious')",-0.4207214,-0.4018208,0.0189006
73,-0.9587923,-0.9938812,"('helpless', 'self-reliant')",-0.9587923,-0.9938812,-0.0350889
74,0.24188167,0.172634,"('undedicated', 'dedicated')",0.2418817,0.172634,-0.0692477
75,-0.53900635,-0.415021,"('meek', 'impulsive')",-0.5390064,-0.415021,0.1239854
76,0.32466334,0.27492696,"('anxious', 'daring')",0.3246633,0.274927,-0.0497363
77,-0.83605087,-0.8253017,"('unmotivated', 'motivated')",-0.8360509,-0.8253017,0.0107492
78,-0.24675031,-0.22198352,"('nonresilient', 'resilient')",-0.2467503,-0.2219835,0.0247668
79,-0.52464753,-0.3699774,"('wavering', 'unwavering')",-0.5246475,-0.3699774,0.1546701
80,0.12882392,0.0032002889,"('dominated', 'dominating')",0.1288239,0.0032003,-0.1256236
81,0.407855,0.32544675,"('submissive', 'aggressive')",0.407855,0.3254468,-0.0824082
82,2.3237638,2.3573601,"('poor', 'rich')",2.3237638,2.3573601,0.0335963
83,-0.493725,-0.59159654,"('powerless', 'powerful')",-0.493725,-0.5915965,-0.0978715
84,0.15878773,0.07510777,"('inferior', 'superior')",0.1587877,0.0751078,-0.0836799
85,-0.6776098,-0.48570478,"('insignificant', 'prestigious')",-0.6776098,-0.4857048,0.191905
86,-0.5862947,-0.71866876,"('uninfluential', 'influential')",-0.5862947,-0.7186688,-0.1323741
87,0.31378108,0.314737,"('unsuccessful', 'successful')",0.3137811,0.314737,0.0009559
88,0.27202278,0.164386,"('low', 'eminent')",0.2720228,0.164386,-0.1076368
