,trail_male,trail_female,tuple,average_male,average_female,female-male
42,-2.0570927,-1.9399388,"('unreliable', 'reliable')",-2.0570927,-1.9399388,0.1171539
43,1.6143169,1.6560842,"('irresponsible', 'responsible')",1.6143169,1.6560842,0.0417673
44,-1.4102018,-1.4218307,"('prejudiced', 'unprejudiced')",-1.4102018,-1.4218307,-0.0116289
45,0.8503631,0.7778135,"('incompetent', 'competent')",0.8503631,0.7778135,-0.0725496
46,0.04637084,-0.0006019287,"('uncompetitive', 'competitive')",0.0463708,-0.0006019,-0.0469727
47,5.417568,5.5211096,"('stupid', 'smart')",5.4175682,5.5211096,0.1035414
48,0.7192225,0.7322334,"('unintelligent', 'intelligent')",0.7192225,0.7322334,0.0130109
49,0.11823793,0.438623,"('unable', 'able')",0.1182379,0.438623,0.3203851
50,-0.6424344,-0.5846168,"('clumsy', 'skillful')",-0.6424344,-0.5846168,0.0578176
51,0.79537994,0.73904854,"('uneducated', 'educated')",0.7953799,0.7390485,-0.0563314
52,-0.719742,-0.78157365,"('irrational', 'rational')",-0.719742,-0.7815737,-0.0618317
53,-0.07715675,-0.045832627,"('uncreative', 'creative')",-0.0771568,-0.0458326,0.0313242
54,0.9006011,1.1872637,"('incapable', 'capable')",0.9006011,1.1872637,0.2866626
55,1.215787,1.233308,"('incompetent', 'clever')",1.2157871,1.233308,0.0175209
56,1.5681792,1.4855603,"('impractical', 'practical')",1.5681792,1.4855603,-0.0826189
57,-2.3665185,-2.3813465,"('unimaginative', 'imaginative')",-2.3665185,-2.3813465,-0.014828
58,0.2180898,0.15491086,"('undiscriminating', 'discriminating')",0.2180898,0.1549109,-0.0631789
59,-0.32625484,-0.27377164,"('foolish', 'wise')",-0.3262548,-0.2737716,0.0524832
60,1.5422826,1.5767031,"('inefficient', 'efficient')",1.5422826,1.5767031,0.0344205
61,0.5121652,0.38958776,"('illogical', 'logical')",0.5121652,0.3895878,-0.1225774
62,1.5242083,1.7000086,"('incompetent', 'brilliant')",1.5242083,1.7000086,0.1758003
63,0.90864444,0.9322614,"('unperceptive', 'insightful')",0.9086444,0.9322614,0.023617
64,-5.7136106,-5.7202997,"('shy', 'confident')",-5.7136106,-5.7202997,-0.0066891
65,0.61545795,0.5954686,"('insecure', 'secure')",0.615458,0.5954686,-0.0199894
66,-0.1305338,-0.23497234,"('inactive', 'active')",-0.1305338,-0.2349723,-0.1044385
67,-0.22773603,-0.25401396,"('doubtful', 'determined')",-0.227736,-0.254014,-0.026278
68,-0.8791145,-0.59895355,"('dependent', 'independent')",-0.8791145,-0.5989535,0.280161
69,-1.9645953,-1.808049,"('lazy', 'industrious')",-1.9645953,-1.808049,0.1565463
70,1.5438868,1.5523196,"('lethargic', 'energetic')",1.5438868,1.5523196,0.0084328
71,0.2643398,0.27624837,"('diffident', 'self-confident')",0.2643398,0.2762484,0.0119086
72,0.8441669,0.8431218,"('unambitious', 'ambitious')",0.8441669,0.8431218,-0.0010451
73,-3.313267,-3.1909766,"('helpless', 'self-reliant')",-3.313267,-3.1909766,0.1222904
74,0.54300976,0.33775735,"('undedicated', 'dedicated')",0.5430098,0.3377573,-0.2052525
75,-1.178666,-1.0010561,"('meek', 'impulsive')",-1.178666,-1.0010561,0.1776099
76,0.73511493,0.7012135,"('anxious', 'daring')",0.7351149,0.7012135,-0.0339014
77,-0.6484976,-0.52018636,"('unmotivated', 'motivated')",-0.6484976,-0.5201864,0.1283112
78,-0.7274667,-0.73225987,"('nonresilient', 'resilient')",-0.7274667,-0.7322599,-0.0047932
79,-0.9620789,-0.7501409,"('wavering', 'unwavering')",-0.9620789,-0.7501409,0.211938
80,0.33806428,0.039150164,"('dominated', 'dominating')",0.3380643,0.0391502,-0.2989141
81,0.57403445,0.51574445,"('submissive', 'aggressive')",0.5740345,0.5157444,-0.0582901
82,6.4827857,6.842901,"('poor', 'rich')",6.4827857,6.8429012,0.3601155
83,-0.044926178,-0.24731252,"('powerless', 'powerful')",-0.0449262,-0.2473125,-0.2023863
84,0.11788613,0.18316181,"('inferior', 'superior')",0.1178861,0.1831618,0.0652757
85,-1.4723762,-1.4931173,"('insignificant', 'prestigious')",-1.4723762,-1.4931173,-0.0207411
86,1.0245674,0.96474916,"('uninfluential', 'influential')",1.0245674,0.9647492,-0.0598182
87,0.28601637,0.35609755,"('unsuccessful', 'successful')",0.2860164,0.3560975,0.0700811
88,0.16827653,0.1514692,"('low', 'eminent')",0.1682765,0.1514692,-0.0168073
