,private_male,private_female,tuple,average_male,average_female,female-male
27,0.77401066,0.6185017,"('hardhearted', 'softhearted')",0.7740107,0.6185017,-0.155509
28,1.5696154,1.4687346,"('disloyal', 'loyal')",1.5696154,1.4687346,-0.1008808
29,-1.1747171,-1.2707978,"('unfair', 'fair')",-1.1747171,-1.2707978,-0.0960807
30,1.8671547,1.7796793,"('intolerant', 'tolerant')",1.8671547,1.7796793,-0.0874754
31,-3.0703957,-3.0808566,"('evil', 'good')",-3.0703957,-3.0808566,-0.0104609
32,1.3602601,1.2749617,"('unkind', 'kind')",1.3602601,1.2749617,-0.0852984
33,-0.7491112,-0.79059094,"('wrong', 'right')",-0.7491112,-0.7905909,-0.0414797
34,4.3833385,4.5766587,"('mean', 'honorable')",4.3833385,4.5766587,0.1933202
35,-1.7531868,-1.8922571,"('corrupt', 'incorrupt')",-1.7531868,-1.8922571,-0.1390703
36,-1.1853887,-1.3262732,"('hostile', 'amicable')",-1.1853887,-1.3262732,-0.1408845
37,0.8556817,0.789934,"('fake', 'genuine')",0.8556817,0.789934,-0.0657477
38,0.75170535,0.73098373,"('untruthful', 'truthful')",0.7517053,0.7309837,-0.0207216
39,1.0208029,1.0688102,"('exploitative', 'cooperative')",1.0208029,1.0688102,0.0480073
40,-1.7680387,-1.88836,"('stingy', 'generous')",-1.7680387,-1.88836,-0.1203213
41,0.9401656,0.7865717,"('unforgiving', 'forgiving')",0.9401656,0.7865717,-0.1535939
42,-2.1943715,-2.2465284,"('unreliable', 'reliable')",-2.1943715,-2.2465284,-0.0521569
43,1.6718861,1.6888422,"('irresponsible', 'responsible')",1.6718861,1.6888422,0.0169561
44,-1.0344881,-1.0130748,"('prejudiced', 'unprejudiced')",-1.0344881,-1.0130748,0.0214133
45,0.69376326,0.5704386,"('incompetent', 'competent')",0.6937633,0.5704386,-0.1233247
46,0.3092173,0.2823571,"('uncompetitive', 'competitive')",0.3092173,0.2823571,-0.0268602
47,4.9967756,5.234807,"('stupid', 'smart')",4.9967756,5.234807,0.2380314
48,0.75208604,0.66053045,"('unintelligent', 'intelligent')",0.752086,0.6605304,-0.0915556
49,0.425246,0.4798988,"('unable', 'able')",0.425246,0.4798988,0.0546528
50,-0.3787344,-0.43977422,"('clumsy', 'skillful')",-0.3787344,-0.4397742,-0.0610398
51,1.6033204,1.4417238,"('uneducated', 'educated')",1.6033204,1.4417238,-0.1615966
52,-1.0949315,-1.2495525,"('irrational', 'rational')",-1.0949315,-1.2495525,-0.154621
53,-0.14592266,-0.21711268,"('uncreative', 'creative')",-0.1459227,-0.2171127,-0.07119
54,0.8828302,0.9369393,"('incapable', 'capable')",0.8828302,0.9369393,0.0541091
55,1.4893023,1.4583185,"('incompetent', 'clever')",1.4893023,1.4583185,-0.0309838
56,1.921813,1.8573108,"('impractical', 'practical')",1.921813,1.8573108,-0.0645022
57,-2.016022,-2.097687,"('unimaginative', 'imaginative')",-2.016022,-2.097687,-0.081665
58,0.031155854,0.039380565,"('undiscriminating', 'discriminating')",0.0311559,0.0393806,0.0082247
59,-0.6712816,-0.67574143,"('foolish', 'wise')",-0.6712816,-0.6757414,-0.0044598
60,1.4548242,1.4919462,"('inefficient', 'efficient')",1.4548242,1.4919462,0.037122
61,0.48614183,0.3441298,"('illogical', 'logical')",0.4861418,0.3441298,-0.142012
62,1.4432436,1.4365118,"('incompetent', 'brilliant')",1.4432436,1.4365118,-0.0067318
63,0.88747054,0.91158473,"('unperceptive', 'insightful')",0.8874705,0.9115847,0.0241142
64,-5.2206144,-5.3188725,"('shy', 'confident')",-5.2206144,-5.3188725,-0.0982581
65,0.8421297,0.90193516,"('insecure', 'secure')",0.8421297,0.9019352,0.0598055
66,-0.9222714,-0.92121065,"('inactive', 'active')",-0.9222714,-0.9212106,0.0010608
67,-0.050804764,0.019557953,"('doubtful', 'determined')",-0.0508048,0.019558,0.0703628
68,-0.9471538,-0.9857657,"('dependent', 'independent')",-0.9471538,-0.9857657,-0.0386119
69,-2.4802196,-2.4609768,"('lazy', 'industrious')",-2.4802196,-2.4609768,0.0192428
70,1.6046531,1.5618995,"('lethargic', 'energetic')",1.6046531,1.5618995,-0.0427536
71,0.067543775,0.10409254,"('diffident', 'self-confident')",0.0675438,0.1040925,0.0365487
72,-0.09600662,0.006842464,"('unambitious', 'ambitious')",-0.0960066,0.0068425,0.1028491
73,-3.0200934,-2.9857743,"('helpless', 'self-reliant')",-3.0200934,-2.9857743,0.0343191
74,0.86439186,0.76561064,"('undedicated', 'dedicated')",0.8643919,0.7656106,-0.0987813
75,-1.537822,-1.414871,"('meek', 'impulsive')",-1.537822,-1.414871,0.122951
76,0.88002497,0.92019427,"('anxious', 'daring')",0.880025,0.9201943,0.0401693
77,-0.35406324,-0.32180306,"('unmotivated', 'motivated')",-0.3540632,-0.3218031,0.0322601
78,-0.42345655,-0.44475755,"('nonresilient', 'resilient')",-0.4234565,-0.4447576,-0.0213011
79,-0.48286283,-0.45759225,"('wavering', 'unwavering')",-0.4828628,-0.4575922,0.0252706
80,0.7297661,0.6521386,"('dominated', 'dominating')",0.7297661,0.6521386,-0.0776275
81,0.77776873,0.842638,"('submissive', 'aggressive')",0.7777687,0.842638,0.0648693
82,5.381711,5.4803505,"('poor', 'rich')",5.381711,5.4803505,0.0986395
83,0.16295734,0.13782632,"('powerless', 'powerful')",0.1629573,0.1378263,-0.025131
84,0.25856894,0.25108874,"('inferior', 'superior')",0.2585689,0.2510887,-0.0074802
85,-1.0257174,-1.062035,"('insignificant', 'prestigious')",-1.0257174,-1.062035,-0.0363176
86,0.76910496,0.60241973,"('uninfluential', 'influential')",0.769105,0.6024197,-0.1666853
87,0.48444527,0.53541327,"('unsuccessful', 'successful')",0.4844453,0.5354133,0.050968
88,0.5418991,0.34715685,"('low', 'eminent')",0.5418991,0.3471569,-0.1947422
