,body_male,body_female,tuple,average_male,average_female,female-male
65,0.57326454,0.61710465,"('insecure', 'secure')",0.5732645,0.6171046,0.0438401
66,0.3106159,0.12585124,"('inactive', 'active')",0.3106159,0.1258512,-0.1847647
67,-0.5863696,-0.4731525,"('doubtful', 'determined')",-0.5863696,-0.4731525,0.1132171
68,-0.565744,-0.60943353,"('dependent', 'independent')",-0.565744,-0.6094335,-0.0436895
69,-1.9255166,-1.8960097,"('lazy', 'industrious')",-1.9255166,-1.8960097,0.0295069
70,2.0147305,1.9064337,"('lethargic', 'energetic')",2.0147305,1.9064337,-0.1082968
71,0.28183085,0.40544352,"('diffident', 'self-confident')",0.2818308,0.4054435,0.1236127
72,1.1655918,1.3821685,"('unambitious', 'ambitious')",1.1655918,1.3821685,0.2165767
73,-2.6518502,-2.5452945,"('helpless', 'self-reliant')",-2.6518502,-2.5452945,0.1065557
74,0.81627566,0.5931895,"('undedicated', 'dedicated')",0.8162757,0.5931895,-0.2230862
75,-0.7835388,-0.679699,"('meek', 'impulsive')",-0.7835388,-0.679699,0.1038398
76,0.051692538,0.079723746,"('anxious', 'daring')",0.0516925,0.0797237,0.0280312
77,-1.0916426,-0.9116299,"('unmotivated', 'motivated')",-1.0916426,-0.9116299,0.1800127
78,-1.0768398,-1.0992587,"('nonresilient', 'resilient')",-1.0768398,-1.0992587,-0.0224189
79,-0.09529334,-0.21121582,"('wavering', 'unwavering')",-0.0952933,-0.2112158,-0.1159225
80,0.36276224,0.26584727,"('dominated', 'dominating')",0.3627622,0.2658473,-0.0969149
81,0.21751347,0.25244975,"('submissive', 'aggressive')",0.2175135,0.2524498,0.0349363
82,6.219612,6.2720904,"('poor', 'rich')",6.2196121,6.2720904,0.0524783
83,-0.30627602,-0.27923635,"('powerless', 'powerful')",-0.306276,-0.2792363,0.0270397
84,0.4003492,0.22046232,"('inferior', 'superior')",0.4003492,0.2204623,-0.1798869
85,-1.113183,-1.066169,"('insignificant', 'prestigious')",-1.113183,-1.066169,0.047014
86,1.3633789,1.218818,"('uninfluential', 'influential')",1.3633789,1.2188179,-0.144561
87,0.356259,0.4674974,"('unsuccessful', 'successful')",0.356259,0.4674974,0.1112384
88,0.19448616,0.14868589,"('low', 'eminent')",0.1944862,0.1486859,-0.0458003
