,panic_male,panic_female,tuple,average_male,average_female,female-male
27,1.5806931,1.4266028,"('hardhearted', 'softhearted')",1.5806931,1.4266028,-0.1540903
28,1.2938335,1.286796,"('disloyal', 'loyal')",1.2938335,1.286796,-0.0070375
29,-0.2123828,-0.3385351,"('unfair', 'fair')",-0.2123828,-0.3385351,-0.1261523
30,1.2082913,1.1247141,"('intolerant', 'tolerant')",1.2082913,1.1247141,-0.0835772
31,-1.6237025,-1.6674056,"('evil', 'good')",-1.6237025,-1.6674056,-0.0437031
32,1.5131177,1.370088,"('unkind', 'kind')",1.5131177,1.370088,-0.1430297
33,-0.8997989,-0.87520754,"('wrong', 'right')",-0.8997989,-0.8752075,0.0245914
34,4.469566,4.581169,"('mean', 'honorable')",4.4695659,4.5811691,0.1116032
35,-1.0967137,-1.1455204,"('corrupt', 'incorrupt')",-1.0967137,-1.1455204,-0.0488067
36,-1.5619756,-1.5787668,"('hostile', 'amicable')",-1.5619756,-1.5787668,-0.0167912
37,1.119158,1.0367765,"('fake', 'genuine')",1.119158,1.0367765,-0.0823815
38,0.091941416,-0.0012673587,"('untruthful', 'truthful')",0.0919414,-0.0012674,-0.0932088
39,0.18255883,0.1429003,"('exploitative', 'cooperative')",0.1825588,0.1429003,-0.0396585
40,-0.89036083,-1.0503951,"('stingy', 'generous')",-0.8903608,-1.0503951,-0.1600343
41,-0.062027913,-0.19338544,"('unforgiving', 'forgiving')",-0.0620279,-0.1933854,-0.1313575
42,-1.401424,-1.4293337,"('unreliable', 'reliable')",-1.4014241,-1.4293337,-0.0279096
43,1.7840436,1.6934782,"('irresponsible', 'responsible')",1.7840436,1.6934782,-0.0905654
44,-1.3982921,-1.5515429,"('prejudiced', 'unprejudiced')",-1.3982921,-1.5515429,-0.1532508
45,0.90940297,0.86961365,"('incompetent', 'competent')",0.909403,0.8696136,-0.0397894
46,0.16204095,0.1527592,"('uncompetitive', 'competitive')",0.1620409,0.1527592,-0.0092817
47,5.5775647,5.6175156,"('stupid', 'smart')",5.5775647,5.6175156,0.0399509
48,1.3911743,1.4340022,"('unintelligent', 'intelligent')",1.3911743,1.4340022,0.0428279
49,0.52104336,0.6203395,"('unable', 'able')",0.5210434,0.6203395,0.0992961
50,0.34618452,0.44130412,"('clumsy', 'skillful')",0.3461845,0.4413041,0.0951196
51,1.0376618,1.0537254,"('uneducated', 'educated')",1.0376618,1.0537254,0.0160636
52,-0.7977545,-0.7836171,"('irrational', 'rational')",-0.7977545,-0.7836171,0.0141374
53,0.6313684,0.62751836,"('uncreative', 'creative')",0.6313684,0.6275184,-0.00385
54,1.2628672,1.3648479,"('incapable', 'capable')",1.2628672,1.3648479,0.1019807
55,1.6036758,1.5522546,"('incompetent', 'clever')",1.6036758,1.5522546,-0.0514212
56,1.1299845,1.1251051,"('impractical', 'practical')",1.1299845,1.1251051,-0.0048794
57,-2.148509,-2.1476564,"('unimaginative', 'imaginative')",-2.148509,-2.1476564,0.0008526
58,-0.06521872,0.0034237988,"('undiscriminating', 'discriminating')",-0.0652187,0.0034238,0.0686425
59,-0.02856613,0.11870325,"('foolish', 'wise')",-0.0285661,0.1187033,0.1472694
60,1.2901828,1.2058339,"('inefficient', 'efficient')",1.2901828,1.2058339,-0.0843489
61,0.7585049,0.6952654,"('illogical', 'logical')",0.7585049,0.6952654,-0.0632395
62,2.3141007,2.285432,"('incompetent', 'brilliant')",2.3141007,2.2854321,-0.0286686
63,1.6444252,1.6399858,"('unperceptive', 'insightful')",1.6444252,1.6399858,-0.0044394
64,-5.0231075,-5.0603895,"('shy', 'confident')",-5.0231075,-5.0603895,-0.037282
65,1.4879416,1.4412996,"('insecure', 'secure')",1.4879416,1.4412996,-0.046642
66,-0.024108835,0.039816443,"('inactive', 'active')",-0.0241088,0.0398164,0.0639252
67,-0.81524825,-0.76919585,"('doubtful', 'determined')",-0.8152483,-0.7691959,0.0460524
68,0.054746285,0.12410208,"('dependent', 'independent')",0.0547463,0.1241021,0.0693558
69,-2.1679869,-2.2255528,"('lazy', 'industrious')",-2.1679869,-2.2255528,-0.0575659
70,1.9684794,1.9153055,"('lethargic', 'energetic')",1.9684794,1.9153055,-0.0531739
71,0.70349807,0.7830453,"('diffident', 'self-confident')",0.7034981,0.7830453,0.0795472
72,1.0652305,1.1099372,"('unambitious', 'ambitious')",1.0652305,1.1099372,0.0447067
73,-2.9608247,-2.9297066,"('helpless', 'self-reliant')",-2.9608247,-2.9297066,0.0311181
74,0.62895316,0.5415506,"('undedicated', 'dedicated')",0.6289532,0.5415506,-0.0874026
75,-0.89650744,-0.860397,"('meek', 'impulsive')",-0.8965074,-0.860397,0.0361104
76,1.4322686,1.3246588,"('anxious', 'daring')",1.4322686,1.3246588,-0.1076098
77,-0.62524754,-0.6357739,"('unmotivated', 'motivated')",-0.6252475,-0.6357739,-0.0105264
78,0.0076183756,-0.0059903488,"('nonresilient', 'resilient')",0.0076184,-0.0059903,-0.0136087
79,-0.18000993,-0.0596935,"('wavering', 'unwavering')",-0.1800099,-0.0596935,0.1203164
80,0.38999382,0.30546078,"('dominated', 'dominating')",0.3899938,0.3054608,-0.084533
81,0.74930227,0.7672046,"('submissive', 'aggressive')",0.7493023,0.7672046,0.0179023
82,6.6052732,6.7944403,"('poor', 'rich')",6.6052732,6.7944403,0.1891671
83,-0.27599338,-0.18058215,"('powerless', 'powerful')",-0.2759934,-0.1805822,0.0954112
84,0.068435654,0.19466679,"('inferior', 'superior')",0.0684357,0.1946668,0.1262311
85,-1.5316865,-1.4935623,"('insignificant', 'prestigious')",-1.5316865,-1.4935623,0.0381242
86,0.8749727,0.9130267,"('uninfluential', 'influential')",0.8749727,0.9130267,0.038054
87,0.4893743,0.63255787,"('unsuccessful', 'successful')",0.4893743,0.6325579,0.1431836
88,0.4614517,0.54155517,"('low', 'eminent')",0.4614517,0.5415552,0.0801035
