,prostacyclin_male,prostacyclin_female,tuple,average_male,average_female,female-male
27,0.052750796,-0.02820944,"('hardhearted', 'softhearted')",0.0527508,-0.0282094,-0.0809602
28,-1.1794088,-1.380558,"('disloyal', 'loyal')",-1.1794088,-1.380558,-0.2011492
29,-0.35274068,-0.33143127,"('unfair', 'fair')",-0.3527407,-0.3314313,0.0213094
30,-0.9722635,-1.0577401,"('intolerant', 'tolerant')",-0.9722635,-1.0577401,-0.0854766
31,0.108175054,0.23026747,"('evil', 'good')",0.1081751,0.2302675,0.1220924
32,0.6665144,0.42198783,"('unkind', 'kind')",0.6665144,0.4219878,-0.2445266
33,0.32078838,0.23645541,"('wrong', 'right')",0.3207884,0.2364554,-0.084333
34,0.68699443,0.8592441,"('mean', 'honorable')",0.6869944,0.8592441,0.1722497
35,1.180347,1.1247009,"('corrupt', 'incorrupt')",1.180347,1.1247009,-0.0556461
36,-0.12852451,-0.13334706,"('hostile', 'amicable')",-0.1285245,-0.1333471,-0.0048226
37,-0.36952415,-0.37946236,"('fake', 'genuine')",-0.3695242,-0.3794624,-0.0099382
38,-0.7509115,-0.8032703,"('untruthful', 'truthful')",-0.7509115,-0.8032703,-0.0523588
39,-0.12295486,-0.19199729,"('exploitative', 'cooperative')",-0.1229549,-0.1919973,-0.0690424
40,0.15686937,0.119030714,"('stingy', 'generous')",0.1568694,0.1190307,-0.0378387
41,-0.17806908,-0.2276109,"('unforgiving', 'forgiving')",-0.1780691,-0.2276109,-0.0495418
42,-0.38647237,-0.34756652,"('unreliable', 'reliable')",-0.3864724,-0.3475665,0.0389059
43,-1.1183991,-1.2203435,"('irresponsible', 'responsible')",-1.1183991,-1.2203435,-0.1019444
44,0.61320764,0.625293,"('prejudiced', 'unprejudiced')",0.6132076,0.625293,0.0120854
45,-1.5001245,-1.4434221,"('incompetent', 'competent')",-1.5001245,-1.4434221,0.0567024
46,-1.610109,-1.5804505,"('uncompetitive', 'competitive')",-1.610109,-1.5804505,0.0296585
47,0.81304437,0.8412503,"('stupid', 'smart')",0.8130444,0.8412503,0.0282059
48,-0.5699772,-0.55828166,"('unintelligent', 'intelligent')",-0.5699772,-0.5582817,0.0116955
49,0.07296906,0.15343368,"('unable', 'able')",0.0729691,0.1534337,0.0804646
50,0.2651465,0.23339425,"('clumsy', 'skillful')",0.2651465,0.2333943,-0.0317522
51,-0.6438259,-0.7522475,"('uneducated', 'educated')",-0.6438259,-0.7522475,-0.1084216
52,0.58670425,0.38605782,"('irrational', 'rational')",0.5867043,0.3860578,-0.2006465
53,-2.0017965,-2.1183028,"('uncreative', 'creative')",-2.0017965,-2.1183028,-0.1165063
54,-0.5618589,-0.69087017,"('incapable', 'capable')",-0.5618589,-0.6908702,-0.1290113
55,-1.4523134,-1.4269063,"('incompetent', 'clever')",-1.4523134,-1.4269063,0.0254071
56,-0.75195456,-0.76120764,"('impractical', 'practical')",-0.7519546,-0.7612076,-0.009253
57,-1.94545,-1.9901637,"('unimaginative', 'imaginative')",-1.9454499,-1.9901637,-0.0447138
58,-0.8274114,-0.8709506,"('undiscriminating', 'discriminating')",-0.8274114,-0.8709506,-0.0435392
59,0.82711726,0.757323,"('foolish', 'wise')",0.8271173,0.757323,-0.0697943
60,-1.2169375,-1.1318594,"('inefficient', 'efficient')",-1.2169375,-1.1318594,0.0850781
61,-1.1340355,-1.261535,"('illogical', 'logical')",-1.1340355,-1.261535,-0.1274995
62,-1.170433,-1.1318471,"('incompetent', 'brilliant')",-1.170433,-1.1318471,0.0385859
63,-1.084437,-1.0851209,"('unperceptive', 'insightful')",-1.084437,-1.0851209,-0.0006839
64,-0.8345672,-0.7882836,"('shy', 'confident')",-0.8345672,-0.7882836,0.0462836
65,-1.143216,-1.1900387,"('insecure', 'secure')",-1.143216,-1.1900387,-0.0468227
66,-0.7420621,-0.8122896,"('inactive', 'active')",-0.7420621,-0.8122896,-0.0702275
67,0.06608245,0.08863547,"('doubtful', 'determined')",0.0660824,0.0886355,0.0225531
68,0.082459345,0.1497725,"('dependent', 'independent')",0.0824593,0.1497725,0.0673132
69,1.0750817,1.1487783,"('lazy', 'industrious')",1.0750817,1.1487783,0.0736966
70,-1.6984491,-1.7542825,"('lethargic', 'energetic')",-1.6984491,-1.7542825,-0.0558334
71,-0.054885495,-0.06365758,"('diffident', 'self-confident')",-0.0548855,-0.0636576,-0.0087721
72,-1.1372406,-1.2118577,"('unambitious', 'ambitious')",-1.1372406,-1.2118577,-0.0746171
73,0.40925273,0.35492688,"('helpless', 'self-reliant')",0.4092527,0.3549269,-0.0543258
74,-0.26923016,-0.32582998,"('undedicated', 'dedicated')",-0.2692302,-0.32583,-0.0565998
75,0.7780716,0.8492058,"('meek', 'impulsive')",0.7780716,0.8492058,0.0711342
76,-1.4521468,-1.4651705,"('anxious', 'daring')",-1.4521468,-1.4651705,-0.0130237
77,-0.9540712,-0.7991372,"('unmotivated', 'motivated')",-0.9540712,-0.7991372,0.154934
78,-0.03153008,0.067640066,"('nonresilient', 'resilient')",-0.0315301,0.0676401,0.0991702
79,0.3436581,0.3145054,"('wavering', 'unwavering')",0.3436581,0.3145054,-0.0291527
80,-0.21195573,-0.168338,"('dominated', 'dominating')",-0.2119557,-0.168338,0.0436177
81,-0.58044076,-0.5232082,"('submissive', 'aggressive')",-0.5804408,-0.5232082,0.0572326
82,0.079597495,0.101176806,"('poor', 'rich')",0.0795975,0.1011768,0.0215793
83,-0.2198135,-0.21277986,"('powerless', 'powerful')",-0.2198135,-0.2127799,0.0070336
84,-0.17631689,-0.14141637,"('inferior', 'superior')",-0.1763169,-0.1414164,0.0349005
85,1.3077941,1.2083224,"('insignificant', 'prestigious')",1.3077941,1.2083224,-0.0994717
86,-1.7237968,-1.8791561,"('uninfluential', 'influential')",-1.7237968,-1.8791561,-0.1553593
87,-0.2699325,-0.342227,"('unsuccessful', 'successful')",-0.2699325,-0.342227,-0.0722945
88,-0.1713902,-0.29880297,"('low', 'eminent')",-0.1713902,-0.298803,-0.1274128
