,interject_male,interject_female,tuple,average_male,average_female,female-male
34,2.683167,2.809772,"('mean', 'honorable')",2.683167,2.809772,0.126605
35,-0.08214347,-0.23567142,"('corrupt', 'incorrupt')",-0.0821435,-0.2356714,-0.1535279
36,-0.12460084,-0.33026037,"('hostile', 'amicable')",-0.1246008,-0.3302604,-0.2056596
37,0.5456055,0.441892,"('fake', 'genuine')",0.5456055,0.441892,-0.1037135
38,-0.20399062,-0.21658416,"('untruthful', 'truthful')",-0.2039906,-0.2165842,-0.0125936
39,0.9266358,0.94346076,"('exploitative', 'cooperative')",0.9266358,0.9434608,0.016825
40,-0.91265136,-1.0471843,"('stingy', 'generous')",-0.9126514,-1.0471843,-0.1345329
41,0.43625063,0.39589357,"('unforgiving', 'forgiving')",0.4362506,0.3958936,-0.040357
42,-1.543704,-1.507259,"('unreliable', 'reliable')",-1.543704,-1.507259,0.036445
43,-0.008584283,0.027883671,"('irresponsible', 'responsible')",-0.0085843,0.0278837,0.036468
44,0.35869366,0.33363366,"('prejudiced', 'unprejudiced')",0.3586937,0.3336337,-0.02506
45,-0.25902632,-0.24073021,"('incompetent', 'competent')",-0.2590263,-0.2407302,0.0182961
46,-0.7064271,-0.6555298,"('uncompetitive', 'competitive')",-0.7064271,-0.6555298,0.0508973
47,2.8724666,2.9440484,"('stupid', 'smart')",2.8724666,2.9440484,0.0715818
48,0.5167078,0.5647655,"('unintelligent', 'intelligent')",0.5167078,0.5647655,0.0480577
49,-0.18071838,-0.031357802,"('unable', 'able')",-0.1807184,-0.0313578,0.1493606
50,-0.29891422,-0.3717098,"('clumsy', 'skillful')",-0.2989142,-0.3717098,-0.0727956
51,-0.5849579,-0.62302214,"('uneducated', 'educated')",-0.5849579,-0.6230221,-0.0380642
52,0.14008291,-0.082953714,"('irrational', 'rational')",0.1400829,-0.0829537,-0.2230366
53,-0.631182,-0.7218196,"('uncreative', 'creative')",-0.631182,-0.7218196,-0.0906376
54,-0.14229587,-0.20665517,"('incapable', 'capable')",-0.1422959,-0.2066552,-0.0643593
55,0.33592108,0.42487648,"('incompetent', 'clever')",0.3359211,0.4248765,0.0889554
56,0.5067057,0.52683693,"('impractical', 'practical')",0.5067057,0.5268369,0.0201312
57,-1.7372202,-1.7454438,"('unimaginative', 'imaginative')",-1.7372202,-1.7454438,-0.0082236
58,0.069484934,0.046570454,"('undiscriminating', 'discriminating')",0.0694849,0.0465705,-0.0229144
59,0.25651172,0.2648076,"('foolish', 'wise')",0.2565117,0.2648076,0.0082959
60,0.75428146,0.89112186,"('inefficient', 'efficient')",0.7542815,0.8911219,0.1368404
61,0.12682305,0.025652789,"('illogical', 'logical')",0.1268231,0.0256528,-0.1011703
62,0.5574824,0.63024855,"('incompetent', 'brilliant')",0.5574824,0.6302485,0.0727661
63,-0.2559572,-0.16082369,"('unperceptive', 'insightful')",-0.2559572,-0.1608237,0.0951335
64,-3.0422661,-2.973102,"('shy', 'confident')",-3.0422661,-2.9731021,0.069164
65,0.26201284,0.33235392,"('insecure', 'secure')",0.2620128,0.3323539,0.0703411
66,-0.5447147,-0.6777168,"('inactive', 'active')",-0.5447147,-0.6777168,-0.1330021
67,0.12823217,0.16919374,"('doubtful', 'determined')",0.1282322,0.1691937,0.0409615
68,-0.46045607,-0.40207708,"('dependent', 'independent')",-0.4604561,-0.4020771,0.058379
69,0.03519009,-0.015594352,"('lazy', 'industrious')",0.0351901,-0.0155944,-0.0507845
70,0.14416061,0.1301652,"('lethargic', 'energetic')",0.1441606,0.1301652,-0.0139954
71,0.35758638,0.346832,"('diffident', 'self-confident')",0.3575864,0.346832,-0.0107544
72,-0.20557548,-0.17805582,"('unambitious', 'ambitious')",-0.2055755,-0.1780558,0.0275197
73,-1.293513,-1.3789599,"('helpless', 'self-reliant')",-1.2935129,-1.3789599,-0.085447
74,-0.13421477,-0.21986648,"('undedicated', 'dedicated')",-0.1342148,-0.2198665,-0.0856517
75,-0.34114778,-0.3434173,"('meek', 'impulsive')",-0.3411478,-0.3434173,-0.0022695
76,0.153274,0.18134299,"('anxious', 'daring')",0.153274,0.181343,0.028069
77,-0.94493186,-0.85749036,"('unmotivated', 'motivated')",-0.9449319,-0.8574904,0.0874415
78,-0.6263268,-0.5887296,"('nonresilient', 'resilient')",-0.6263268,-0.5887296,0.0375972
79,-0.1497301,-0.24362257,"('wavering', 'unwavering')",-0.1497301,-0.2436226,-0.0938925
80,-0.3051095,-0.26116624,"('dominated', 'dominating')",-0.3051095,-0.2611662,0.0439433
81,0.11065632,0.23568705,"('submissive', 'aggressive')",0.1106563,0.235687,0.1250307
82,2.7428641,2.7463176,"('poor', 'rich')",2.7428641,2.7463176,0.0034535
83,-0.15414238,-0.18883227,"('powerless', 'powerful')",-0.1541424,-0.1888323,-0.0346899
84,0.6414436,0.6872172,"('inferior', 'superior')",0.6414436,0.6872172,0.0457736
85,-0.38275743,-0.57616353,"('insignificant', 'prestigious')",-0.3827574,-0.5761635,-0.1934061
86,-0.8618166,-0.95763046,"('uninfluential', 'influential')",-0.8618166,-0.9576305,-0.0958139
87,0.23112395,0.18823783,"('unsuccessful', 'successful')",0.231124,0.1882378,-0.0428862
88,0.37591255,0.23184101,"('low', 'eminent')",0.3759125,0.231841,-0.1440715
