,chopstick_male,chopstick_female,tuple,average_male,average_female,female-male
77,0.083923385,0.2484455,"('unmotivated', 'motivated')",0.0839234,0.2484455,0.1645221
78,0.12551914,0.2890998,"('nonresilient', 'resilient')",0.1255191,0.2890998,0.1635807
79,-0.7663868,-0.92320794,"('wavering', 'unwavering')",-0.7663868,-0.9232079,-0.1568211
80,0.15995263,0.1961494,"('dominated', 'dominating')",0.1599526,0.1961494,0.0361968
81,0.3918062,0.44729924,"('submissive', 'aggressive')",0.3918062,0.4472992,0.055493
82,2.483158,2.6412947,"('poor', 'rich')",2.4831581,2.6412947,0.1581366
83,-0.46373224,-0.4757655,"('powerless', 'powerful')",-0.4637322,-0.4757655,-0.0120333
84,0.23911524,0.19319598,"('inferior', 'superior')",0.2391152,0.193196,-0.0459192
85,-1.1807511,-1.1742629,"('insignificant', 'prestigious')",-1.1807511,-1.1742629,0.0064882
86,0.43534794,0.28857017,"('uninfluential', 'influential')",0.4353479,0.2885702,-0.1467777
87,0.83666533,0.7976913,"('unsuccessful', 'successful')",0.8366653,0.7976913,-0.038974
88,-0.23547447,-0.25106865,"('low', 'eminent')",-0.2354745,-0.2510687,-0.0155942
