,fee_male,fee_female,tuple,average_male,average_female,female-male
47,5.056852,5.324696,"('stupid', 'smart')",5.0568519,5.3246961,0.2678442
48,0.70693004,0.6781798,"('unintelligent', 'intelligent')",0.70693,0.6781798,-0.0287502
49,0.35137793,0.5632814,"('unable', 'able')",0.3513779,0.5632814,0.2119035
50,-0.06715034,-0.1452004,"('clumsy', 'skillful')",-0.0671503,-0.1452004,-0.0780501
51,1.1951334,1.2745931,"('uneducated', 'educated')",1.1951334,1.2745931,0.0794597
52,-0.07873763,-0.12632531,"('irrational', 'rational')",-0.0787376,-0.1263253,-0.0475877
53,-0.005549659,-0.023011593,"('uncreative', 'creative')",-0.0055497,-0.0230116,-0.0174619
54,1.1784052,1.6045986,"('incapable', 'capable')",1.1784052,1.6045986,0.4261934
55,1.0988773,1.1176116,"('incompetent', 'clever')",1.0988773,1.1176116,0.0187343
56,0.29396224,0.5756405,"('impractical', 'practical')",0.2939622,0.5756405,0.2816783
57,-2.1973045,-2.287821,"('unimaginative', 'imaginative')",-2.1973045,-2.2878211,-0.0905166
58,0.19513477,0.093514286,"('undiscriminating', 'discriminating')",0.1951348,0.0935143,-0.1016205
59,0.14498262,0.18984777,"('foolish', 'wise')",0.1449826,0.1898478,0.0448652
60,0.5566509,0.61419344,"('inefficient', 'efficient')",0.5566509,0.6141934,0.0575425
61,0.5518703,0.40181756,"('illogical', 'logical')",0.5518703,0.4018176,-0.1500527
62,1.1843468,1.4918358,"('incompetent', 'brilliant')",1.1843468,1.4918358,0.307489
63,0.66404516,0.8726157,"('unperceptive', 'insightful')",0.6640452,0.8726157,0.2085705
64,-6.4481926,-6.28571,"('shy', 'confident')",-6.4481926,-6.2857099,0.1624827
65,0.25995785,0.3665668,"('insecure', 'secure')",0.2599578,0.3665668,0.106609
66,-0.49551776,-0.5386901,"('inactive', 'active')",-0.4955178,-0.5386901,-0.0431723
67,-0.8698816,-1.0047387,"('doubtful', 'determined')",-0.8698816,-1.0047387,-0.1348571
68,-0.6414453,-0.54157984,"('dependent', 'independent')",-0.6414453,-0.5415798,0.0998655
69,-2.1344564,-1.9982622,"('lazy', 'industrious')",-2.1344564,-1.9982622,0.1361942
70,1.7423444,1.7635992,"('lethargic', 'energetic')",1.7423444,1.7635992,0.0212548
71,0.40473732,0.6859601,"('diffident', 'self-confident')",0.4047373,0.6859601,0.2812228
72,0.9913001,1.188792,"('unambitious', 'ambitious')",0.9913001,1.188792,0.1974919
73,-2.283865,-2.1764123,"('helpless', 'self-reliant')",-2.283865,-2.1764123,0.1074527
74,0.3641158,0.20642407,"('undedicated', 'dedicated')",0.3641158,0.2064241,-0.1576917
75,-1.2286928,-1.1247705,"('meek', 'impulsive')",-1.2286928,-1.1247705,0.1039223
76,0.48373878,0.22360222,"('anxious', 'daring')",0.4837388,0.2236022,-0.2601366
77,-1.496834,-1.1546228,"('unmotivated', 'motivated')",-1.496834,-1.1546228,0.3422112
78,-0.7735251,-0.6824567,"('nonresilient', 'resilient')",-0.7735251,-0.6824567,0.0910684
79,-0.31200653,-0.3429557,"('wavering', 'unwavering')",-0.3120065,-0.3429557,-0.0309492
80,0.35738802,0.36159733,"('dominated', 'dominating')",0.357388,0.3615973,0.0042093
81,0.018155448,0.0019986108,"('submissive', 'aggressive')",0.0181554,0.0019986,-0.0161568
82,6.252987,6.5389843,"('poor', 'rich')",6.2529869,6.5389843,0.2859974
83,-0.26978233,-0.23657191,"('powerless', 'powerful')",-0.2697823,-0.2365719,0.0332104
84,0.20379308,0.26713973,"('inferior', 'superior')",0.2037931,0.2671397,0.0633466
85,-1.0029672,-1.2662622,"('insignificant', 'prestigious')",-1.0029672,-1.2662622,-0.263295
86,0.903406,0.8974413,"('uninfluential', 'influential')",0.903406,0.8974413,-0.0059647
87,0.5633511,0.89315623,"('unsuccessful', 'successful')",0.5633511,0.8931562,0.3298051
88,0.2679099,0.3230396,"('low', 'eminent')",0.2679099,0.3230396,0.0551297
