,input_male,input_female,tuple,average_male,average_female,female-male
58,-0.065989375,-0.11071879,"('undiscriminating', 'discriminating')",-0.0659894,-0.1107188,-0.0447294
59,-0.4477794,-0.37265524,"('foolish', 'wise')",-0.4477794,-0.3726552,0.0751242
60,1.2390088,1.3837135,"('inefficient', 'efficient')",1.2390088,1.3837135,0.1447047
61,0.5836388,0.34266976,"('illogical', 'logical')",0.5836388,0.3426698,-0.240969
62,1.4729856,1.5928054,"('incompetent', 'brilliant')",1.4729856,1.5928054,0.1198198
63,0.6880021,0.7753471,"('unperceptive', 'insightful')",0.6880021,0.7753471,0.087345
64,-5.672447,-5.53709,"('shy', 'confident')",-5.6724472,-5.5370898,0.1353574
65,1.3730961,1.3607394,"('insecure', 'secure')",1.3730961,1.3607394,-0.0123567
66,-0.30677682,-0.3629856,"('inactive', 'active')",-0.3067768,-0.3629856,-0.0562088
67,-0.6537519,-0.5472196,"('doubtful', 'determined')",-0.6537519,-0.5472196,0.1065323
68,-0.45285642,-0.42276895,"('dependent', 'independent')",-0.4528564,-0.422769,0.0300874
69,-2.249887,-2.1458802,"('lazy', 'industrious')",-2.249887,-2.1458802,0.1040068
70,2.1441357,2.155917,"('lethargic', 'energetic')",2.1441357,2.1559169,0.0117812
71,-0.109209694,0.055839732,"('diffident', 'self-confident')",-0.1092097,0.0558397,0.1650494
72,1.0768497,1.1950215,"('unambitious', 'ambitious')",1.0768497,1.1950215,0.1181718
73,-3.2703545,-3.1378775,"('helpless', 'self-reliant')",-3.2703545,-3.1378775,0.132477
74,0.055453714,0.001272209,"('undedicated', 'dedicated')",0.0554537,0.0012722,-0.0541815
75,-1.0679648,-0.94049615,"('meek', 'impulsive')",-1.0679648,-0.9404961,0.1274687
76,1.3772725,1.3229716,"('anxious', 'daring')",1.3772725,1.3229716,-0.0543009
77,-1.0990919,-1.003365,"('unmotivated', 'motivated')",-1.0990919,-1.003365,0.0957269
78,-0.7758521,-0.6868354,"('nonresilient', 'resilient')",-0.7758521,-0.6868354,0.0890167
79,-0.72546136,-0.78163755,"('wavering', 'unwavering')",-0.7254614,-0.7816375,-0.0561761
80,0.66176707,0.5434764,"('dominated', 'dominating')",0.6617671,0.5434764,-0.1182907
81,1.2344793,1.2122132,"('submissive', 'aggressive')",1.2344793,1.2122132,-0.0222661
82,5.9533057,6.146062,"('poor', 'rich')",5.9533057,6.1460619,0.1927562
83,-0.35421938,-0.3467388,"('powerless', 'powerful')",-0.3542194,-0.3467388,0.0074806
84,0.08469199,0.076614596,"('inferior', 'superior')",0.084692,0.0766146,-0.0080774
85,-2.1536458,-2.136931,"('insignificant', 'prestigious')",-2.1536458,-2.1369309,0.0167149
86,0.6972552,0.6447168,"('uninfluential', 'influential')",0.6972552,0.6447168,-0.0525384
87,-0.14640883,-0.027104571,"('unsuccessful', 'successful')",-0.1464088,-0.0271046,0.1193042
88,0.06033102,0.10050439,"('low', 'eminent')",0.060331,0.1005044,0.0401734
