,development_male,development_female,tuple,average_male,average_female,female-male
74,-0.4531998,-0.42653343,"('undedicated', 'dedicated')",-0.4531998,-0.4265334,0.0266664
75,-0.8491969,-0.7513951,"('meek', 'impulsive')",-0.8491969,-0.7513951,0.0978018
76,-0.015733797,0.08561191,"('anxious', 'daring')",-0.0157338,0.0856119,0.1013457
77,-0.92952263,-0.86706173,"('unmotivated', 'motivated')",-0.9295226,-0.8670617,0.0624609
78,-0.26694307,-0.30091923,"('nonresilient', 'resilient')",-0.2669431,-0.3009192,-0.0339761
79,-0.5031121,-0.55631953,"('wavering', 'unwavering')",-0.5031121,-0.5563195,-0.0532074
80,-0.16559348,-0.20298637,"('dominated', 'dominating')",-0.1655935,-0.2029864,-0.0373929
81,0.33047524,0.46158525,"('submissive', 'aggressive')",0.3304752,0.4615853,0.1311101
82,5.761821,5.983456,"('poor', 'rich')",5.7618208,5.9834561,0.2216353
83,-0.16259429,-0.19507456,"('powerless', 'powerful')",-0.1625943,-0.1950746,-0.0324803
84,-0.42823905,-0.41776785,"('inferior', 'superior')",-0.428239,-0.4177679,0.0104711
85,-0.7579278,-0.86747146,"('insignificant', 'prestigious')",-0.7579278,-0.8674715,-0.1095437
86,0.32715544,0.22815983,"('uninfluential', 'influential')",0.3271554,0.2281598,-0.0989956
87,-0.12157665,0.012942869,"('unsuccessful', 'successful')",-0.1215767,0.0129429,0.1345196
88,0.34507456,0.26762173,"('low', 'eminent')",0.3450746,0.2676217,-0.0774529
