,premeditation_male,premeditation_female,tuple,average_male,average_female,female-male
22,0.06485858,0.024894543,"('untrustworthy', 'trustworthy')",0.0648586,0.0248945,-0.0399641
23,1.821061,1.8400471,"('insincere', 'sincere')",1.821061,1.8400471,0.0189861
24,-0.34708822,-0.2662758,"('dishonest', 'honest')",-0.3470882,-0.2662758,0.0808124
25,1.0832229,0.87325716,"('egoistic', 'altruistic')",1.0832229,0.8732572,-0.2099657
26,0.8228184,0.6498286,"('hardhearted', 'benevolent')",0.8228184,0.6498286,-0.1729898
27,-0.6889314,-0.5806275,"('hardhearted', 'softhearted')",-0.6889314,-0.5806275,0.1083039
28,-0.27780205,-0.3364097,"('disloyal', 'loyal')",-0.2778021,-0.3364097,-0.0586076
29,-0.33357808,-0.31222773,"('unfair', 'fair')",-0.3335781,-0.3122277,0.0213504
30,0.43242368,0.43267697,"('intolerant', 'tolerant')",0.4324237,0.432677,0.0002533
31,-0.30692312,-0.4605137,"('evil', 'good')",-0.3069231,-0.4605137,-0.1535906
32,0.26242208,0.27253982,"('unkind', 'kind')",0.2624221,0.2725398,0.0101177
33,-0.17375189,-0.19799194,"('wrong', 'right')",-0.1737519,-0.1979919,-0.02424
34,2.5181084,2.6073167,"('mean', 'honorable')",2.5181084,2.6073167,0.0892083
35,0.7362129,0.50636715,"('corrupt', 'incorrupt')",0.7362129,0.5063671,-0.2298458
36,0.39582077,-0.016693413,"('hostile', 'amicable')",0.3958208,-0.0166934,-0.4125142
37,-0.23733805,-0.18368545,"('fake', 'genuine')",-0.2373381,-0.1836855,0.0536526
38,0.103816874,0.15595913,"('untruthful', 'truthful')",0.1038169,0.1559591,0.0521422
39,0.078559764,0.2724204,"('exploitative', 'cooperative')",0.0785598,0.2724204,0.1938606
40,-1.0071551,-1.1735736,"('stingy', 'generous')",-1.0071551,-1.1735736,-0.1664185
41,-0.21245119,-0.30267066,"('unforgiving', 'forgiving')",-0.2124512,-0.3026707,-0.0902195
42,-0.2166286,-0.22836436,"('unreliable', 'reliable')",-0.2166286,-0.2283644,-0.0117358
43,-0.51449585,-0.3011697,"('irresponsible', 'responsible')",-0.5144958,-0.3011697,0.2133261
44,0.05999961,0.3027731,"('prejudiced', 'unprejudiced')",0.0599996,0.3027731,0.2427735
45,0.16088079,0.091308646,"('incompetent', 'competent')",0.1608808,0.0913086,-0.0695722
46,-1.3176464,-1.2055899,"('uncompetitive', 'competitive')",-1.3176464,-1.2055899,0.1120565
47,1.9208332,2.0831993,"('stupid', 'smart')",1.9208332,2.0831993,0.1623661
48,-0.8274709,-0.6461592,"('unintelligent', 'intelligent')",-0.8274709,-0.6461592,0.1813117
49,0.13408609,0.32641554,"('unable', 'able')",0.1340861,0.3264155,0.1923294
50,1.3233714,1.3023833,"('clumsy', 'skillful')",1.3233714,1.3023833,-0.0209881
51,-0.031812057,-0.15004344,"('uneducated', 'educated')",-0.0318121,-0.1500434,-0.1182313
52,0.079298586,-0.1715822,"('irrational', 'rational')",0.0792986,-0.1715822,-0.2508808
53,-0.40491238,-0.5528278,"('uncreative', 'creative')",-0.4049124,-0.5528278,-0.1479154
54,1.373301,1.2320856,"('incapable', 'capable')",1.373301,1.2320856,-0.1412154
55,-0.64492565,-0.45764315,"('incompetent', 'clever')",-0.6449257,-0.4576432,0.1872825
56,0.39860088,0.4721815,"('impractical', 'practical')",0.3986009,0.4721815,0.0735806
57,-1.1150483,-1.3363224,"('unimaginative', 'imaginative')",-1.1150483,-1.3363224,-0.2212741
58,-0.40178198,-0.52842516,"('undiscriminating', 'discriminating')",-0.401782,-0.5284252,-0.1266432
59,0.15184186,0.17916381,"('foolish', 'wise')",0.1518419,0.1791638,0.0273219
60,-0.49244785,-0.18047896,"('inefficient', 'efficient')",-0.4924479,-0.180479,0.3119689
61,-0.35880113,-0.29429767,"('illogical', 'logical')",-0.3588011,-0.2942977,0.0645034
62,0.6123964,0.7495198,"('incompetent', 'brilliant')",0.6123964,0.7495198,0.1371234
63,-0.19193675,-0.1659098,"('unperceptive', 'insightful')",-0.1919367,-0.1659098,0.0260269
64,-2.7321417,-2.7723205,"('shy', 'confident')",-2.7321417,-2.7723205,-0.0401788
65,-0.72679204,-0.6340462,"('insecure', 'secure')",-0.726792,-0.6340462,0.0927458
66,-0.20276648,-0.43827948,"('inactive', 'active')",-0.2027665,-0.4382795,-0.235513
67,0.5166336,0.5114164,"('doubtful', 'determined')",0.5166336,0.5114164,-0.0052172
68,-0.07479616,0.012526963,"('dependent', 'independent')",-0.0747962,0.012527,0.0873232
69,1.0588909,0.9430788,"('lazy', 'industrious')",1.0588909,0.9430788,-0.1158121
70,0.0094552,0.10789066,"('lethargic', 'energetic')",0.0094552,0.1078907,0.0984355
71,-0.03754174,0.10830642,"('diffident', 'self-confident')",-0.0375417,0.1083064,0.1458481
72,-0.3303758,-0.22639924,"('unambitious', 'ambitious')",-0.3303758,-0.2263992,0.1039766
73,-0.44901896,-0.39929265,"('helpless', 'self-reliant')",-0.449019,-0.3992926,0.0497264
74,-0.15028659,-0.25045845,"('undedicated', 'dedicated')",-0.1502866,-0.2504584,-0.1001718
75,0.97094715,0.9515065,"('meek', 'impulsive')",0.9709471,0.9515065,-0.0194406
76,-0.4310153,-0.2177019,"('anxious', 'daring')",-0.4310153,-0.2177019,0.2133134
77,0.03312405,-0.02303486,"('unmotivated', 'motivated')",0.033124,-0.0230349,-0.0561589
78,-1.018659,-0.94844925,"('nonresilient', 'resilient')",-1.018659,-0.9484493,0.0702097
79,1.046787,0.8085146,"('wavering', 'unwavering')",1.046787,0.8085146,-0.2382724
80,-0.40588754,-0.39334032,"('dominated', 'dominating')",-0.4058875,-0.3933403,0.0125472
81,-0.43068984,-0.18937674,"('submissive', 'aggressive')",-0.4306898,-0.1893767,0.2413131
82,2.9627035,2.9961083,"('poor', 'rich')",2.9627035,2.9961083,0.0334048
83,0.06949517,0.052153595,"('powerless', 'powerful')",0.0694952,0.0521536,-0.0173416
84,0.60148215,0.49893504,"('inferior', 'superior')",0.6014822,0.498935,-0.1025472
85,1.8458338,1.4998841,"('insignificant', 'prestigious')",1.8458338,1.4998841,-0.3459497
86,-0.94707006,-1.1054251,"('uninfluential', 'influential')",-0.9470701,-1.1054251,-0.158355
87,0.47608265,0.4174807,"('unsuccessful', 'successful')",0.4760827,0.4174807,-0.058602
88,1.7721809,1.549483,"('low', 'eminent')",1.7721809,1.5494829,-0.222698
