,culture_male,culture_female,tuple,average_male,average_female,female-male
50,-0.09292004,-0.075707525,"('clumsy', 'skillful')",-0.09292,-0.0757075,0.0172125
51,0.28421625,0.24272966,"('uneducated', 'educated')",0.2842163,0.2427297,-0.0414866
52,0.020189714,-0.10906473,"('irrational', 'rational')",0.0201897,-0.1090647,-0.1292544
53,0.09175733,0.104150824,"('uncreative', 'creative')",0.0917573,0.1041508,0.0123935
54,0.9616488,1.1230816,"('incapable', 'capable')",0.9616488,1.1230816,0.1614328
55,0.7919749,0.7502021,"('incompetent', 'clever')",0.7919749,0.7502021,-0.0417728
56,0.6821401,0.61937636,"('impractical', 'practical')",0.6821401,0.6193764,-0.0627637
57,-2.6524887,-2.656568,"('unimaginative', 'imaginative')",-2.6524887,-2.6565681,-0.0040794
58,0.058013145,0.052354038,"('undiscriminating', 'discriminating')",0.0580131,0.052354,-0.0056591
59,0.34476605,0.37993822,"('foolish', 'wise')",0.3447661,0.3799382,0.0351721
60,0.33922607,0.4090144,"('inefficient', 'efficient')",0.3392261,0.4090144,0.0697883
61,0.27278686,0.084489726,"('illogical', 'logical')",0.2727869,0.0844897,-0.1882972
62,0.8284444,0.8757665,"('incompetent', 'brilliant')",0.8284444,0.8757665,0.0473221
63,0.20513335,0.22208881,"('unperceptive', 'insightful')",0.2051333,0.2220888,0.0169555
64,-6.145156,-6.1273885,"('shy', 'confident')",-6.1451559,-6.1273885,0.0177674
65,0.5163039,0.49487472,"('insecure', 'secure')",0.5163039,0.4948747,-0.0214292
66,-0.20074321,-0.23246104,"('inactive', 'active')",-0.2007432,-0.232461,-0.0317178
67,-0.46694836,-0.3886099,"('doubtful', 'determined')",-0.4669484,-0.3886099,0.0783385
68,-0.7373049,-0.7455916,"('dependent', 'independent')",-0.7373049,-0.7455916,-0.0082867
69,-1.5419251,-1.5273335,"('lazy', 'industrious')",-1.5419251,-1.5273335,0.0145916
70,0.88951945,0.8579446,"('lethargic', 'energetic')",0.8895195,0.8579446,-0.0315749
71,0.32960373,0.36300355,"('diffident', 'self-confident')",0.3296037,0.3630036,0.0333999
72,0.62841845,0.73072577,"('unambitious', 'ambitious')",0.6284184,0.7307258,0.1023074
73,-2.8873775,-2.8465986,"('helpless', 'self-reliant')",-2.8873775,-2.8465986,0.0407789
74,-0.037579916,-0.16282967,"('undedicated', 'dedicated')",-0.0375799,-0.1628297,-0.1252498
75,-1.0016067,-0.8700389,"('meek', 'impulsive')",-1.0016067,-0.8700389,0.1315678
76,0.45721087,0.43704873,"('anxious', 'daring')",0.4572109,0.4370487,-0.0201622
77,-1.3332431,-1.1709805,"('unmotivated', 'motivated')",-1.3332431,-1.1709805,0.1622626
78,-0.78994006,-0.8185227,"('nonresilient', 'resilient')",-0.7899401,-0.8185227,-0.0285826
79,-0.0903252,-0.029907752,"('wavering', 'unwavering')",-0.0903252,-0.0299078,0.0604174
80,-0.27081043,-0.34957594,"('dominated', 'dominating')",-0.2708104,-0.3495759,-0.0787655
81,-0.2223804,-0.17298754,"('submissive', 'aggressive')",-0.2223804,-0.1729875,0.0493929
82,6.2375426,6.3791275,"('poor', 'rich')",6.2375426,6.3791275,0.1415849
83,-0.34674183,-0.26507694,"('powerless', 'powerful')",-0.3467418,-0.2650769,0.0816649
84,0.10000187,0.10474643,"('inferior', 'superior')",0.1000019,0.1047464,0.0047445
85,-0.5048728,-0.5420811,"('insignificant', 'prestigious')",-0.5048728,-0.5420811,-0.0372083
86,0.41960537,0.3489312,"('uninfluential', 'influential')",0.4196054,0.3489312,-0.0706742
87,0.11507587,0.15456583,"('unsuccessful', 'successful')",0.1150759,0.1545658,0.0394899
88,-0.10473781,-0.08822573,"('low', 'eminent')",-0.1047378,-0.0882257,0.0165121
