,type_male,type_female,tuple,average_male,average_female,female-male
36,-1.0191487,-1.1163375,"('hostile', 'amicable')",-1.0191487,-1.1163375,-0.0971888
37,1.0686262,1.032769,"('fake', 'genuine')",1.0686262,1.032769,-0.0358572
38,-0.18554822,-0.093243144,"('untruthful', 'truthful')",-0.1855482,-0.0932431,0.0923051
39,-0.060547244,-0.17308027,"('exploitative', 'cooperative')",-0.0605472,-0.1730803,-0.1125331
40,-1.5965469,-1.7827065,"('stingy', 'generous')",-1.5965469,-1.7827065,-0.1861596
41,0.05535672,0.004127603,"('unforgiving', 'forgiving')",0.0553567,0.0041276,-0.0512291
42,-2.3452013,-2.14149,"('unreliable', 'reliable')",-2.3452013,-2.14149,0.2037113
43,1.019316,1.2281193,"('irresponsible', 'responsible')",1.019316,1.2281193,0.2088033
44,-1.3058494,-1.307338,"('prejudiced', 'unprejudiced')",-1.3058494,-1.307338,-0.0014886
45,0.17321622,0.23607512,"('incompetent', 'competent')",0.1732162,0.2360751,0.0628589
46,-0.6498873,-0.36414364,"('uncompetitive', 'competitive')",-0.6498873,-0.3641436,0.2857437
47,5.232982,5.5030932,"('stupid', 'smart')",5.2329822,5.5030932,0.270111
48,0.78230953,0.6604549,"('unintelligent', 'intelligent')",0.7823095,0.6604549,-0.1218546
49,0.059740815,0.3799916,"('unable', 'able')",0.0597408,0.3799916,0.3202508
50,-0.1912032,-0.17783225,"('clumsy', 'skillful')",-0.1912032,-0.1778322,0.013371
51,0.7565363,0.68793315,"('uneducated', 'educated')",0.7565363,0.6879331,-0.0686032
52,-0.3732439,-0.54309314,"('irrational', 'rational')",-0.3732439,-0.5430931,-0.1698492
53,0.05096041,0.0017124712,"('uncreative', 'creative')",0.0509604,0.0017125,-0.0492479
54,1.0881485,1.3445563,"('incapable', 'capable')",1.0881485,1.3445563,0.2564078
55,0.8487641,0.8796027,"('incompetent', 'clever')",0.8487641,0.8796027,0.0308386
56,0.71791875,0.7331792,"('impractical', 'practical')",0.7179188,0.7331792,0.0152604
57,-2.6198084,-2.431317,"('unimaginative', 'imaginative')",-2.6198084,-2.4313171,0.1884913
58,0.13695376,-0.0047569014,"('undiscriminating', 'discriminating')",0.1369538,-0.0047569,-0.1417107
59,-0.11668471,-0.068865284,"('foolish', 'wise')",-0.1166847,-0.0688653,0.0478194
60,0.54667294,0.8347048,"('inefficient', 'efficient')",0.5466729,0.8347048,0.2880319
61,0.12541258,-0.04573133,"('illogical', 'logical')",0.1254126,-0.0457313,-0.1711439
62,1.0187999,1.3352818,"('incompetent', 'brilliant')",1.0187999,1.3352818,0.3164819
63,0.32269204,0.5511348,"('unperceptive', 'insightful')",0.322692,0.5511348,0.2284428
64,-6.494602,-6.155868,"('shy', 'confident')",-6.4946022,-6.1558681,0.3387341
65,0.12597129,0.3461693,"('insecure', 'secure')",0.1259713,0.3461693,0.220198
66,-0.17310773,-0.20892917,"('inactive', 'active')",-0.1731077,-0.2089292,-0.0358215
67,-0.37683183,-0.45328045,"('doubtful', 'determined')",-0.3768318,-0.4532804,-0.0764486
68,-0.64560694,-0.45900294,"('dependent', 'independent')",-0.6456069,-0.4590029,0.186604
69,-2.0793798,-2.1661658,"('lazy', 'industrious')",-2.0793798,-2.1661658,-0.086786
70,1.0226215,1.271553,"('lethargic', 'energetic')",1.0226215,1.271553,0.2489315
71,0.3002895,0.29139185,"('diffident', 'self-confident')",0.3002895,0.2913918,-0.0088977
72,0.9385615,0.9770842,"('unambitious', 'ambitious')",0.9385615,0.9770842,0.0385227
73,-2.8762286,-2.8362978,"('helpless', 'self-reliant')",-2.8762286,-2.8362978,0.0399308
74,0.34449682,0.16665325,"('undedicated', 'dedicated')",0.3444968,0.1666532,-0.1778436
75,-0.8459584,-0.57530904,"('meek', 'impulsive')",-0.8459584,-0.575309,0.2706494
76,0.8645536,0.8292011,"('anxious', 'daring')",0.8645536,0.8292011,-0.0353525
77,-1.4917328,-1.366924,"('unmotivated', 'motivated')",-1.4917328,-1.366924,0.1248088
78,-0.7335437,-0.7106967,"('nonresilient', 'resilient')",-0.7335437,-0.7106967,0.022847
79,-0.6298489,-0.43005583,"('wavering', 'unwavering')",-0.6298489,-0.4300558,0.1997931
80,-0.07892573,-0.35236734,"('dominated', 'dominating')",-0.0789257,-0.3523673,-0.2734416
81,0.2256456,0.33981237,"('submissive', 'aggressive')",0.2256456,0.3398124,0.1141668
82,6.646207,7.038017,"('poor', 'rich')",6.6462069,7.0380168,0.3918099
83,-0.23799627,-0.27117792,"('powerless', 'powerful')",-0.2379963,-0.2711779,-0.0331816
84,0.38112926,0.3490391,"('inferior', 'superior')",0.3811293,0.3490391,-0.0320902
85,-1.1273383,-1.4423374,"('insignificant', 'prestigious')",-1.1273383,-1.4423374,-0.3149991
86,0.58345395,0.6551206,"('uninfluential', 'influential')",0.583454,0.6551206,0.0716666
87,0.014449902,-0.017053045,"('unsuccessful', 'successful')",0.0144499,-0.017053,-0.0315029
88,0.18045494,0.13652055,"('low', 'eminent')",0.1804549,0.1365205,-0.0439344
