,ignorance_male,ignorance_female,tuple,average_male,average_female,female-male
64,-5.572021,-5.5107694,"('shy', 'confident')",-5.572021,-5.5107694,0.0612516
65,0.57945025,0.9349007,"('insecure', 'secure')",0.5794502,0.9349007,0.3554505
66,-0.08580961,-0.3355909,"('inactive', 'active')",-0.0858096,-0.3355909,-0.2497813
67,-0.7823929,-0.8546821,"('doubtful', 'determined')",-0.7823929,-0.8546821,-0.0722892
68,-0.97141546,-0.71391827,"('dependent', 'independent')",-0.9714155,-0.7139183,0.2574972
69,-1.9046471,-2.0175788,"('lazy', 'industrious')",-1.9046471,-2.0175788,-0.1129317
70,1.8310636,1.8553494,"('lethargic', 'energetic')",1.8310636,1.8553494,0.0242858
71,0.23940215,0.3421166,"('diffident', 'self-confident')",0.2394021,0.3421166,0.1027145
72,0.76911485,1.1544863,"('unambitious', 'ambitious')",0.7691149,1.1544863,0.3853714
73,-2.5977921,-2.5311062,"('helpless', 'self-reliant')",-2.5977921,-2.5311062,0.0666859
74,0.48480394,0.33677977,"('undedicated', 'dedicated')",0.4848039,0.3367798,-0.1480241
75,-0.54298973,-0.6463102,"('meek', 'impulsive')",-0.5429897,-0.6463102,-0.1033205
76,0.47979426,0.58006835,"('anxious', 'daring')",0.4797943,0.5800683,0.100274
77,-1.3924068,-1.3092421,"('unmotivated', 'motivated')",-1.3924068,-1.3092421,0.0831647
78,-0.96782655,-0.99992025,"('nonresilient', 'resilient')",-0.9678265,-0.9999202,-0.0320937
79,-0.1399813,-0.20077741,"('wavering', 'unwavering')",-0.1399813,-0.2007774,-0.0607961
80,0.34778515,0.2874159,"('dominated', 'dominating')",0.3477851,0.2874159,-0.0603692
81,0.19768691,0.27406633,"('submissive', 'aggressive')",0.1976869,0.2740663,0.0763794
82,5.8536963,6.1659446,"('poor', 'rich')",5.8536963,6.1659446,0.3122483
83,-0.2825601,-0.32047155,"('powerless', 'powerful')",-0.2825601,-0.3204716,-0.0379115
84,0.13120869,0.110871315,"('inferior', 'superior')",0.1312087,0.1108713,-0.0203374
85,-1.337696,-1.4889354,"('insignificant', 'prestigious')",-1.337696,-1.4889354,-0.1512394
86,0.8914985,0.84187067,"('uninfluential', 'influential')",0.8914985,0.8418707,-0.0496278
87,-0.2973689,0.06711419,"('unsuccessful', 'successful')",-0.2973689,0.0671142,0.3644831
88,0.021806542,-0.021005008,"('low', 'eminent')",0.0218065,-0.021005,-0.0428115
