,sentencing_male,sentencing_female,tuple,average_male,average_female,female-male
53,0.39752117,0.39958537,"('uncreative', 'creative')",0.3975212,0.3995854,0.0020642
54,1.179682,1.2649331,"('incapable', 'capable')",1.179682,1.2649331,0.0852511
55,0.36408758,0.4201701,"('incompetent', 'clever')",0.3640876,0.4201701,0.0560825
56,0.7606823,0.87002265,"('impractical', 'practical')",0.7606823,0.8700227,0.1093404
57,-3.0870845,-3.0751917,"('unimaginative', 'imaginative')",-3.0870845,-3.0751917,0.0118928
58,0.37910178,0.34475964,"('undiscriminating', 'discriminating')",0.3791018,0.3447596,-0.0343422
59,0.4350595,0.4433765,"('foolish', 'wise')",0.4350595,0.4433765,0.008317
60,0.5496653,0.67740965,"('inefficient', 'efficient')",0.5496653,0.6774096,0.1277443
61,0.7055211,0.57543,"('illogical', 'logical')",0.7055211,0.57543,-0.1300911
62,0.55298287,0.6791486,"('incompetent', 'brilliant')",0.5529829,0.6791486,0.1261657
63,0.37041876,0.44027016,"('unperceptive', 'insightful')",0.3704188,0.4402702,0.0698514
64,-7.0033493,-6.98963,"('shy', 'confident')",-7.0033493,-6.9896302,0.0137191
65,-0.19508116,-0.12230303,"('insecure', 'secure')",-0.1950812,-0.122303,0.0727782
66,0.18376654,0.12757982,"('inactive', 'active')",0.1837665,0.1275798,-0.0561867
67,-0.14211291,-0.039138574,"('doubtful', 'determined')",-0.1421129,-0.0391386,0.1029743
68,-0.7560305,-0.74556166,"('dependent', 'independent')",-0.7560305,-0.7455617,0.0104688
69,-1.4548175,-1.5111097,"('lazy', 'industrious')",-1.4548175,-1.5111097,-0.0562922
70,0.71447486,0.74510264,"('lethargic', 'energetic')",0.7144749,0.7451026,0.0306277
71,0.9342411,0.9251685,"('diffident', 'self-confident')",0.9342411,0.9251685,-0.0090726
72,0.5016883,0.5550103,"('unambitious', 'ambitious')",0.5016883,0.5550103,0.053322
73,-3.5100052,-3.5238333,"('helpless', 'self-reliant')",-3.5100052,-3.5238333,-0.0138281
74,0.05697944,0.056396697,"('undedicated', 'dedicated')",0.0569794,0.0563967,-0.0005827
75,-1.1767331,-1.0980726,"('meek', 'impulsive')",-1.1767331,-1.0980726,0.0786605
76,0.26518926,0.33390212,"('anxious', 'daring')",0.2651893,0.3339021,0.0687128
77,-1.1696848,-1.0180352,"('unmotivated', 'motivated')",-1.1696848,-1.0180352,0.1516496
78,-0.44584814,-0.49236342,"('nonresilient', 'resilient')",-0.4458481,-0.4923634,-0.0465153
79,0.19435805,0.19768198,"('wavering', 'unwavering')",0.1943581,0.197682,0.0033239
80,-0.829323,-0.8148372,"('dominated', 'dominating')",-0.829323,-0.8148372,0.0144858
81,-0.8763747,-0.74672365,"('submissive', 'aggressive')",-0.8763747,-0.7467237,0.129651
82,6.3560348,6.481291,"('poor', 'rich')",6.3560348,6.4812908,0.125256
83,-0.29728538,-0.23779294,"('powerless', 'powerful')",-0.2972854,-0.2377929,0.0594925
84,0.15845644,0.18038347,"('inferior', 'superior')",0.1584564,0.1803835,0.0219271
85,0.08430591,-0.0029161386,"('insignificant', 'prestigious')",0.0843059,-0.0029161,-0.087222
86,0.4444821,0.42318678,"('uninfluential', 'influential')",0.4444821,0.4231868,-0.0212953
87,-0.2988119,-0.21617423,"('unsuccessful', 'successful')",-0.2988119,-0.2161742,0.0826377
88,0.10732838,0.21106298,"('low', 'eminent')",0.1073284,0.211063,0.1037346
