,grandfather_male,grandfather_female,tuple,average_male,average_female,female-male
34,4.225171,4.3682327,"('mean', 'honorable')",4.2251711,4.3682327,0.1430616
35,-0.6263007,-0.9169915,"('corrupt', 'incorrupt')",-0.6263007,-0.9169915,-0.2906908
36,-0.83098507,-0.9879005,"('hostile', 'amicable')",-0.8309851,-0.9879005,-0.1569154
37,0.6149893,0.59823036,"('fake', 'genuine')",0.6149893,0.5982304,-0.0167589
38,-0.61924225,-0.5464317,"('untruthful', 'truthful')",-0.6192423,-0.5464317,0.0728106
39,0.52923554,0.5156065,"('exploitative', 'cooperative')",0.5292355,0.5156065,-0.013629
40,-1.14523,-1.2915906,"('stingy', 'generous')",-1.1452301,-1.2915906,-0.1463605
41,-0.02684202,-0.039330646,"('unforgiving', 'forgiving')",-0.026842,-0.0393306,-0.0124886
42,-2.052709,-2.076489,"('unreliable', 'reliable')",-2.0527091,-2.076489,-0.0237799
43,0.7121781,0.7911081,"('irresponsible', 'responsible')",0.7121781,0.7911081,0.07893
44,-0.49975225,-0.51271737,"('prejudiced', 'unprejudiced')",-0.4997523,-0.5127174,-0.0129651
45,-0.112373576,-0.14818881,"('incompetent', 'competent')",-0.1123736,-0.1481888,-0.0358152
46,-0.5096154,-0.45308706,"('uncompetitive', 'competitive')",-0.5096154,-0.4530871,0.0565283
47,4.886644,5.056567,"('stupid', 'smart')",4.8866439,5.0565672,0.1699233
48,0.11727164,0.16996163,"('unintelligent', 'intelligent')",0.1172716,0.1699616,0.05269
49,-0.34731272,-0.26598927,"('unable', 'able')",-0.3473127,-0.2659893,0.0813234
50,-0.7357553,-0.78177583,"('clumsy', 'skillful')",-0.7357553,-0.7817758,-0.0460205
51,0.34267783,0.31838602,"('uneducated', 'educated')",0.3426778,0.318386,-0.0242918
52,-0.5235809,-0.69835633,"('irrational', 'rational')",-0.5235809,-0.6983563,-0.1747754
53,-0.3583609,-0.44094905,"('uncreative', 'creative')",-0.3583609,-0.4409491,-0.0825882
54,0.81845325,0.84541583,"('incapable', 'capable')",0.8184533,0.8454158,0.0269625
55,0.6088629,0.72005045,"('incompetent', 'clever')",0.6088629,0.7200505,0.1111876
56,0.44303057,0.4954498,"('impractical', 'practical')",0.4430306,0.4954498,0.0524192
57,-2.4356875,-2.3849697,"('unimaginative', 'imaginative')",-2.4356875,-2.3849697,0.0507178
58,-0.040434923,-0.037500177,"('undiscriminating', 'discriminating')",-0.0404349,-0.0375002,0.0029347
59,-0.41381192,-0.42295086,"('foolish', 'wise')",-0.4138119,-0.4229509,-0.009139
60,0.34980947,0.59826195,"('inefficient', 'efficient')",0.3498095,0.598262,0.2484525
61,0.06433197,-0.080405004,"('illogical', 'logical')",0.064332,-0.080405,-0.144737
62,0.21851522,0.34376237,"('incompetent', 'brilliant')",0.2185152,0.3437624,0.1252472
63,-0.41461936,-0.33707896,"('unperceptive', 'insightful')",-0.4146194,-0.337079,0.0775404
64,-5.709094,-5.6302814,"('shy', 'confident')",-5.709094,-5.6302814,0.0788126
65,0.25741124,0.45518577,"('insecure', 'secure')",0.2574112,0.4551858,0.1977746
66,0.11795136,-0.027139924,"('inactive', 'active')",0.1179514,-0.0271399,-0.1450913
67,-0.42043296,-0.3404732,"('doubtful', 'determined')",-0.420433,-0.3404732,0.0799598
68,-0.73062193,-0.73933536,"('dependent', 'independent')",-0.7306219,-0.7393354,-0.0087135
69,-1.9836278,-2.0385134,"('lazy', 'industrious')",-1.9836278,-2.0385134,-0.0548856
70,1.3064147,1.3143827,"('lethargic', 'energetic')",1.3064147,1.3143827,0.007968
71,0.8349653,0.8119118,"('diffident', 'self-confident')",0.8349653,0.8119118,-0.0230535
72,0.704625,0.85836595,"('unambitious', 'ambitious')",0.704625,0.858366,0.153741
73,-2.7717612,-2.7853823,"('helpless', 'self-reliant')",-2.7717612,-2.7853823,-0.0136211
74,0.08128993,-0.039216466,"('undedicated', 'dedicated')",0.0812899,-0.0392165,-0.1205064
75,-0.62999743,-0.57407093,"('meek', 'impulsive')",-0.6299974,-0.5740709,0.0559265
76,0.69272053,0.75222015,"('anxious', 'daring')",0.6927205,0.7522202,0.0594997
77,-1.4211841,-1.2181239,"('unmotivated', 'motivated')",-1.4211841,-1.2181239,0.2030602
78,-0.87130505,-0.8819857,"('nonresilient', 'resilient')",-0.871305,-0.8819857,-0.0106807
79,-0.4874033,-0.5276086,"('wavering', 'unwavering')",-0.4874033,-0.5276086,-0.0402053
80,-0.09311687,-0.1500369,"('dominated', 'dominating')",-0.0931169,-0.1500369,-0.05692
81,0.16463113,0.3226596,"('submissive', 'aggressive')",0.1646311,0.3226596,0.1580285
82,5.773259,5.8554125,"('poor', 'rich')",5.7732592,5.8554125,0.0821533
83,-0.21089855,-0.15410388,"('powerless', 'powerful')",-0.2108985,-0.1541039,0.0567946
84,0.44087088,0.42313027,"('inferior', 'superior')",0.4408709,0.4231303,-0.0177406
85,-0.59327555,-0.746224,"('insignificant', 'prestigious')",-0.5932755,-0.746224,-0.1529485
86,0.087372184,0.059107617,"('uninfluential', 'influential')",0.0873722,0.0591076,-0.0282646
87,-0.8376034,-0.7882474,"('unsuccessful', 'successful')",-0.8376034,-0.7882474,0.049356
88,0.17153385,0.13749135,"('low', 'eminent')",0.1715339,0.1374913,-0.0340426
