,pencil_male,pencil_female,tuple,average_male,average_female,female-male
35,-0.5772958,-0.6333341,"('corrupt', 'incorrupt')",-0.5772958,-0.6333341,-0.0560383
36,-0.5714547,-0.5808675,"('hostile', 'amicable')",-0.5714547,-0.5808675,-0.0094128
37,0.92665195,1.0354813,"('fake', 'genuine')",0.926652,1.0354813,0.1088293
38,0.14456284,0.14032471,"('untruthful', 'truthful')",0.1445628,0.1403247,-0.0042381
39,-0.009218106,-0.011355789,"('exploitative', 'cooperative')",-0.0092181,-0.0113558,-0.0021377
40,-2.1436489,-2.1823835,"('stingy', 'generous')",-2.1436489,-2.1823835,-0.0387346
41,-0.16864932,-0.16211526,"('unforgiving', 'forgiving')",-0.1686493,-0.1621153,0.006534
42,-2.9731925,-2.6811564,"('unreliable', 'reliable')",-2.9731925,-2.6811564,0.2920361
43,0.8742236,0.94652355,"('irresponsible', 'responsible')",0.8742236,0.9465235,0.0722999
44,-1.5771858,-1.620138,"('prejudiced', 'unprejudiced')",-1.5771858,-1.620138,-0.0429522
45,0.23146635,0.39858517,"('incompetent', 'competent')",0.2314664,0.3985852,0.1671188
46,-0.913419,-0.8150544,"('uncompetitive', 'competitive')",-0.913419,-0.8150544,0.0983646
47,5.2960877,5.3845987,"('stupid', 'smart')",5.2960877,5.3845987,0.088511
48,0.5555489,0.55750495,"('unintelligent', 'intelligent')",0.5555489,0.557505,0.0019561
49,0.37621468,0.64917666,"('unable', 'able')",0.3762147,0.6491767,0.272962
50,-0.22964007,-0.17235406,"('clumsy', 'skillful')",-0.2296401,-0.1723541,0.057286
51,0.14009638,0.25949275,"('uneducated', 'educated')",0.1400964,0.2594928,0.1193964
52,-0.38650987,-0.3261954,"('irrational', 'rational')",-0.3865099,-0.3261954,0.0603145
53,0.87936157,0.90755266,"('uncreative', 'creative')",0.8793616,0.9075527,0.0281911
54,1.4491371,1.7213645,"('incapable', 'capable')",1.4491371,1.7213645,0.2722274
55,0.50930524,0.63134176,"('incompetent', 'clever')",0.5093052,0.6313418,0.1220366
56,0.6425253,0.7545254,"('impractical', 'practical')",0.6425253,0.7545254,0.1120001
57,-2.8814564,-2.4964879,"('unimaginative', 'imaginative')",-2.8814564,-2.4964879,0.3849685
58,-0.057604864,-0.077744946,"('undiscriminating', 'discriminating')",-0.0576049,-0.0777449,-0.02014
59,0.07950779,0.17007498,"('foolish', 'wise')",0.0795078,0.170075,0.0905672
60,0.7068137,0.67963207,"('inefficient', 'efficient')",0.7068137,0.6796321,-0.0271816
61,0.23019294,0.16179226,"('illogical', 'logical')",0.2301929,0.1617923,-0.0684006
62,0.96704084,1.1399769,"('incompetent', 'brilliant')",0.9670408,1.1399769,0.1729361
63,0.46416146,0.58955723,"('unperceptive', 'insightful')",0.4641615,0.5895572,0.1253957
64,-6.7320027,-6.4333224,"('shy', 'confident')",-6.7320027,-6.4333224,0.2986803
65,-0.39560804,-0.32653219,"('insecure', 'secure')",-0.395608,-0.3265322,0.0690758
66,-0.31308764,-0.26311433,"('inactive', 'active')",-0.3130876,-0.2631143,0.0499733
67,-0.124273375,-0.2206143,"('doubtful', 'determined')",-0.1242734,-0.2206143,-0.0963409
68,-0.7763498,-0.5795499,"('dependent', 'independent')",-0.7763498,-0.5795499,0.1967999
69,-1.6815515,-1.696478,"('lazy', 'industrious')",-1.6815515,-1.696478,-0.0149265
70,0.53034896,0.80299205,"('lethargic', 'energetic')",0.530349,0.802992,0.272643
71,0.8917856,0.93578994,"('diffident', 'self-confident')",0.8917856,0.9357899,0.0440043
72,0.940616,0.93406683,"('unambitious', 'ambitious')",0.940616,0.9340668,-0.0065492
73,-3.1573186,-2.9110487,"('helpless', 'self-reliant')",-3.1573186,-2.9110487,0.2462699
74,-0.15340659,-0.15192927,"('undedicated', 'dedicated')",-0.1534066,-0.1519293,0.0014773
75,-0.79493093,-0.6392175,"('meek', 'impulsive')",-0.7949309,-0.6392175,0.1557134
76,0.109081745,0.11696484,"('anxious', 'daring')",0.1090817,0.1169648,0.0078831
77,-1.2437587,-1.0700281,"('unmotivated', 'motivated')",-1.2437587,-1.0700281,0.1737306
78,-0.58521974,-0.63166004,"('nonresilient', 'resilient')",-0.5852197,-0.63166,-0.0464403
79,-0.2954268,-0.07980024,"('wavering', 'unwavering')",-0.2954268,-0.0798002,0.2156266
80,-1.0586088,-1.029451,"('dominated', 'dominating')",-1.0586088,-1.029451,0.0291578
81,-0.6868087,-0.57364035,"('submissive', 'aggressive')",-0.6868087,-0.5736403,0.1131684
82,6.8325567,7.034344,"('poor', 'rich')",6.8325567,7.0343442,0.2017875
83,-0.23611678,-0.34631455,"('powerless', 'powerful')",-0.2361168,-0.3463145,-0.1101977
84,0.30534846,0.3047151,"('inferior', 'superior')",0.3053485,0.3047151,-0.0006334
85,-0.8556731,-0.9854464,"('insignificant', 'prestigious')",-0.8556731,-0.9854464,-0.1297733
86,0.4958773,0.7024106,"('uninfluential', 'influential')",0.4958773,0.7024106,0.2065333
87,-0.43476158,-0.12585746,"('unsuccessful', 'successful')",-0.4347616,-0.1258575,0.3089041
88,-0.016735453,0.08359875,"('low', 'eminent')",-0.0167355,0.0835987,0.1003342
