,cross_male,cross_female,tuple,average_male,average_female,female-male
37,0.711421,0.6961522,"('fake', 'genuine')",0.711421,0.6961522,-0.0152688
38,0.43417633,0.38798186,"('untruthful', 'truthful')",0.4341763,0.3879819,-0.0461944
39,1.6040504,1.5448042,"('exploitative', 'cooperative')",1.6040504,1.5448042,-0.0592462
40,-1.7679087,-1.9273046,"('stingy', 'generous')",-1.7679087,-1.9273046,-0.1593959
41,0.9896431,0.8229138,"('unforgiving', 'forgiving')",0.9896431,0.8229138,-0.1667293
42,-2.3394005,-2.49709,"('unreliable', 'reliable')",-2.3394005,-2.4970901,-0.1576896
43,1.004005,0.9444516,"('irresponsible', 'responsible')",1.004005,0.9444516,-0.0595534
44,-1.4341563,-1.4144573,"('prejudiced', 'unprejudiced')",-1.4341563,-1.4144573,0.019699
45,0.1723005,0.03723796,"('incompetent', 'competent')",0.1723005,0.037238,-0.1350625
46,-0.93212116,-1.0134182,"('uncompetitive', 'competitive')",-0.9321212,-1.0134182,-0.081297
47,4.796216,5.0296226,"('stupid', 'smart')",4.796216,5.0296226,0.2334066
48,0.44467914,0.42203698,"('unintelligent', 'intelligent')",0.4446791,0.422037,-0.0226421
49,0.066881135,0.1291304,"('unable', 'able')",0.0668811,0.1291304,0.0622493
50,-0.29842392,-0.29493722,"('clumsy', 'skillful')",-0.2984239,-0.2949372,0.0034867
51,0.48942524,0.3456761,"('uneducated', 'educated')",0.4894252,0.3456761,-0.1437491
52,-0.8959367,-0.8409341,"('irrational', 'rational')",-0.8959367,-0.8409341,0.0550026
53,-0.19406325,-0.1200344,"('uncreative', 'creative')",-0.1940632,-0.1200344,0.0740288
54,0.92004615,1.0285888,"('incapable', 'capable')",0.9200462,1.0285888,0.1085426
55,0.3510502,0.26836333,"('incompetent', 'clever')",0.3510502,0.2683633,-0.0826869
56,1.1839614,1.0468836,"('impractical', 'practical')",1.1839614,1.0468836,-0.1370778
57,-2.4629834,-2.630611,"('unimaginative', 'imaginative')",-2.4629834,-2.6306109,-0.1676275
58,0.15018861,0.04897249,"('undiscriminating', 'discriminating')",0.1501886,0.0489725,-0.1012161
59,0.013323203,0.052279335,"('foolish', 'wise')",0.0133232,0.0522793,0.0389561
60,0.52645624,0.5005006,"('inefficient', 'efficient')",0.5264562,0.5005006,-0.0259556
61,0.18685238,0.020338556,"('illogical', 'logical')",0.1868524,0.0203386,-0.1665138
62,0.5202093,0.5024159,"('incompetent', 'brilliant')",0.5202093,0.5024159,-0.0177934
63,-0.007616697,0.02219098,"('unperceptive', 'insightful')",-0.0076167,0.022191,0.0298077
64,-5.832729,-6.150828,"('shy', 'confident')",-5.8327289,-6.1508279,-0.318099
65,0.34375647,0.2414226,"('insecure', 'secure')",0.3437565,0.2414226,-0.1023339
66,0.5010958,0.42432404,"('inactive', 'active')",0.5010958,0.424324,-0.0767718
67,-0.07042076,-0.060556382,"('doubtful', 'determined')",-0.0704208,-0.0605564,0.0098644
68,-0.9952727,-1.0497549,"('dependent', 'independent')",-0.9952727,-1.0497549,-0.0544822
69,-1.0690315,-1.1444073,"('lazy', 'industrious')",-1.0690315,-1.1444073,-0.0753758
70,0.75388956,0.66096973,"('lethargic', 'energetic')",0.7538896,0.6609697,-0.0929199
71,1.1746212,1.1637081,"('diffident', 'self-confident')",1.1746212,1.1637081,-0.0109131
72,0.84919643,0.8025193,"('unambitious', 'ambitious')",0.8491964,0.8025193,-0.0466771
73,-2.5845296,-2.7465928,"('helpless', 'self-reliant')",-2.5845296,-2.7465928,-0.1620632
74,0.42990395,0.27573198,"('undedicated', 'dedicated')",0.429904,0.275732,-0.154172
75,-1.2734246,-1.2009113,"('meek', 'impulsive')",-1.2734246,-1.2009113,0.0725133
76,0.2736591,0.27978218,"('anxious', 'daring')",0.2736591,0.2797822,0.0061231
77,-1.1279794,-0.9838547,"('unmotivated', 'motivated')",-1.1279794,-0.9838547,0.1441247
78,-0.19529065,-0.20230313,"('nonresilient', 'resilient')",-0.1952907,-0.2023031,-0.0070124
79,0.30988118,0.34775376,"('wavering', 'unwavering')",0.3098812,0.3477538,0.0378726
80,0.30824566,0.16095418,"('dominated', 'dominating')",0.3082457,0.1609542,-0.1472915
81,-0.09959191,-0.1254682,"('submissive', 'aggressive')",-0.0995919,-0.1254682,-0.0258763
82,4.7923174,5.112857,"('poor', 'rich')",4.7923174,5.1128569,0.3205395
83,-0.50527024,-0.5866161,"('powerless', 'powerful')",-0.5052702,-0.5866161,-0.0813459
84,0.4991968,0.4467188,"('inferior', 'superior')",0.4991968,0.4467188,-0.052478
85,-0.35397792,-0.28016242,"('insignificant', 'prestigious')",-0.3539779,-0.2801624,0.0738155
86,0.14994568,-0.023474228,"('uninfluential', 'influential')",0.1499457,-0.0234742,-0.1734199
87,-0.07779975,-0.043444894,"('unsuccessful', 'successful')",-0.0777998,-0.0434449,0.0343549
88,0.0763402,0.03786406,"('low', 'eminent')",0.0763402,0.0378641,-0.0384761
