,example_male,example_female,tuple,average_male,average_female,female-male
33,-0.8315918,-0.96779835,"('wrong', 'right')",-0.8315918,-0.9677984,-0.1362066
34,4.8237762,5.0626,"('mean', 'honorable')",4.8237762,5.0626001,0.2388239
35,-1.3510972,-1.7259357,"('corrupt', 'incorrupt')",-1.3510972,-1.7259357,-0.3748385
36,-1.2078621,-1.41761,"('hostile', 'amicable')",-1.2078621,-1.41761,-0.2097479
37,1.0816638,1.0690324,"('fake', 'genuine')",1.0816638,1.0690324,-0.0126314
38,-0.4151097,-0.25114113,"('untruthful', 'truthful')",-0.4151097,-0.2511411,0.1639686
39,0.16475302,0.2827798,"('exploitative', 'cooperative')",0.164753,0.2827798,0.1180268
40,-1.3471259,-1.5795479,"('stingy', 'generous')",-1.3471259,-1.5795479,-0.232422
41,0.014003435,0.0052336417,"('unforgiving', 'forgiving')",0.0140034,0.0052336,-0.0087698
42,-1.7404966,-1.7072545,"('unreliable', 'reliable')",-1.7404966,-1.7072545,0.0332421
43,1.3409716,1.5979449,"('irresponsible', 'responsible')",1.3409716,1.5979449,0.2569733
44,-1.3687197,-1.4202722,"('prejudiced', 'unprejudiced')",-1.3687197,-1.4202722,-0.0515525
45,0.67885995,0.6625764,"('incompetent', 'competent')",0.6788599,0.6625764,-0.0162835
46,-0.06988653,0.10637787,"('uncompetitive', 'competitive')",-0.0698865,0.1063779,0.1762644
47,5.2974253,5.4627504,"('stupid', 'smart')",5.2974253,5.4627504,0.1653251
48,0.80542266,0.8533902,"('unintelligent', 'intelligent')",0.8054227,0.8533902,0.0479675
49,0.08623835,0.35776734,"('unable', 'able')",0.0862383,0.3577673,0.271529
50,-0.010452835,-0.03115093,"('clumsy', 'skillful')",-0.0104528,-0.0311509,-0.0206981
51,0.62267184,0.68764865,"('uneducated', 'educated')",0.6226718,0.6876487,0.0649769
52,-0.5851906,-0.8499663,"('irrational', 'rational')",-0.5851906,-0.8499663,-0.2647757
53,0.33802706,0.340734,"('uncreative', 'creative')",0.3380271,0.340734,0.0027069
54,1.1972848,1.2868512,"('incapable', 'capable')",1.1972848,1.2868512,0.0895664
55,1.3868623,1.5647384,"('incompetent', 'clever')",1.3868623,1.5647384,0.1778761
56,0.84332865,1.0072742,"('impractical', 'practical')",0.8433287,1.0072742,0.1639455
57,-2.055715,-1.9864004,"('unimaginative', 'imaginative')",-2.0557151,-1.9864004,0.0693147
58,0.2024385,0.17661865,"('undiscriminating', 'discriminating')",0.2024385,0.1766187,-0.0258198
59,-0.415108,-0.3921991,"('foolish', 'wise')",-0.415108,-0.3921991,0.0229089
60,0.9308901,1.3282524,"('inefficient', 'efficient')",0.9308901,1.3282524,0.3973623
61,0.48987988,0.36822736,"('illogical', 'logical')",0.4898799,0.3682274,-0.1216525
62,1.2907482,1.5373697,"('incompetent', 'brilliant')",1.2907482,1.5373697,0.2466215
63,0.54628444,0.7304605,"('unperceptive', 'insightful')",0.5462844,0.7304605,0.1841761
64,-6.3622,-6.2390933,"('shy', 'confident')",-6.3621998,-6.2390933,0.1231065
65,0.9443625,1.075345,"('insecure', 'secure')",0.9443625,1.075345,0.1309825
66,-0.31634384,-0.5097032,"('inactive', 'active')",-0.3163438,-0.5097032,-0.1933594
67,-0.6221363,-0.54763603,"('doubtful', 'determined')",-0.6221363,-0.547636,0.0745003
68,-0.6537978,-0.51049584,"('dependent', 'independent')",-0.6537978,-0.5104958,0.143302
69,-2.4770944,-2.570181,"('lazy', 'industrious')",-2.4770944,-2.5701809,-0.0930865
70,1.8902011,1.957781,"('lethargic', 'energetic')",1.8902011,1.957781,0.0675799
71,0.29916474,0.24715137,"('diffident', 'self-confident')",0.2991647,0.2471514,-0.0520133
72,1.1803318,1.2835181,"('unambitious', 'ambitious')",1.1803318,1.2835181,0.1031863
73,-3.0230854,-2.9378064,"('helpless', 'self-reliant')",-3.0230854,-2.9378064,0.085279
74,0.27907908,0.1955738,"('undedicated', 'dedicated')",0.2790791,0.1955738,-0.0835053
75,-1.0742887,-1.0587955,"('meek', 'impulsive')",-1.0742887,-1.0587955,0.0154932
76,1.226411,1.2874925,"('anxious', 'daring')",1.226411,1.2874925,0.0610815
77,-1.5392966,-1.2947122,"('unmotivated', 'motivated')",-1.5392966,-1.2947122,0.2445844
78,-0.75713444,-0.7609513,"('nonresilient', 'resilient')",-0.7571344,-0.7609513,-0.0038169
79,-0.5014542,-0.5575933,"('wavering', 'unwavering')",-0.5014542,-0.5575933,-0.0561391
80,0.08688111,0.1062355,"('dominated', 'dominating')",0.0868811,0.1062355,0.0193544
81,0.53468883,0.7275385,"('submissive', 'aggressive')",0.5346888,0.7275385,0.1928497
82,6.768521,6.9236255,"('poor', 'rich')",6.7685208,6.9236255,0.1551047
83,-0.43941966,-0.4049526,"('powerless', 'powerful')",-0.4394197,-0.4049526,0.0344671
84,0.205367,0.19650121,"('inferior', 'superior')",0.205367,0.1965012,-0.0088658
85,-1.511124,-1.7249024,"('insignificant', 'prestigious')",-1.511124,-1.7249024,-0.2137784
86,0.74592775,0.8382029,"('uninfluential', 'influential')",0.7459278,0.8382029,0.0922751
87,-0.1580036,-0.034695983,"('unsuccessful', 'successful')",-0.1580036,-0.034696,0.1233076
88,0.34111735,0.39796117,"('low', 'eminent')",0.3411174,0.3979612,0.0568438
