,graft_male,graft_female,tuple,average_male,average_female,female-male
64,-2.101506,-1.8163964,"('shy', 'confident')",-2.101506,-1.8163964,0.2851096
65,0.8850819,0.91733474,"('insecure', 'secure')",0.8850819,0.9173347,0.0322528
66,-1.3653054,-1.5819274,"('inactive', 'active')",-1.3653054,-1.5819274,-0.216622
67,0.18137695,0.2590361,"('doubtful', 'determined')",0.1813769,0.2590361,0.0776592
68,-1.259378,-1.1740347,"('dependent', 'independent')",-1.259378,-1.1740347,0.0853433
69,-0.9269581,-0.85965896,"('lazy', 'industrious')",-0.9269581,-0.859659,0.0672991
70,1.1271074,0.8264428,"('lethargic', 'energetic')",1.1271074,0.8264428,-0.3006646
71,0.2536401,0.25516492,"('diffident', 'self-confident')",0.2536401,0.2551649,0.0015248
72,-0.59749204,-0.57360595,"('unambitious', 'ambitious')",-0.597492,-0.573606,0.023886
73,-1.471187,-1.3790733,"('helpless', 'self-reliant')",-1.471187,-1.3790733,0.0921137
74,-0.23835482,-0.37241554,"('undedicated', 'dedicated')",-0.2383548,-0.3724155,-0.1340607
75,-1.0327752,-1.0129592,"('meek', 'impulsive')",-1.0327752,-1.0129592,0.019816
76,0.9537016,1.0059536,"('anxious', 'daring')",0.9537016,1.0059536,0.052252
77,-0.79978913,-0.58936256,"('unmotivated', 'motivated')",-0.7997891,-0.5893626,0.2104265
78,-0.058081973,-0.0449075,"('nonresilient', 'resilient')",-0.058082,-0.0449075,0.0131745
79,-0.7525317,-0.93114465,"('wavering', 'unwavering')",-0.7525317,-0.9311447,-0.178613
80,0.45207998,0.30234736,"('dominated', 'dominating')",0.45208,0.3023474,-0.1497326
81,0.73484737,0.7908195,"('submissive', 'aggressive')",0.7348474,0.7908195,0.0559721
82,1.9031979,1.654081,"('poor', 'rich')",1.9031979,1.654081,-0.2491169
83,-0.21124059,-0.25092474,"('powerless', 'powerful')",-0.2112406,-0.2509247,-0.0396841
84,0.08368898,0.22085436,"('inferior', 'superior')",0.083689,0.2208544,0.1371654
85,-0.9607341,-0.88216925,"('insignificant', 'prestigious')",-0.9607341,-0.8821692,0.0785649
86,-0.4694944,-0.83501387,"('uninfluential', 'influential')",-0.4694944,-0.8350139,-0.3655195
87,0.2798173,0.2165248,"('unsuccessful', 'successful')",0.2798173,0.2165248,-0.0632925
88,-0.65432054,-0.635948,"('low', 'eminent')",-0.6543205,-0.635948,0.0183725
