,instrumentation_male,instrumentation_female,tuple,average_male,average_female,female-male
32,1.0744114,1.0641482,"('unkind', 'kind')",1.0744114,1.0641482,-0.0102632
33,0.079633184,-0.005449036,"('wrong', 'right')",0.0796332,-0.005449,-0.0850822
34,4.8017445,4.911721,"('mean', 'honorable')",4.8017445,4.9117212,0.1099767
35,-0.47873148,-0.64948815,"('corrupt', 'incorrupt')",-0.4787315,-0.6494882,-0.1707567
36,-0.13056807,-0.30775157,"('hostile', 'amicable')",-0.1305681,-0.3077516,-0.1771835
37,0.4026851,0.45799392,"('fake', 'genuine')",0.4026851,0.4579939,0.0553088
38,0.17513172,0.07409765,"('untruthful', 'truthful')",0.1751317,0.0740976,-0.1010341
39,0.14017302,0.035450805,"('exploitative', 'cooperative')",0.140173,0.0354508,-0.1047222
40,-1.9271145,-1.9800735,"('stingy', 'generous')",-1.9271145,-1.9800735,-0.052959
41,-0.10664989,-0.27251485,"('unforgiving', 'forgiving')",-0.1066499,-0.2725148,-0.1658649
42,-3.1032379,-2.8090503,"('unreliable', 'reliable')",-3.1032379,-2.8090503,0.2941876
43,0.82267934,0.95545954,"('irresponsible', 'responsible')",0.8226793,0.9554595,0.1327802
44,-1.3915937,-1.312624,"('prejudiced', 'unprejudiced')",-1.3915937,-1.312624,0.0789697
45,-0.40926763,-0.30995622,"('incompetent', 'competent')",-0.4092676,-0.3099562,0.0993114
46,-1.3259462,-1.2023243,"('uncompetitive', 'competitive')",-1.3259462,-1.2023243,0.1236219
47,5.022434,5.273775,"('stupid', 'smart')",5.0224342,5.2737751,0.2513409
48,0.96257365,0.7816446,"('unintelligent', 'intelligent')",0.9625736,0.7816446,-0.180929
49,-0.03744014,0.10992293,"('unable', 'able')",-0.0374401,0.1099229,0.147363
50,0.045017116,0.10942784,"('clumsy', 'skillful')",0.0450171,0.1094278,0.0644107
51,0.016454026,-0.040401213,"('uneducated', 'educated')",0.016454,-0.0404012,-0.0568552
52,-0.12588279,-0.24943037,"('irrational', 'rational')",-0.1258828,-0.2494304,-0.1235476
53,0.6173319,0.6212197,"('uncreative', 'creative')",0.6173319,0.6212197,0.0038878
54,0.92194307,1.2132206,"('incapable', 'capable')",0.9219431,1.2132206,0.2912775
55,0.29967728,0.30430955,"('incompetent', 'clever')",0.2996773,0.3043095,0.0046322
56,0.49608108,0.50935256,"('impractical', 'practical')",0.4960811,0.5093526,0.0132715
57,-3.3207164,-3.1118379,"('unimaginative', 'imaginative')",-3.3207164,-3.1118379,0.2088785
58,0.21916272,0.13639207,"('undiscriminating', 'discriminating')",0.2191627,0.1363921,-0.0827706
59,-0.068563655,0.008552678,"('foolish', 'wise')",-0.0685637,0.0085527,0.0771164
60,0.49058127,0.5360887,"('inefficient', 'efficient')",0.4905813,0.5360887,0.0455074
61,0.29372066,-0.0056082383,"('illogical', 'logical')",0.2937207,-0.0056082,-0.2993289
62,0.46108764,0.7113077,"('incompetent', 'brilliant')",0.4610876,0.7113077,0.2502201
63,-0.052983873,0.12397753,"('unperceptive', 'insightful')",-0.0529839,0.1239775,0.1769614
64,-6.8908305,-6.844854,"('shy', 'confident')",-6.8908305,-6.8448539,0.0459766
65,-0.07816856,0.070010334,"('insecure', 'secure')",-0.0781686,0.0700103,0.1481789
66,-0.35429406,-0.25909656,"('inactive', 'active')",-0.3542941,-0.2590966,0.0951975
67,-0.4137945,-0.45448688,"('doubtful', 'determined')",-0.4137945,-0.4544869,-0.0406924
68,-0.676916,-0.61928445,"('dependent', 'independent')",-0.676916,-0.6192845,0.0576315
69,-1.2816051,-1.4021416,"('lazy', 'industrious')",-1.2816051,-1.4021416,-0.1205365
70,0.1305337,0.38295895,"('lethargic', 'energetic')",0.1305337,0.3829589,0.2524252
71,0.61895585,0.6058903,"('diffident', 'self-confident')",0.6189559,0.6058903,-0.0130656
72,0.93355435,1.0575839,"('unambitious', 'ambitious')",0.9335544,1.0575839,0.1240295
73,-3.2278156,-3.1112325,"('helpless', 'self-reliant')",-3.2278156,-3.1112325,0.1165831
74,-0.0812221,-0.17200786,"('undedicated', 'dedicated')",-0.0812221,-0.1720079,-0.0907858
75,-1.0073388,-0.70966697,"('meek', 'impulsive')",-1.0073388,-0.709667,0.2976718
76,0.12703505,0.26971653,"('anxious', 'daring')",0.1270351,0.2697165,0.1426814
77,-1.2908994,-1.2518573,"('unmotivated', 'motivated')",-1.2908994,-1.2518573,0.0390421
78,-0.5298089,-0.53488904,"('nonresilient', 'resilient')",-0.5298089,-0.534889,-0.0050801
79,-0.14380617,-0.043750532,"('wavering', 'unwavering')",-0.1438062,-0.0437505,0.1000557
80,-0.61902255,-0.674942,"('dominated', 'dominating')",-0.6190225,-0.674942,-0.0559195
81,-0.7011726,-0.4783363,"('submissive', 'aggressive')",-0.7011726,-0.4783363,0.2228363
82,6.37927,6.8528204,"('poor', 'rich')",6.3792701,6.8528204,0.4735503
83,-0.53053033,-0.6424748,"('powerless', 'powerful')",-0.5305303,-0.6424748,-0.1119445
84,0.5923787,0.5204433,"('inferior', 'superior')",0.5923787,0.5204433,-0.0719354
85,0.045817528,-0.32846355,"('insignificant', 'prestigious')",0.0458175,-0.3284636,-0.3742811
86,0.047736667,0.011251908,"('uninfluential', 'influential')",0.0477367,0.0112519,-0.0364848
87,-0.28860432,-0.21359468,"('unsuccessful', 'successful')",-0.2886043,-0.2135947,0.0750096
88,0.36053383,0.24547459,"('low', 'eminent')",0.3605338,0.2454746,-0.1150592
