,sail_male,sail_female,tuple,average_male,average_female,female-male
22,-0.78623855,-0.81845784,"('untrustworthy', 'trustworthy')",-0.7862386,-0.8184578,-0.0322192
23,6.3480377,6.518043,"('insincere', 'sincere')",6.3480377,6.518043,0.1700053
24,1.3081832,1.2605922,"('dishonest', 'honest')",1.3081832,1.2605922,-0.047591
25,0.86616045,0.8853314,"('egoistic', 'altruistic')",0.8661605,0.8853314,0.0191709
26,1.2499089,1.4100571,"('hardhearted', 'benevolent')",1.2499089,1.4100571,0.1601482
27,1.3985933,1.2151961,"('hardhearted', 'softhearted')",1.3985933,1.2151961,-0.1833972
28,0.96322525,1.0062877,"('disloyal', 'loyal')",0.9632252,1.0062877,0.0430625
29,-0.7469472,-0.7987562,"('unfair', 'fair')",-0.7469472,-0.7987562,-0.051809
30,1.1155158,1.0866191,"('intolerant', 'tolerant')",1.1155158,1.0866191,-0.0288967
31,-1.3285372,-1.3266758,"('evil', 'good')",-1.3285372,-1.3266758,0.0018614
32,1.0772607,1.1479952,"('unkind', 'kind')",1.0772607,1.1479952,0.0707345
33,-0.41250014,-0.43391445,"('wrong', 'right')",-0.4125001,-0.4339145,-0.0214144
34,4.536906,4.771396,"('mean', 'honorable')",4.5369058,4.7713962,0.2344904
35,-0.735209,-0.8821283,"('corrupt', 'incorrupt')",-0.735209,-0.8821283,-0.1469193
36,-0.73545825,-0.68913805,"('hostile', 'amicable')",-0.7354583,-0.6891381,0.0463202
37,0.89587754,0.834752,"('fake', 'genuine')",0.8958775,0.834752,-0.0611255
38,-0.49024802,-0.37022072,"('untruthful', 'truthful')",-0.490248,-0.3702207,0.1200273
39,0.5851866,0.5987294,"('exploitative', 'cooperative')",0.5851866,0.5987294,0.0135428
40,-1.5163486,-1.7219454,"('stingy', 'generous')",-1.5163486,-1.7219454,-0.2055968
41,-0.02400158,0.066883616,"('unforgiving', 'forgiving')",-0.0240016,0.0668836,0.0908852
42,-2.8091686,-2.8948674,"('unreliable', 'reliable')",-2.8091686,-2.8948674,-0.0856988
43,1.0671458,1.1500471,"('irresponsible', 'responsible')",1.0671458,1.1500471,0.0829013
44,-1.678023,-1.8000226,"('prejudiced', 'unprejudiced')",-1.678023,-1.8000226,-0.1219996
45,-0.26477104,-0.32390934,"('incompetent', 'competent')",-0.264771,-0.3239093,-0.0591383
46,-0.96536386,-0.9684304,"('uncompetitive', 'competitive')",-0.9653639,-0.9684304,-0.0030665
47,5.2322483,5.497802,"('stupid', 'smart')",5.2322483,5.4978018,0.2655535
48,0.5625844,0.595376,"('unintelligent', 'intelligent')",0.5625844,0.595376,0.0327916
49,-0.11568716,-0.0901566,"('unable', 'able')",-0.1156872,-0.0901566,0.0255306
50,-0.60194045,-0.56467843,"('clumsy', 'skillful')",-0.6019405,-0.5646784,0.0372621
51,0.22510721,0.082270466,"('uneducated', 'educated')",0.2251072,0.0822705,-0.1428367
52,-0.49287552,-0.56195664,"('irrational', 'rational')",-0.4928755,-0.5619566,-0.0690811
53,0.5104307,0.6085511,"('uncreative', 'creative')",0.5104307,0.6085511,0.0981204
54,0.98195124,1.0669601,"('incapable', 'capable')",0.9819512,1.0669601,0.0850089
55,0.6717771,0.6073076,"('incompetent', 'clever')",0.6717771,0.6073076,-0.0644695
56,0.6455764,0.647822,"('impractical', 'practical')",0.6455764,0.647822,0.0022456
57,-2.4412982,-2.5075924,"('unimaginative', 'imaginative')",-2.4412982,-2.5075924,-0.0662942
58,-0.092968434,-0.07340843,"('undiscriminating', 'discriminating')",-0.0929684,-0.0734084,0.01956
59,-0.55686086,-0.49418676,"('foolish', 'wise')",-0.5568609,-0.4941868,0.0626741
60,0.46812207,0.5288711,"('inefficient', 'efficient')",0.4681221,0.5288711,0.060749
61,0.18720835,0.13688737,"('illogical', 'logical')",0.1872084,0.1368874,-0.050321
62,0.2948233,0.31394297,"('incompetent', 'brilliant')",0.2948233,0.313943,0.0191197
63,-0.1402996,-0.026641108,"('unperceptive', 'insightful')",-0.1402996,-0.0266411,0.1136585
64,-6.4775662,-6.6565857,"('shy', 'confident')",-6.4775662,-6.6565857,-0.1790195
65,0.33345598,0.383235,"('insecure', 'secure')",0.333456,0.383235,0.049779
66,0.13080719,0.102640994,"('inactive', 'active')",0.1308072,0.102641,-0.0281662
67,-0.21296796,-0.14291495,"('doubtful', 'determined')",-0.212968,-0.142915,0.070053
68,-0.9181224,-0.9938166,"('dependent', 'independent')",-0.9181224,-0.9938166,-0.0756942
69,-1.9706063,-2.0283222,"('lazy', 'industrious')",-1.9706063,-2.0283222,-0.0577159
70,0.91160923,0.81150466,"('lethargic', 'energetic')",0.9116092,0.8115047,-0.1001045
71,0.6780925,0.71208143,"('diffident', 'self-confident')",0.6780925,0.7120814,0.0339889
72,0.6902877,0.74092174,"('unambitious', 'ambitious')",0.6902877,0.7409217,0.050634
73,-3.0736313,-3.129608,"('helpless', 'self-reliant')",-3.0736313,-3.1296079,-0.0559766
74,0.19462538,0.13530004,"('undedicated', 'dedicated')",0.1946254,0.1353,-0.0593254
75,-0.8969596,-0.8312205,"('meek', 'impulsive')",-0.8969596,-0.8312205,0.0657391
76,0.59021056,0.5343576,"('anxious', 'daring')",0.5902106,0.5343576,-0.055853
77,-1.288398,-1.1539811,"('unmotivated', 'motivated')",-1.288398,-1.1539811,0.1344169
78,-0.56246364,-0.49981636,"('nonresilient', 'resilient')",-0.5624636,-0.4998164,0.0626472
79,-0.43092617,-0.38358057,"('wavering', 'unwavering')",-0.4309262,-0.3835806,0.0473456
80,-0.2730334,-0.39799348,"('dominated', 'dominating')",-0.2730334,-0.3979935,-0.1249601
81,0.065328136,0.07334693,"('submissive', 'aggressive')",0.0653281,0.0733469,0.0080188
82,6.031195,6.18301,"('poor', 'rich')",6.0311952,6.1830101,0.1518149
83,-0.40907994,-0.34545916,"('powerless', 'powerful')",-0.4090799,-0.3454592,0.0636207
84,0.32577562,0.30943346,"('inferior', 'superior')",0.3257756,0.3094335,-0.0163421
85,-0.36068532,-0.3794642,"('insignificant', 'prestigious')",-0.3606853,-0.3794642,-0.0187789
86,0.6729442,0.59750795,"('uninfluential', 'influential')",0.6729442,0.597508,-0.0754362
87,-0.45011505,-0.4400506,"('unsuccessful', 'successful')",-0.4501151,-0.4400506,0.0100645
88,0.04965521,-0.027019724,"('low', 'eminent')",0.0496552,-0.0270197,-0.0766749
