,premeditation_male,premeditation_female,tuple,average_male,average_female,female-male
52,0.24020457,0.10097292,"('irrational', 'rational')",0.2402046,0.1009729,-0.1392317
53,-0.47243866,-0.55097365,"('uncreative', 'creative')",-0.4724387,-0.5509737,-0.078535
54,1.2435173,1.1344682,"('incapable', 'capable')",1.2435173,1.1344682,-0.1090491
55,-0.7488376,-0.66627014,"('incompetent', 'clever')",-0.7488376,-0.6662701,0.0825675
56,0.028996952,-0.006886687,"('impractical', 'practical')",0.028997,-0.0068867,-0.0358837
57,-1.2283581,-1.4284276,"('unimaginative', 'imaginative')",-1.2283581,-1.4284276,-0.2000695
58,-0.08730057,-0.22570847,"('undiscriminating', 'discriminating')",-0.0873006,-0.2257085,-0.1384079
59,0.21946082,0.26492932,"('foolish', 'wise')",0.2194608,0.2649293,0.0454685
60,-0.86226416,-0.6878162,"('inefficient', 'efficient')",-0.8622642,-0.6878162,0.174448
61,-0.45802164,-0.42437223,"('illogical', 'logical')",-0.4580216,-0.4243722,0.0336494
62,0.04977946,0.11561449,"('incompetent', 'brilliant')",0.0497795,0.1156145,0.065835
63,-0.4468755,-0.48226023,"('unperceptive', 'insightful')",-0.4468755,-0.4822602,-0.0353847
64,-2.6846616,-2.739892,"('shy', 'confident')",-2.6846616,-2.739892,-0.0552304
65,-0.6757091,-0.66103375,"('insecure', 'secure')",-0.6757091,-0.6610337,0.0146754
66,0.008596918,-0.13484342,"('inactive', 'active')",0.0085969,-0.1348434,-0.1434403
67,0.49366045,0.54556364,"('doubtful', 'determined')",0.4936604,0.5455636,0.0519032
68,-0.18151526,-0.17092921,"('dependent', 'independent')",-0.1815153,-0.1709292,0.0105861
69,1.0279562,1.0956411,"('lazy', 'industrious')",1.0279562,1.0956411,0.0676849
70,0.19788198,0.12193975,"('lethargic', 'energetic')",0.197882,0.1219397,-0.0759423
71,-0.18314184,-0.016855733,"('diffident', 'self-confident')",-0.1831418,-0.0168557,0.1662861
72,-0.37192976,-0.3369534,"('unambitious', 'ambitious')",-0.3719298,-0.3369534,0.0349764
73,-0.25005165,-0.21689162,"('helpless', 'self-reliant')",-0.2500516,-0.2168916,0.03316
74,-0.13966438,-0.26570317,"('undedicated', 'dedicated')",-0.1396644,-0.2657032,-0.1260388
75,1.048261,0.97034,"('meek', 'impulsive')",1.048261,0.97034,-0.077921
76,-0.41145384,-0.27961037,"('anxious', 'daring')",-0.4114538,-0.2796104,0.1318434
77,-0.27936867,-0.2519483,"('unmotivated', 'motivated')",-0.2793687,-0.2519483,0.0274204
78,-1.1863755,-1.0757163,"('nonresilient', 'resilient')",-1.1863755,-1.0757163,0.1106592
79,1.0890476,0.9510913,"('wavering', 'unwavering')",1.0890476,0.9510913,-0.1379563
80,-0.6383965,-0.6527855,"('dominated', 'dominating')",-0.6383965,-0.6527855,-0.014389
81,-0.656294,-0.64165145,"('submissive', 'aggressive')",-0.656294,-0.6416515,0.0146425
82,2.5852466,2.482532,"('poor', 'rich')",2.5852466,2.482532,-0.1027146
83,0.03261077,0.042332508,"('powerless', 'powerful')",0.0326108,0.0423325,0.0097217
84,0.59087396,0.5377752,"('inferior', 'superior')",0.590874,0.5377752,-0.0530988
85,1.9451026,1.816681,"('insignificant', 'prestigious')",1.9451026,1.816681,-0.1284216
86,-1.2484635,-1.4156221,"('uninfluential', 'influential')",-1.2484635,-1.4156221,-0.1671586
87,-0.020667238,-0.035697043,"('unsuccessful', 'successful')",-0.0206672,-0.035697,-0.0150298
88,1.2425177,1.0337607,"('low', 'eminent')",1.2425177,1.0337607,-0.208757
