,goggles_male,goggles_female,tuple,average_male,average_female,female-male
41,0.45256707,0.3384649,"('unforgiving', 'forgiving')",0.4525671,0.3384649,-0.1141022
42,-2.2819095,-2.1903484,"('unreliable', 'reliable')",-2.2819095,-2.1903484,0.0915611
43,-0.07708453,-0.07485201,"('irresponsible', 'responsible')",-0.0770845,-0.074852,0.0022325
44,-0.8835624,-0.91479266,"('prejudiced', 'unprejudiced')",-0.8835624,-0.9147927,-0.0312303
45,-0.26386285,-0.22544216,"('incompetent', 'competent')",-0.2638628,-0.2254422,0.0384206
46,-0.826499,-0.87975866,"('uncompetitive', 'competitive')",-0.826499,-0.8797587,-0.0532597
47,2.6053917,2.822192,"('stupid', 'smart')",2.6053917,2.822192,0.2168003
48,0.40344512,0.41463587,"('unintelligent', 'intelligent')",0.4034451,0.4146359,0.0111908
49,-0.07893442,0.044554017,"('unable', 'able')",-0.0789344,0.044554,0.1234884
50,-0.5788276,-0.47882003,"('clumsy', 'skillful')",-0.5788276,-0.47882,0.1000076
51,-0.14167446,-0.21535854,"('uneducated', 'educated')",-0.1416745,-0.2153585,-0.073684
52,0.13619038,0.047643617,"('irrational', 'rational')",0.1361904,0.0476436,-0.0885468
53,-0.40005022,-0.62005323,"('uncreative', 'creative')",-0.4000502,-0.6200532,-0.220003
54,-0.099639334,-0.14866565,"('incapable', 'capable')",-0.0996393,-0.1486657,-0.0490264
55,0.6772814,0.73569685,"('incompetent', 'clever')",0.6772814,0.7356969,0.0584155
56,0.2118968,0.19108629,"('impractical', 'practical')",0.2118968,0.1910863,-0.0208105
57,-1.8387399,-2.048419,"('unimaginative', 'imaginative')",-1.8387399,-2.048419,-0.2096791
58,0.35256648,0.28088176,"('undiscriminating', 'discriminating')",0.3525665,0.2808818,-0.0716847
59,0.23943192,0.43350226,"('foolish', 'wise')",0.2394319,0.4335023,0.1940704
60,0.6834234,0.8276974,"('inefficient', 'efficient')",0.6834234,0.8276974,0.144274
61,0.26314726,0.12669995,"('illogical', 'logical')",0.2631473,0.1267,-0.1364473
62,0.63598365,0.8714886,"('incompetent', 'brilliant')",0.6359836,0.8714886,0.235505
63,-0.14846843,-0.017604353,"('unperceptive', 'insightful')",-0.1484684,-0.0176044,0.130864
64,-3.2050529,-3.234419,"('shy', 'confident')",-3.2050529,-3.2344191,-0.0293662
65,0.20988953,0.36412835,"('insecure', 'secure')",0.2098895,0.3641284,0.1542389
66,-1.0658673,-1.1922107,"('inactive', 'active')",-1.0658673,-1.1922107,-0.1263434
67,-0.23764385,-0.2897552,"('doubtful', 'determined')",-0.2376439,-0.2897552,-0.0521113
68,-0.3464583,-0.28156918,"('dependent', 'independent')",-0.3464583,-0.2815692,0.0648891
69,-0.6393658,-0.6306746,"('lazy', 'industrious')",-0.6393658,-0.6306746,0.0086912
70,-0.698604,-0.678217,"('lethargic', 'energetic')",-0.698604,-0.678217,0.020387
71,0.15940876,0.19087785,"('diffident', 'self-confident')",0.1594088,0.1908779,0.0314691
72,-0.039655056,0.05841286,"('unambitious', 'ambitious')",-0.0396551,0.0584129,0.098068
73,-1.711961,-1.6660393,"('helpless', 'self-reliant')",-1.711961,-1.6660393,0.0459217
74,0.09265776,0.003266465,"('undedicated', 'dedicated')",0.0926578,0.0032665,-0.0893913
75,-0.46738935,-0.5416603,"('meek', 'impulsive')",-0.4673893,-0.5416603,-0.074271
76,-0.2237896,-0.21479312,"('anxious', 'daring')",-0.2237896,-0.2147931,0.0089965
77,-0.5674917,-0.5638754,"('unmotivated', 'motivated')",-0.5674917,-0.5638754,0.0036163
78,-0.36681163,-0.28739297,"('nonresilient', 'resilient')",-0.3668116,-0.287393,0.0794186
79,-0.7721289,-0.86607814,"('wavering', 'unwavering')",-0.7721289,-0.8660781,-0.0939492
80,0.19576171,0.39127964,"('dominated', 'dominating')",0.1957617,0.3912796,0.1955179
81,0.074631914,0.14593439,"('submissive', 'aggressive')",0.0746319,0.1459344,0.0713025
82,2.2249897,2.3034048,"('poor', 'rich')",2.2249897,2.3034048,0.0784151
83,-0.34456643,-0.40428013,"('powerless', 'powerful')",-0.3445664,-0.4042801,-0.0597137
84,0.25835878,0.27029118,"('inferior', 'superior')",0.2583588,0.2702912,0.0119324
85,0.35669878,0.13344687,"('insignificant', 'prestigious')",0.3566988,0.1334469,-0.2232519
86,-0.23816726,-0.47821653,"('uninfluential', 'influential')",-0.2381673,-0.4782165,-0.2400492
87,0.28191948,0.36597574,"('unsuccessful', 'successful')",0.2819195,0.3659757,0.0840562
88,-0.27451706,-0.3486989,"('low', 'eminent')",-0.2745171,-0.3486989,-0.0741818
