,brain_male,brain_female,tuple,average_male,average_female,female-male
74,-0.1315075,-0.1989338,"('undedicated', 'dedicated')",-0.1315075,-0.1989338,-0.0674263
75,-0.6734569,-0.46873766,"('meek', 'impulsive')",-0.6734569,-0.4687377,0.2047192
76,0.57036954,0.54897815,"('anxious', 'daring')",0.5703695,0.5489781,-0.0213914
77,-1.0074536,-0.867962,"('unmotivated', 'motivated')",-1.0074536,-0.867962,0.1394916
78,-0.67590547,-0.73703015,"('nonresilient', 'resilient')",-0.6759055,-0.7370301,-0.0611246
79,-0.18325733,-0.14934693,"('wavering', 'unwavering')",-0.1832573,-0.1493469,0.0339104
80,-0.20274541,-0.1325435,"('dominated', 'dominating')",-0.2027454,-0.1325435,0.0702019
81,0.22831209,0.33145952,"('submissive', 'aggressive')",0.2283121,0.3314595,0.1031474
82,6.6328363,6.8091745,"('poor', 'rich')",6.6328363,6.8091745,0.1763382
83,-0.36124134,-0.27336776,"('powerless', 'powerful')",-0.3612413,-0.2733678,0.0878735
84,0.4750544,0.47398198,"('inferior', 'superior')",0.4750544,0.473982,-0.0010724
85,-0.7814625,-1.0069731,"('insignificant', 'prestigious')",-0.7814625,-1.0069731,-0.2255106
86,0.3856032,0.5842861,"('uninfluential', 'influential')",0.3856032,0.5842861,0.1986829
87,-0.03166285,0.13884333,"('unsuccessful', 'successful')",-0.0316629,0.1388433,0.1705062
88,-0.00742196,0.056668896,"('low', 'eminent')",-0.007422,0.0566689,0.0640909
