,tabletop_male,tabletop_female,tuple,average_male,average_female,female-male
69,-1.1885746,-1.1334468,"('lazy', 'industrious')",-1.1885746,-1.1334468,0.0551278
70,0.44151402,0.54714185,"('lethargic', 'energetic')",0.441514,0.5471418,0.1056278
71,0.16883801,0.088993326,"('diffident', 'self-confident')",0.168838,0.0889933,-0.0798447
72,-0.3911062,-0.06608434,"('unambitious', 'ambitious')",-0.3911062,-0.0660843,0.3250219
73,-1.5314659,-1.4179903,"('helpless', 'self-reliant')",-1.5314659,-1.4179903,0.1134756
74,0.32329014,0.30762464,"('undedicated', 'dedicated')",0.3232901,0.3076246,-0.0156655
75,-1.0754443,-0.99229085,"('meek', 'impulsive')",-1.0754443,-0.9922909,0.0831534
76,0.09372526,-0.24168462,"('anxious', 'daring')",0.0937253,-0.2416846,-0.3354099
77,-0.4505963,-0.45875096,"('unmotivated', 'motivated')",-0.4505963,-0.458751,-0.0081547
78,-0.09786451,-0.11291758,"('nonresilient', 'resilient')",-0.0978645,-0.1129176,-0.0150531
79,-1.4153022,-1.5015599,"('wavering', 'unwavering')",-1.4153022,-1.5015599,-0.0862577
80,0.84951776,0.9220708,"('dominated', 'dominating')",0.8495178,0.9220708,0.072553
81,0.56301385,0.5461817,"('submissive', 'aggressive')",0.5630139,0.5461817,-0.0168322
82,2.4449682,2.6321218,"('poor', 'rich')",2.4449682,2.6321218,0.1871536
83,-0.009098552,-0.04657661,"('powerless', 'powerful')",-0.0090986,-0.0465766,-0.037478
84,0.055115234,-0.07156842,"('inferior', 'superior')",0.0551152,-0.0715684,-0.1266836
85,-1.5812771,-1.8553653,"('insignificant', 'prestigious')",-1.5812771,-1.8553653,-0.2740882
86,-0.09133199,-0.05681977,"('uninfluential', 'influential')",-0.091332,-0.0568198,0.0345122
87,0.12014892,0.1756433,"('unsuccessful', 'successful')",0.1201489,0.1756433,0.0554944
88,-0.32379726,-0.54518056,"('low', 'eminent')",-0.3237973,-0.5451806,-0.2213833
