,copying_male,copying_female,tuple,average_male,average_female,female-male
38,0.23841934,0.3495835,"('untruthful', 'truthful')",0.2384193,0.3495835,0.1111642
39,-0.17702831,-0.15869609,"('exploitative', 'cooperative')",-0.1770283,-0.1586961,0.0183322
40,-2.060503,-2.2568336,"('stingy', 'generous')",-2.060503,-2.2568336,-0.1963306
41,0.044132352,0.04305423,"('unforgiving', 'forgiving')",0.0441324,0.0430542,-0.0010782
42,-2.846213,-2.920378,"('unreliable', 'reliable')",-2.8462131,-2.920378,-0.0741649
43,1.0653015,1.0592426,"('irresponsible', 'responsible')",1.0653015,1.0592426,-0.0060589
44,-1.4790714,-1.4992067,"('prejudiced', 'unprejudiced')",-1.4790714,-1.4992067,-0.0201353
45,0.124429,0.26097825,"('incompetent', 'competent')",0.124429,0.2609783,0.1365493
46,-0.96670175,-1.0661681,"('uncompetitive', 'competitive')",-0.9667017,-1.0661681,-0.0994664
47,5.6457114,5.918851,"('stupid', 'smart')",5.6457114,5.9188509,0.2731395
48,0.73175925,0.6153879,"('unintelligent', 'intelligent')",0.7317593,0.6153879,-0.1163714
49,0.12677301,0.35698304,"('unable', 'able')",0.126773,0.356983,0.23021
50,-0.16025856,-0.19805159,"('clumsy', 'skillful')",-0.1602586,-0.1980516,-0.037793
51,0.23819079,0.22210029,"('uneducated', 'educated')",0.2381908,0.2221003,-0.0160905
52,-0.22116217,-0.04161936,"('irrational', 'rational')",-0.2211622,-0.0416194,0.1795428
53,0.48101327,0.49618104,"('uncreative', 'creative')",0.4810133,0.496181,0.0151677
54,1.3144104,1.5493938,"('incapable', 'capable')",1.3144104,1.5493938,0.2349834
55,0.5102935,0.44136885,"('incompetent', 'clever')",0.5102935,0.4413688,-0.0689247
56,0.6627877,0.6618728,"('impractical', 'practical')",0.6627877,0.6618728,-0.0009149
57,-3.2071207,-3.2621446,"('unimaginative', 'imaginative')",-3.2071207,-3.2621446,-0.0550239
58,0.19796856,0.068992205,"('undiscriminating', 'discriminating')",0.1979686,0.0689922,-0.1289764
59,0.07594531,0.260288,"('foolish', 'wise')",0.0759453,0.260288,0.1843427
60,1.1106744,0.9979899,"('inefficient', 'efficient')",1.1106744,0.9979899,-0.1126845
61,0.4285509,0.34511,"('illogical', 'logical')",0.4285509,0.34511,-0.0834409
62,1.0670043,1.1161698,"('incompetent', 'brilliant')",1.0670043,1.1161698,0.0491655
63,0.31911403,0.32236588,"('unperceptive', 'insightful')",0.319114,0.3223659,0.0032519
64,-6.780914,-6.722149,"('shy', 'confident')",-6.7809138,-6.7221489,0.0587649
65,-0.043437734,-0.14029837,"('insecure', 'secure')",-0.0434377,-0.1402984,-0.0968607
66,-0.36356086,-0.24631204,"('inactive', 'active')",-0.3635609,-0.246312,0.1172489
67,0.01630579,0.012325954,"('doubtful', 'determined')",0.0163058,0.012326,-0.0039798
68,-0.8014282,-0.65261453,"('dependent', 'independent')",-0.8014282,-0.6526145,0.1488137
69,-1.8854584,-1.6661534,"('lazy', 'industrious')",-1.8854584,-1.6661534,0.219305
70,0.53904766,0.55485,"('lethargic', 'energetic')",0.5390477,0.55485,0.0158023
71,0.3466596,0.4549575,"('diffident', 'self-confident')",0.3466596,0.4549575,0.1082979
72,0.7937451,0.6400951,"('unambitious', 'ambitious')",0.7937451,0.6400951,-0.15365
73,-3.3612719,-3.3079746,"('helpless', 'self-reliant')",-3.3612719,-3.3079746,0.0532973
74,-0.11110757,-0.15423667,"('undedicated', 'dedicated')",-0.1111076,-0.1542367,-0.0431291
75,-1.1168109,-0.9192826,"('meek', 'impulsive')",-1.1168109,-0.9192826,0.1975283
76,0.33269992,0.19714768,"('anxious', 'daring')",0.3326999,0.1971477,-0.1355522
77,-1.2553682,-1.1047122,"('unmotivated', 'motivated')",-1.2553682,-1.1047122,0.150656
78,-0.5920417,-0.7008541,"('nonresilient', 'resilient')",-0.5920417,-0.7008541,-0.1088124
79,-0.5251103,-0.14033593,"('wavering', 'unwavering')",-0.5251103,-0.1403359,0.3847744
80,-0.5904724,-0.7007189,"('dominated', 'dominating')",-0.5904724,-0.7007189,-0.1102465
81,-0.2729976,-0.3463206,"('submissive', 'aggressive')",-0.2729976,-0.3463206,-0.073323
82,6.697588,7.0871687,"('poor', 'rich')",6.697588,7.0871687,0.3895807
83,-0.50251824,-0.6159767,"('powerless', 'powerful')",-0.5025182,-0.6159767,-0.1134585
84,0.42664924,0.48338947,"('inferior', 'superior')",0.4266492,0.4833895,0.0567403
85,-0.97526634,-0.8217102,"('insignificant', 'prestigious')",-0.9752663,-0.8217102,0.1535561
86,0.26537547,0.28327388,"('uninfluential', 'influential')",0.2653755,0.2832739,0.0178984
87,-0.3174097,-0.060646802,"('unsuccessful', 'successful')",-0.3174097,-0.0606468,0.2567629
88,0.11059564,0.15709904,"('low', 'eminent')",0.1105956,0.157099,0.0465034
